Depth,Dense,Res,Ng,Cal,SP
152.3,2.24,16.1,12.94,159.4,-304.83
152.35,2.24,15.9,13.8,159.75,-305.33
152.4,2.24,15.55,14.55,160.01,-307.25
152.45,2.24,15.09,15.47,159.87,-310.07
152.5,2.24,14.63,16.2,159.22,-312.86
152.55,2.24,14.25,16.94,158.62,-314.83
152.6,2.24,14.04,17.63,158.24,-315.55
152.65,2.24,14.01,18.11,158.22,-315.19
152.7,2.23,14.13,18.55,158.45,-314.41
152.75,2.22,14.35,18.93,158.98,-314
152.8,2.22,14.61,19.3,160.02,-314.43
152.85,2.22,14.85,20.25,161.45,-315.67
152.9,2.22,14.96,21.11,162.92,-317.17
152.95,2.22,14.9,22.27,163.72,-318.35
153,2.24,14.68,22.88,163.73,-318.72
153.05,2.26,14.32,23.43,163.45,-318.05
153.1,2.28,13.84,23.86,163.39,-316.44
153.15,2.29,13.24,24.26,163.77,-314.34
153.2,2.31,12.55,24.22,164.77,-312.53
153.25,2.33,11.93,23.9,166.6,-311.57
153.3,2.35,11.44,23.42,169.91,-311.68
153.35,2.36,11.14,23.06,174.23,-312.48
153.4,2.39,10.95,22.3,179.22,-313.53
153.45,2.4,10.86,21.47,183.83,-314.21
153.5,2.42,10.83,20.75,187.48,-314.12
153.55,2.41,10.82,20.25,189.54,-312.85
153.6,2.41,10.86,20,190.23,-310.59
153.65,2.4,10.93,19.85,189.9,-307.77
153.7,2.4,11.04,19.57,189.03,-305.21
153.75,2.39,11.14,18.88,187.2,-303.22
153.8,2.39,11.26,18.09,184.88,-302.03
153.85,2.39,11.35,17.4,182.5,-301.57
153.9,2.38,11.44,16.3,180.89,-301.98
153.95,2.39,11.51,14.94,180,-303.19
154,2.4,11.58,13.65,179.59,-304.89
154.05,2.41,11.64,12.92,179.42,-306.53
154.1,2.42,11.67,12.31,179.35,-307.8
154.15,2.42,11.69,11.85,179.39,-308.63
154.2,2.42,11.7,11.03,179.47,-309.06
154.25,2.41,11.72,10.38,179.59,-309.11
154.3,2.41,11.73,9.68,179.67,-308.83
154.35,2.42,11.74,10.01,179.71,-308.62
154.4,2.42,11.76,10.54,179.78,-308.99
154.45,2.43,11.77,11.91,179.85,-310.44
154.5,2.42,11.78,12.89,179.92,-312.86
154.55,2.42,11.78,14.16,179.95,-315.83
154.6,2.42,11.78,14.61,179.97,-318.71
154.65,2.42,11.77,14.95,179.98,-321.2
154.7,2.42,11.78,15.31,179.98,-323.14
154.75,2.43,11.77,16.25,179.94,-324.69
154.8,2.43,11.77,17.31,179.89,-325.96
154.85,2.43,11.75,18.31,179.78,-327.02
154.9,2.43,11.72,18.53,179.7,-327.64
154.95,2.43,11.69,18.57,179.58,-327.76
155,2.43,11.65,18.02,179.49,-327.41
155.05,2.43,11.61,17.32,179.41,-326.99
155.1,2.43,11.55,16.27,179.33,-326.72
155.15,2.43,11.51,15.32,179.25,-326.75
155.2,2.43,11.47,15.12,179.13,-326.85
155.25,2.43,11.44,14.89,179.05,-326.84
155.3,2.42,11.42,14.8,178.96,-326.56
155.35,2.41,11.39,13.94,178.88,-326.13
155.4,2.41,11.36,13.55,178.81,-325.85
155.45,2.41,11.33,13.1,178.73,-326.1
155.5,2.41,11.3,13.53,178.7,-327.06
155.55,2.4,11.28,13.93,178.68,-328.62
155.6,2.4,11.25,14.69,178.66,-330.3
155.65,2.4,11.24,15.12,178.61,-331.5
155.7,2.39,11.21,15.76,178.56,-331.68
155.75,2.38,11.18,15.78,178.45,-330.63
155.8,2.38,11.13,15.71,178.33,-328.47
155.85,2.38,11.08,15.5,178.19,-325.62
155.9,2.37,11.02,15.64,178.1,-322.61
155.95,2.37,10.95,15.43,178.01,-320.01
156,2.37,10.89,15.01,177.93,-318.09
156.05,2.37,10.85,13.89,177.8,-316.89
156.1,2.37,10.84,12.98,177.72,-316.2
156.15,2.37,10.84,11.97,177.58,-315.91
156.2,2.37,10.85,11.79,177.5,-315.9
156.25,2.37,10.86,11.55,177.41,-316.19
156.3,2.38,10.88,11.47,177.33,-316.59
156.35,2.38,10.88,11,177.25,-316.9
156.4,2.38,10.87,10.7,177.18,-316.87
156.45,2.38,10.86,10.34,177.15,-316.51
156.5,2.38,10.83,10.21,177.12,-316.11
156.55,2.38,10.81,10.11,177.11,-316.02
156.6,2.39,10.77,10.46,177.11,-316.51
156.65,2.39,10.75,10.92,177.1,-317.65
156.7,2.39,10.7,11.88,177.1,-319.14
156.75,2.39,10.66,12.56,177.15,-320.53
156.8,2.38,10.62,13.29,177.2,-321.2
156.85,2.38,10.6,13.77,177.35,-321.07
156.9,2.39,10.58,14.61,177.57,-320.47
156.95,2.38,10.58,15.48,177.87,-320.04
157,2.39,10.6,16.22,178.1,-320.19
157.05,2.38,10.64,16.54,178.3,-320.95
157.1,2.37,10.69,16.95,178.52,-322.03
157.15,2.36,10.73,17.3,179.04,-323.09
157.2,2.35,10.82,17.45,179.86,-323.9
157.25,2.34,10.93,17.15,181.1,-324.31
157.3,2.34,11.08,16.72,182.98,-324.12
157.35,2.34,11.22,16.37,184.98,-322.96
157.4,2.33,11.35,15.82,186.47,-320.64
157.45,2.33,11.43,15.24,186.85,-317.4
157.5,2.32,11.47,14.41,186.65,-313.99
157.55,2.32,11.48,13.93,186.33,-311.17
157.6,2.32,11.46,13.47,186.32,-309.7
157.65,2.32,11.42,13.28,186.52,-309.8
157.7,2.31,11.39,13.15,186.73,-311.46
157.75,2.31,11.36,13.09,186.73,-314.01
157.8,2.29,11.32,13.05,186.24,-316.79
157.85,2.27,11.27,13.23,185.29,-319.12
157.9,2.25,11.2,13.46,183.81,-320.82
157.95,2.24,11.1,13.74,182.39,-322.24
158,2.21,10.96,14.24,181.37,-323.8
158.05,2.19,10.79,15,180.88,-325.79
158.1,2.18,10.58,15.65,180.89,-327.85
158.15,2.17,10.36,15.93,181.28,-329.38
158.2,2.16,10.13,16.12,182.24,-329.69
158.25,2.14,9.92,16.41,183.54,-328.41
158.3,2.13,9.73,16.71,184.92,-325.61
158.35,2.12,9.58,16.82,185.59,-321.77
158.4,2.11,9.51,16.31,185.16,-317.81
158.45,2.12,9.53,15.43,184.27,-314.77
158.5,2.13,9.62,14.35,184.32,-313.24
158.55,2.15,9.72,13.35,185.66,-313.25
158.6,2.16,9.84,12.74,187.23,-314.05
158.65,2.17,9.93,12.22,187.23,-315.04
158.7,2.18,10.01,12.39,185.72,-315.64
158.75,2.19,10.06,12.32,183.34,-315.78
158.8,2.2,10.09,12.34,181.49,-315.44
158.85,2.22,10.08,12.53,180.47,-314.9
158.9,2.23,10.04,12.58,180.83,-314.39
158.95,2.26,9.98,13.22,183.05,-314.21
159,2.27,9.92,13.56,186.58,-314.47
159.05,2.29,9.87,14.16,190.4,-315.39
159.1,2.29,9.85,14.54,193.02,-317.02
159.15,2.3,9.81,14.54,194.31,-319.33
159.2,2.31,9.74,14.62,194.38,-321.8
159.25,2.32,9.62,14.23,193.01,-323.85
159.3,2.33,9.5,14.57,190.57,-324.88
159.35,2.33,9.4,14.96,187.51,-324.69
159.4,2.34,9.35,14.91,184.54,-323.53
159.45,2.33,9.35,14.57,181.96,-321.89
159.5,2.33,9.41,14.1,180.18,-320.28
159.55,2.33,9.49,13.93,179.44,-318.92
159.6,2.34,9.57,13.61,179.61,-317.98
159.65,2.34,9.65,13.31,179.93,-317.57
159.7,2.34,9.74,12.98,180.21,-318.05
159.75,2.33,9.83,12.66,180.38,-319.52
159.8,2.32,9.91,12.33,180.95,-322.08
159.85,2.31,9.96,12.2,181.72,-325.31
159.9,2.3,10,11.91,182.04,-328.79
159.95,2.29,10.02,11.62,181.19,-331.88
160,2.29,10.05,11.51,179.71,-334.17
160.05,2.29,10.04,11.63,178.39,-335.25
160.1,2.3,10.03,11.63,177.7,-335.11
160.15,2.29,10,11.45,177.44,-334.03
160.2,2.29,9.98,11.62,177.38,-332.46
160.25,2.3,9.96,11.81,177.58,-330.84
160.3,2.3,9.95,12.09,177.96,-329.24
160.35,2.31,9.93,11.78,178.57,-327.66
160.4,2.31,9.91,11.37,179.34,-326.01
160.45,2.31,9.88,10.83,180.2,-324.56
160.5,2.31,9.85,10.24,180.97,-323.57
160.55,2.3,9.81,10.01,181.24,-323.15
160.6,2.31,9.77,10.25,180.83,-323.07
160.65,2.31,9.73,10.85,180.05,-323.04
160.7,2.31,9.71,11.82,179.46,-322.91
160.75,2.31,9.72,12.34,179.27,-322.82
160.8,2.3,9.74,12.83,179.43,-323.05
160.85,2.3,9.79,13.03,179.69,-323.72
160.9,2.29,9.84,13.77,180.22,-324.68
160.95,2.3,9.88,14.56,181.13,-325.5
161,2.3,9.91,15.87,182.97,-325.77
161.05,2.3,9.91,17.29,184.81,-325.38
161.1,2.3,9.91,19.23,185.23,-324.63
161.15,2.29,9.91,20.7,183.73,-324.16
161.2,2.29,9.93,21.39,181.43,-324.22
161.25,2.29,9.95,21.22,179.65,-324.82
161.3,2.28,9.97,20.72,178.52,-325.51
161.35,2.29,9.98,20.59,177.72,-326.06
161.4,2.29,9.97,20.86,177.15,-326.41
161.45,2.31,9.97,21.49,176.79,-326.54
161.5,2.32,9.99,22.07,176.78,-326.3
161.55,2.33,10.04,22.11,177.06,-325.23
161.6,2.34,10.06,21.44,177.47,-323.12
161.65,2.35,10.04,20.51,177.66,-319.93
161.7,2.36,9.96,18.99,177.55,-316.19
161.75,2.37,9.88,17.7,177.17,-312.74
161.8,2.37,9.82,16.34,176.67,-310.53
161.85,2.38,9.8,15.81,176.14,-310.28
161.9,2.38,9.79,15.23,175.71,-311.95
161.95,2.38,9.77,15.01,175.47,-314.97
162,2.37,9.72,14.85,175.48,-318.36
162.05,2.36,9.66,14.57,175.65,-321.43
162.1,2.35,9.61,14.28,175.86,-323.93
162.15,2.34,9.62,13.97,176.07,-326.07
162.2,2.32,9.69,14.45,176.34,-328.17
162.25,2.32,9.82,15.08,176.65,-330.35
162.3,2.32,10.02,15.91,176.68,-332.25
162.35,2.33,10.22,16.6,176.13,-333.31
162.4,2.33,10.39,16.9,175.31,-332.98
162.45,2.33,10.5,17.5,174.59,-331.4
162.5,2.34,10.55,17.88,174.38,-329.01
162.55,2.34,10.54,18.48,174.55,-326.59
162.6,2.35,10.48,19.07,174.98,-324.48
162.65,2.36,10.4,19.71,175.23,-322.96
162.7,2.36,10.3,20.36,175.02,-322.07
162.75,2.36,10.2,20.41,174.53,-321.99
162.8,2.35,10.11,20.35,174.22,-322.64
162.85,2.35,10.04,20.35,174.37,-323.59
162.9,2.35,10.01,20.54,174.78,-324.15
162.95,2.34,9.99,20.78,175.29,-323.74
163,2.34,10,20.86,175.56,-322.47
163.05,2.34,10.02,20.53,175.32,-320.9
163.1,2.34,10.06,20.08,174.35,-319.74
163.15,2.35,10.12,19.52,173.13,-319.25
163.2,2.35,10.18,19.12,172.2,-319.29
163.25,2.36,10.24,18.93,171.91,-319.54
163.3,2.36,10.29,18.81,172.2,-319.81
163.35,2.37,10.33,18.75,172.82,-320.34
163.4,2.37,10.36,18.31,173.58,-321.4
163.45,2.36,10.36,17.81,174.12,-323.16
163.5,2.36,10.35,17.63,174.51,-325.24
163.55,2.36,10.32,17.89,174.79,-327.04
163.6,2.37,10.3,18.3,175.01,-328.15
163.65,2.37,10.26,18.64,175.06,-328.56
163.7,2.37,10.22,18.59,174.76,-328.8
163.75,2.37,10.19,18.05,174.23,-329.19
163.8,2.36,10.19,17.33,173.53,-329.87
163.85,2.36,10.23,16.47,173.02,-330.44
163.9,2.37,10.28,15.96,172.64,-330.62
163.95,2.36,10.34,15.69,172.42,-330.26
164,2.36,10.4,15.73,172.12,-329.54
164.05,2.36,10.48,15.88,171.66,-328.71
164.1,2.35,10.54,15.72,170.93,-328.1
164.15,2.34,10.58,15.32,169.89,-327.91
164.2,2.32,10.6,14.81,168.88,-328.15
164.25,2.31,10.63,14.43,168.15,-328.66
164.3,2.31,10.66,14.25,167.98,-329.27
164.35,2.31,10.71,14.54,168.29,-329.99
164.4,2.3,10.74,14.96,168.81,-330.99
164.45,2.3,10.77,15.3,169.02,-332.37
164.5,2.3,10.81,16.05,168.68,-333.96
164.55,2.3,10.85,16.87,167.94,-335.24
164.6,2.3,10.89,18.18,167.32,-335.54
164.65,2.29,10.9,19.01,166.92,-334.36
164.7,2.29,10.92,19.84,166.71,-331.67
164.75,2.29,10.94,20.37,166.59,-327.72
164.8,2.29,10.97,20.44,166.52,-322.92
164.85,2.29,11.03,20.56,166.58,-317.67
164.9,2.29,11.1,20.6,166.71,-312.59
164.95,2.29,11.17,21.03,166.92,-308.39
165,2.3,11.21,21.33,167.17,-305.64
165.05,2.31,11.24,21.67,167.49,-304.63
165.1,2.32,11.26,21.2,167.86,-305.22
165.15,2.33,11.28,21.17,168.31,-307.1
165.2,2.35,11.3,21.08,168.74,-309.77
165.25,2.36,11.31,21.45,169.1,-312.92
165.3,2.37,11.31,21.51,169.3,-316.16
165.35,2.38,11.31,21.99,169.45,-319
165.4,2.39,11.3,22.7,169.66,-320.81
165.45,2.4,11.25,22.94,169.95,-321.3
165.5,2.4,11.19,22.53,170.05,-320.51
165.55,2.4,11.13,21.89,169.73,-319.07
165.6,2.37,11.07,22.28,168.93,-317.44
165.65,2.34,11.02,23.04,168.13,-315.99
165.7,2.3,10.98,24.06,167.55,-314.82
165.75,2.27,10.95,23.82,167.27,-314.14
165.8,2.23,10.94,23.98,167.1,-314.18
165.85,2.21,10.94,23.96,166.96,-315.07
165.9,2.19,10.95,24.59,166.86,-316.75
165.95,2.18,10.93,24.51,166.81,-318.87
166,2.17,10.89,24.62,166.91,-320.99
166.05,2.17,10.84,24.63,167.14,-322.57
166.1,2.18,10.75,24.85,167.43,-323.36
166.15,2.18,10.64,23.9,167.72,-323.31
166.2,2.2,10.51,22.75,167.92,-322.62
166.25,2.21,10.38,20.93,168.15,-321.46
166.3,2.23,10.25,19.94,168.46,-319.81
166.35,2.26,10.12,18.97,169.27,-317.63
166.4,2.29,10.02,17.98,170.56,-314.77
166.45,2.28,9.94,17.39,172.14,-311.52
166.5,2.27,9.88,16.88,173.03,-308.49
166.55,2.24,9.83,17.05,172.59,-306.64
166.6,2.22,9.79,17.19,170.9,-306.61
166.65,2.2,9.77,17.65,168.38,-308.39
166.7,2.18,9.73,18.17,165.99,-311.51
166.75,2.16,9.69,18.96,163.9,-315.18
166.8,2.15,9.65,20.03,162.47,-318.58
166.85,2.15,9.61,20.8,161.5,-321.01
166.9,2.14,9.58,21.17,160.93,-322.2
166.95,2.13,9.53,20.99,160.62,-322.47
167,2.15,9.48,21.03,160.49,-322.46
167.05,2.18,9.43,21.01,160.45,-322.76
167.1,2.22,9.4,21.61,160.42,-323.56
167.15,2.23,9.39,21.72,160.36,-324.63
167.2,2.24,9.42,21.47,160.25,-325.59
167.25,2.25,9.49,20.44,160.17,-326.17
167.3,2.26,9.57,19.38,160,-326.27
167.35,2.27,9.66,17.96,159.51,-325.84
167.4,2.28,9.74,16.47,158.31,-325.01
167.45,2.28,9.86,15.49,156.77,-324.04
167.5,2.28,10.03,15.19,155.16,-323.42
167.55,2.27,10.27,15.14,153.95,-323.45
167.6,2.26,10.56,14.47,152.63,-324.26
167.65,2.26,10.91,13.12,151.19,-325.63
167.7,2.25,11.28,11.52,149.18,-327.32
167.75,2.24,11.62,10.33,147.11,-328.87
167.8,2.24,11.86,9.57,145.41,-329.74
167.85,2.25,12.05,8.98,144.7,-329.31
167.9,2.25,12.32,8.51,144.61,-327.35
167.95,2.26,12.79,8.5,144.5,-324.22
168,2.27,13.38,8.4,144.06,-320.76
168.05,2.29,13.9,8.38,142.97,-317.91
168.1,2.3,14.22,8.16,141.51,-316.15
168.15,2.31,14.31,8.31,139.71,-315.47
168.2,2.31,14.3,8.09,138.31,-315.49
168.25,2.32,14.24,7.88,137.35,-315.95
168.3,2.33,14.2,7.6,136.93,-316.72
168.35,2.33,14.19,8.1,136.65,-317.65
168.4,2.32,14.2,8.74,136.51,-318.3
168.45,2.32,14.26,9.37,136.34,-318.24
168.5,2.31,14.39,9.82,136.23,-317.45
168.55,2.3,14.6,10.24,136.18,-316.35
168.6,2.29,14.85,10.61,136.23,-315.54
168.65,2.29,15.05,10.77,136.32,-315.22
168.7,2.3,15.14,10.68,136.44,-315.18
168.75,2.3,15.08,10.49,136.53,-314.92
168.8,2.29,14.88,10.63,136.61,-314.06
168.85,2.28,14.58,11.02,136.65,-312.61
168.9,2.28,14.18,11.53,136.67,-310.91
168.95,2.27,13.7,11.91,136.68,-309.51
169,2.27,13.21,12.49,136.74,-308.71
169.05,2.26,12.77,13.08,136.88,-308.35
169.1,2.25,12.44,13.51,137.27,-308.01
169.15,2.24,12.22,13.52,137.74,-307.26
169.2,2.23,12.11,13.41,137.91,-306.06
169.25,2.22,12.11,13.19,137.54,-304.63
169.3,2.21,12.23,13.12,136.93,-303.36
169.35,2.2,12.42,13.06,136.43,-302.65
169.4,2.19,12.68,13.04,136.16,-302.67
169.45,2.19,12.98,13.02,136,-303.4
169.5,2.18,13.34,12.61,135.92,-304.48
169.55,2.17,13.71,12.13,135.91,-305.68
169.6,2.15,14.08,11.75,135.94,-307.05
169.65,2.15,14.34,11.58,135.99,-308.85
169.7,2.15,14.43,11.46,136.05,-311.27
169.75,2.16,14.35,11.61,136.11,-314.05
169.8,2.17,14.16,12.22,136.18,-316.68
169.85,2.18,13.93,13.37,136.17,-318.48
169.9,2.18,13.69,14.32,136.13,-318.94
169.95,2.19,13.45,15.54,136.08,-318.15
170,2.19,13.25,16.57,136.06,-316.59
170.05,2.22,13.09,17.62,136.05,-315.22
170.1,2.24,12.98,18.84,136.04,-314.44
170.15,2.26,12.93,19.69,136.08,-314.37
170.2,2.26,12.98,20.51,136.13,-314.66
170.25,2.26,13.14,20.64,136.15,-315.25
170.3,2.25,13.37,20.43,136.12,-316.16
170.35,2.25,13.65,20.01,136.07,-317.61
170.4,2.25,13.93,19.09,136.06,-319.61
170.45,2.26,14.13,18.22,136.09,-322.06
170.5,2.26,14.15,16.86,136.14,-324.66
170.55,2.26,13.97,15.82,136.24,-327.04
170.6,2.26,13.68,14.74,136.36,-328.75
170.65,2.25,13.38,13.71,136.49,-329.32
170.7,2.25,13.2,12.69,136.63,-328.37
170.75,2.25,13.2,11.88,136.78,-325.95
170.8,2.25,13.36,12.11,136.97,-322.45
170.85,2.25,13.63,12.6,137.12,-318.8
170.9,2.26,13.9,13.94,137.28,-315.76
170.95,2.26,14.08,15.11,137.38,-313.98
171,2.27,14.12,16.41,137.48,-313.38
171.05,2.27,14.05,16.9,137.52,-313.73
171.1,2.28,13.86,17.06,137.55,-314.65
171.15,2.28,13.62,17.19,137.61,-316.07
171.2,2.28,13.39,17.45,137.67,-317.82
171.25,2.28,13.21,17.53,137.74,-319.49
171.3,2.28,13.12,17.2,137.77,-320.47
171.35,2.28,13.13,16.75,137.79,-320.32
171.4,2.28,13.24,15.79,137.8,-319.22
171.45,2.28,13.42,14.71,137.8,-317.81
171.5,2.28,13.62,13.5,137.81,-316.72
171.55,2.27,13.83,12.84,137.85,-316.11
171.6,2.26,14.04,12.47,137.99,-315.76
171.65,2.26,14.26,12.46,138.25,-315.27
171.7,2.25,14.47,12.59,138.6,-314.49
171.75,2.25,14.65,13.21,138.99,-313.32
171.8,2.25,14.72,14.56,139.36,-311.83
171.85,2.25,14.65,16.15,139.68,-310.04
171.9,2.25,14.38,18.54,140,-308.21
171.95,2.25,14,21.34,140.35,-306.73
172,2.26,13.58,24.38,140.75,-306.11
172.05,2.26,13.23,26.54,141.13,-306.69
172.1,2.27,12.98,27.98,141.5,-308.34
172.15,2.29,12.84,29.31,141.87,-310.66
172.2,2.3,12.74,30.46,142.38,-312.97
172.25,2.32,12.65,30.95,143,-314.75
172.3,2.34,12.53,30.68,143.62,-315.9
172.35,2.35,12.38,29.53,144.09,-316.75
172.4,2.37,12.14,28.24,144.36,-317.8
172.45,2.38,11.82,26.35,144.68,-319.12
172.5,2.4,11.49,24.32,145.38,-320.25
172.55,2.42,11.21,22.14,146.69,-320.63
172.6,2.43,11.06,20.89,148.29,-320.06
172.65,2.44,10.97,19.61,149.81,-318.87
172.7,2.45,10.92,18.7,150.87,-317.46
172.75,2.45,10.85,17.66,151.61,-316.07
172.8,2.45,10.79,17.67,152.06,-314.76
172.85,2.45,10.73,17.47,152.39,-313.74
172.9,2.44,10.71,17.43,152.63,-313.41
172.95,2.44,10.73,17.78,152.88,-314.07
173,2.43,10.81,18.84,153.15,-315.75
173.05,2.43,10.91,20.12,153.44,-318.12
173.1,2.43,11.03,20.59,153.68,-320.8
173.15,2.42,11.1,20.54,153.87,-323.4
173.2,2.41,11.11,21.03,154.01,-325.71
173.25,2.41,11.08,21.91,154.11,-327.43
173.3,2.4,11.04,22.79,154.21,-328.21
173.35,2.4,11.01,22.74,154.29,-327.86
173.4,2.4,10.98,22.51,154.38,-326.6
173.45,2.4,10.98,22.45,154.41,-324.89
173.5,2.4,11.02,21.99,154.48,-323.2
173.55,2.4,11.09,21.49,154.54,-321.59
173.6,2.41,11.2,20.3,154.61,-319.96
173.65,2.41,11.29,19.76,154.64,-318.29
173.7,2.42,11.36,19.21,154.66,-316.86
173.75,2.42,11.37,18.79,154.67,-316.13
173.8,2.42,11.34,17.8,154.67,-316.53
173.85,2.42,11.28,16.92,154.68,-318.18
173.9,2.42,11.22,16.34,154.68,-320.84
173.95,2.42,11.14,16.65,154.68,-324.01
174,2.41,11.06,17.2,154.68,-327.11
174.05,2.4,10.98,17.97,154.68,-329.69
174.1,2.39,10.92,18.83,154.68,-331.52
174.15,2.37,10.87,19.96,154.64,-332.69
174.2,2.35,10.83,21.16,154.58,-333.45
174.25,2.33,10.8,22.42,154.52,-334.03
174.3,2.32,10.78,24.32,154.5,-334.36
174.35,2.31,10.76,26.35,154.43,-334.2
174.4,2.3,10.75,28.33,154.33,-333.37
174.45,2.29,10.75,29.34,154.11,-331.93
174.5,2.28,10.77,29.73,153.7,-330.21
174.55,2.27,10.79,29.61,152.95,-328.5
174.6,2.27,10.84,29.07,152.05,-327.05
174.65,2.27,10.92,28.14,151.14,-325.99
174.7,2.27,11.03,27.04,150.47,-325.35
174.75,2.28,11.14,25.64,149.93,-325.12
174.8,2.27,11.28,24.14,149.51,-325.23
174.85,2.27,11.41,21.75,149.14,-325.68
174.9,2.26,11.52,19.58,148.72,-326.42
174.95,2.25,11.6,17.67,148.07,-327.35
175,2.26,11.65,16.25,147.15,-328.18
175.05,2.27,11.65,14.98,146.08,-328.61
175.1,2.28,11.62,13.85,145.24,-328.5
175.15,2.29,11.54,12.77,144.81,-327.96
175.2,2.29,11.46,12.12,144.78,-327.44
175.25,2.28,11.41,11.78,144.78,-327.33
175.3,2.29,11.43,12.18,144.32,-327.89
175.35,2.29,11.5,12.79,143.26,-328.81
175.4,2.3,11.58,13.59,141.98,-329.37
175.45,2.31,11.66,14.28,140.8,-328.75
175.5,2.32,11.74,14.57,139.86,-326.46
175.55,2.32,11.8,14.77,139.08,-322.76
175.6,2.31,11.85,15.07,138.43,-318.51
175.65,2.31,11.89,15.57,137.96,-314.8
175.7,2.31,11.91,16.13,137.56,-312.45
175.75,2.32,11.91,16.94,137.26,-311.74
175.8,2.31,11.87,17.41,136.98,-312.38
175.85,2.31,11.81,17.27,136.78,-313.74
175.9,2.31,11.72,16.54,136.68,-315.18
175.95,2.31,11.62,15.56,136.67,-316.36
176,2.31,11.54,14.62,136.73,-317.24
176.05,2.31,11.48,13.64,136.79,-318.08
176.1,2.3,11.42,13.25,136.9,-319.19
176.15,2.3,11.38,13.78,136.98,-320.83
176.2,2.3,11.35,14.61,137.02,-322.8
176.25,2.3,11.33,15.28,137,-324.68
176.3,2.3,11.3,15.58,136.95,-325.79
176.35,2.31,11.28,15.57,136.99,-325.9
176.4,2.31,11.28,15.43,136.98,-325.02
176.45,2.31,11.29,15.2,136.95,-323.71
176.5,2.31,11.34,15.33,136.8,-322.51
176.55,2.31,11.41,15.51,136.68,-321.8
176.6,2.31,11.48,15.97,136.58,-321.53
176.65,2.32,11.53,15.69,136.53,-321.17
176.7,2.33,11.53,15.33,136.5,-320.17
176.75,2.33,11.48,14.01,136.49,-318.36
176.8,2.33,11.45,12.87,136.48,-316.35
176.85,2.33,11.46,11.17,136.43,-314.93
176.9,2.32,11.54,10.01,136.38,-314.63
176.95,2.31,11.64,9.04,136.31,-315.11
177,2.3,11.75,9.01,136.29,-315.73
177.05,2.29,11.81,9.21,136.27,-315.86
177.1,2.27,11.81,9.44,136.08,-315.38
177.15,2.26,11.8,9.93,135.73,-314.39
177.2,2.25,11.83,10.68,135.23,-313.19
177.25,2.24,11.93,11.72,134.79,-312.09
177.3,2.23,12.13,12.68,134.42,-311.51
177.35,2.22,12.4,13.48,134.17,-311.55
177.4,2.22,12.72,14.23,134,-312.09
177.45,2.22,13.01,14.54,133.88,-312.81
177.5,2.22,13.21,14.56,133.77,-313.67
177.55,2.21,13.33,14.42,133.64,-314.8
177.6,2.21,13.37,14.2,133.5,-316.28
177.65,2.22,13.39,13.92,133.36,-317.81
177.7,2.23,13.37,13.02,133.26,-318.87
177.75,2.23,13.36,11.99,133.21,-319.01
177.8,2.24,13.36,11,133.18,-318.17
177.85,2.25,13.41,10.2,133.12,-316.72
177.9,2.26,13.45,9.64,133.06,-315.31
177.95,2.26,13.51,9.17,132.99,-314.32
178,2.26,13.52,9.36,132.96,-313.7
178.05,2.26,13.48,9.51,132.94,-313.09
178.1,2.25,13.39,9.77,132.89,-312.33
178.15,2.26,13.29,9.66,132.83,-311.69
178.2,2.26,13.2,9.49,132.76,-311.59
178.25,2.26,13.13,9.63,132.74,-312.36
178.3,2.25,13.06,10.02,132.72,-314.03
178.35,2.24,13,10.33,132.71,-316.53
178.4,2.23,12.94,10.67,132.71,-319.61
178.45,2.21,12.9,11,132.7,-323.06
178.5,2.21,12.87,11.33,132.7,-326.43
178.55,2.22,12.86,11.07,132.7,-329.26
178.6,2.22,12.84,10.68,132.7,-330.97
178.65,2.23,12.83,10.55,132.74,-331.21
178.7,2.23,12.82,10.65,132.8,-329.81
178.75,2.24,12.82,10.84,132.9,-326.91
178.8,2.24,12.84,10.9,133.03,-322.94
178.85,2.25,12.86,10.55,133.25,-318.47
178.9,2.26,12.9,9.89,133.54,-314.19
178.95,2.28,12.93,9.09,133.87,-310.65
179,2.31,13,8,134.17,-307.92
179.05,2.34,13.08,7.22,134.43,-305.86
179.1,2.36,13.19,6.44,134.63,-304.15
179.15,2.37,13.3,6.53,134.76,-302.96
179.2,2.39,13.42,6.8,134.87,-302.68
179.25,2.42,13.54,7.47,135.06,-303.78
179.3,2.44,13.72,8.05,135.25,-306.25
179.35,2.46,13.97,8.5,135.46,-309.57
179.4,2.48,14.34,8.51,135.58,-313.05
179.45,2.5,14.78,8.4,135.74,-316.11
179.5,2.5,15.29,8.18,135.84,-318.41
179.55,2.49,15.84,8.12,136.02,-319.8
179.6,2.47,16.46,8.06,136.48,-320.29
179.65,2.46,17.29,7.84,137.36,-320.1
179.7,2.45,18.39,7.78,138.65,-319.38
179.75,2.43,19.77,7.72,139.84,-318.4
179.8,2.4,21.32,7.9,140.73,-317.49
179.85,2.38,22.72,7.93,141.19,-317.32
179.9,2.36,23.69,7.97,141.47,-318.37
179.95,2.34,23.97,8.18,141.61,-320.58
180,2.32,23.68,9.03,141.7,-323.15
180.05,2.31,23.06,10.24,141.7,-324.83
180.1,2.29,22.3,11.45,141.63,-324.78
180.15,2.29,21.54,12.14,141.48,-322.87
180.2,2.28,20.7,12.92,141.3,-319.95
180.25,2.27,19.75,13.61,141.06,-317.26
180.3,2.27,18.76,13.91,140.62,-315.89
180.35,2.26,17.8,13.5,139.82,-316.13
180.4,2.26,16.98,12.68,138.46,-317.55
