Depth,Dense,Res,Ng,Cal,SP
278.55,2.32,15.14,7.08,114.4,-374.82
278.6,2.32,14.98,7.05,114.38,-376.77
278.65,2.32,14.79,7.42,114.41,-378.56
278.7,2.32,14.62,7.89,114.5,-379.4
278.75,2.32,14.47,8.26,114.7,-378.97
278.8,2.32,14.37,8.23,115.16,-377.32
278.85,2.31,14.31,7.7,115.91,-374.87
278.9,2.3,14.28,7.19,116.78,-371.9
278.95,2.3,14.3,6.78,117.5,-369.13
279,2.3,14.35,6.79,117.99,-367.49
279.05,2.3,14.44,7.51,118.28,-368
279.1,2.3,14.56,8.26,118.53,-370.72
279.15,2.29,14.7,9.36,118.68,-374.71
279.2,2.28,14.86,9.92,118.81,-378.27
279.25,2.27,15.02,10.46,118.77,-379.89
279.3,2.25,15.18,10.68,118.66,-378.97
279.35,2.25,15.3,11.03,118.27,-376
279.4,2.25,15.4,11.74,117.73,-372.28
279.45,2.25,15.49,12.55,117.14,-369.22
279.5,2.25,15.56,12.86,116.83,-367.9
279.55,2.26,15.6,12.08,116.82,-368.28
279.6,2.27,15.62,11.39,116.94,-369.77
279.65,2.28,15.62,10.89,116.91,-371.41
279.7,2.29,15.6,10.86,116.75,-372.74
279.75,2.3,15.61,10.75,116.63,-373.48
279.8,2.31,15.65,10.72,116.66,-373.61
279.85,2.31,15.72,10.89,116.78,-373.13
279.9,2.3,15.8,10.52,116.76,-372.2
279.95,2.3,15.87,10.08,116.56,-370.82
280,2.3,15.91,9.92,116.12,-368.88
280.05,2.29,15.92,10.2,115.59,-366.16
280.1,2.28,15.89,11.03,115.08,-362.78
280.15,2.27,15.85,11.45,114.79,-359.25
280.2,2.27,15.79,11.69,114.63,-356.39
280.25,2.27,15.75,11.43,114.63,-354.99
280.3,2.27,15.75,11.22,114.64,-355.61
280.35,2.28,15.75,11.13,114.64,-358.26
280.4,2.29,15.77,11.87,114.55,-362.4
280.45,2.3,15.78,13.2,114.45,-366.96
280.5,2.3,15.78,14.81,114.36,-370.8
280.55,2.31,15.73,15.6,114.37,-373.02
280.6,2.31,15.63,15.48,114.44,-373.33
280.65,2.31,15.43,15.02,114.64,-372.12
280.7,2.32,15.16,14.5,114.96,-370.4
280.75,2.32,14.77,14.3,115.37,-369.32
280.8,2.32,14.36,13.96,115.74,-369.82
280.85,2.32,13.96,13.65,115.94,-371.97
280.9,2.31,13.63,13.32,115.97,-375.42
280.95,2.31,13.35,13.2,115.79,-379.17
281,2.31,13.14,13.1,115.49,-382.32
281.05,2.31,12.99,12.86,115.13,-383.94
281.1,2.31,12.91,12.79,114.87,-383.6
281.15,2.31,12.86,13.13,114.7,-381.48
281.2,2.31,12.83,13.99,114.61,-378.3
281.25,2.32,12.85,14.82,114.56,-375.02
281.3,2.33,12.9,15.76,114.54,-372.28
281.35,2.33,12.98,16.92,114.52,-370.44
281.4,2.34,13.08,18.34,114.51,-369.43
281.45,2.33,13.19,19.45,114.55,-369.24
281.5,2.33,13.3,19.76,114.6,-369.95
281.55,2.33,13.39,19.04,114.66,-371.82
281.6,2.33,13.46,18.16,114.68,-374.95
281.65,2.32,13.54,17.44,114.75,-379.01
281.7,2.32,13.64,17.32,114.81,-383.34
281.75,2.31,13.78,16.75,114.87,-387.11
281.8,2.29,13.97,16.01,114.9,-389.76
281.85,2.28,14.2,15.15,114.92,-391.08
281.9,2.27,14.45,14.63,114.97,-391.4
281.95,2.27,14.73,14.16,115.07,-391.27
282,2.26,15.03,13.56,115.24,-391.22
282.05,2.26,15.37,13.14,115.38,-391.28
282.1,2.26,15.72,12.94,115.49,-391.15
282.15,2.26,16.03,12.62,115.54,-390.47
282.2,2.26,16.27,11.71,115.62,-389.35
282.25,2.27,16.47,10.87,115.69,-388.11
282.3,2.28,16.6,10.32,115.8,-386.89
282.35,2.28,16.7,10.04,115.93,-385.33
282.4,2.29,16.77,9.27,116.15,-382.83
282.45,2.3,16.82,8.46,116.4,-379.33
282.5,2.3,16.82,8.35,116.59,-375.38
282.55,2.3,16.74,8.76,116.58,-372.15
282.6,2.31,16.59,9.82,116.4,-370.55
282.65,2.3,16.42,10.32,116.09,-370.8
282.7,2.3,16.24,10.83,115.86,-372.28
282.75,2.29,16.06,10.83,115.76,-374.17
282.8,2.29,15.85,10.73,115.78,-375.95
282.85,2.29,15.66,10.71,115.89,-377.45
282.9,2.29,15.48,10.89,116.1,-378.49
282.95,2.29,15.33,11.32,116.43,-378.71
283,2.28,15.21,11.44,116.71,-377.84
283.05,2.28,15.12,10.95,116.84,-376.04
283.1,2.27,15.04,9.88,116.78,-373.95
283.15,2.27,14.97,9.17,116.53,-372.33
283.2,2.27,14.94,8.81,116.16,-371.72
283.25,2.26,14.96,9.2,115.64,-372.04
283.3,2.26,15.03,9.4,115.15,-372.72
283.35,2.26,15.1,9.32,114.76,-373.2
283.4,2.26,15.21,8.94,114.54,-373.34
283.45,2.26,15.34,8.25,114.42,-373.59
283.5,2.26,15.45,7.84,114.49,-374.39
283.55,2.27,15.5,7.02,114.84,-375.79
283.6,2.27,15.42,6.37,115.41,-377.27
283.65,2.28,15.24,5.48,116.03,-378.18
283.7,2.29,15,4.77,116.54,-378.14
283.75,2.29,14.76,4.45,116.94,-377.45
283.8,2.29,14.59,4.64,117.21,-376.81
283.85,2.29,14.46,5.22,117.39,-376.94
283.9,2.29,14.38,5.97,117.48,-377.96
283.95,2.28,14.3,6.84,117.53,-379.6
284,2.28,14.23,7.76,117.56,-381.53
284.05,2.28,14.17,8.32,117.58,-383.64
284.1,2.28,14.11,9.42,117.59,-385.94
284.15,2.27,14.05,11.15,117.64,-388.15
284.2,2.27,13.98,13.51,117.7,-389.88
284.25,2.26,13.95,15.33,117.77,-390.71
284.3,2.26,13.95,16.57,117.84,-390.47
284.35,2.25,14.02,16.98,117.91,-388.96
284.4,2.25,14.15,17.11,117.98,-386.26
284.45,2.26,14.32,17.02,118.01,-382.56
284.5,2.26,14.56,17.23,118.03,-378.81
284.55,2.27,14.84,17.65,118.08,-375.95
284.6,2.27,15.13,18.18,118.14,-375.06
284.65,2.27,15.4,18.17,118.25,-376.19
284.7,2.27,15.59,17.87,118.37,-378.85
284.75,2.28,15.68,17.21,118.51,-381.77
284.8,2.27,15.66,16.62,118.56,-384.05
284.85,2.27,15.54,15.96,118.51,-385.21
284.9,2.26,15.39,15.92,118.42,-385.57
284.95,2.26,15.22,15.98,118.39,-385.56
285,2.26,15.05,15.78,118.46,-385.27
285.05,2.25,14.87,15.15,118.69,-384.26
285.1,2.25,14.7,14.79,118.88,-382.03
285.15,2.25,14.54,14.79,118.88,-378.77
285.2,2.25,14.39,14.91,118.6,-375.54
285.25,2.25,14.28,14.74,118.28,-373.63
285.3,2.26,14.2,14.53,118.08,-373.73
285.35,2.27,14.15,14.25,117.97,-375.32
285.4,2.28,14.14,13.76,117.95,-377.32
285.45,2.29,14.15,13.2,117.97,-378.63
285.5,2.3,14.17,12.79,118.01,-378.74
285.55,2.31,14.21,13,117.98,-377.86
285.6,2.31,14.28,12.96,117.9,-376.63
285.65,2.3,14.35,12.79,117.74,-375.84
285.7,2.31,14.47,12.35,117.56,-375.7
285.75,2.31,14.61,12.23,117.35,-375.92
285.8,2.31,14.77,11.92,117.19,-376.02
285.85,2.31,14.9,11.63,117.07,-376.02
285.9,2.3,14.97,11.11,116.97,-376.27
285.95,2.3,14.97,10.75,116.89,-377.14
286,2.3,14.91,9.97,116.8,-378.37
286.05,2.3,14.81,9.34,116.81,-379.53
286.1,2.3,14.68,8.66,116.8,-380.02
286.15,2.3,14.54,8.6,116.8,-379.68
286.2,2.29,14.42,8.65,116.8,-378.41
286.25,2.29,14.33,8.85,116.84,-376.43
286.3,2.29,14.26,9.3,116.89,-374.11
286.35,2.3,14.22,10.03,116.95,-372.23
286.4,2.3,14.2,10.67,116.98,-371.46
286.45,2.3,14.19,11.34,116.95,-372.24
286.5,2.3,14.17,11.8,116.86,-374.07
286.55,2.3,14.14,13.03,116.79,-376
286.6,2.3,14.11,14.17,116.76,-377.04
286.65,2.3,14.09,15.64,116.74,-377.13
286.7,2.3,14.06,16.56,116.73,-376.77
286.75,2.3,13.99,17.44,116.73,-376.72
286.8,2.29,13.9,17.4,116.68,-377.04
286.85,2.29,13.79,16.77,116.58,-377.54
286.9,2.28,13.71,15.63,116.46,-377.81
286.95,2.28,13.67,15.28,116.37,-377.8
287,2.29,13.65,15.38,116.33,-377.43
287.05,2.29,13.63,15.53,116.3,-376.75
287.1,2.3,13.59,15.18,116.29,-375.64
287.15,2.3,13.57,14.74,116.32,-374.13
287.2,2.31,13.54,13.99,116.37,-372.25
287.25,2.32,13.54,13.15,116.43,-370.39
287.3,2.33,13.53,12.23,116.46,-369.07
287.35,2.34,13.52,11.67,116.47,-368.96
287.4,2.34,13.49,11.58,116.48,-370.26
287.45,2.34,13.44,11.65,116.48,-372.62
287.5,2.33,13.36,11.85,116.49,-375.37
287.55,2.33,13.24,11.7,116.49,-378.12
287.6,2.33,13.06,11.31,116.49,-381.02
287.65,2.32,12.89,10.8,116.49,-384.17
287.7,2.32,12.75,10.62,116.49,-387.41
287.75,2.31,12.66,10.69,116.49,-390.26
287.8,2.31,12.6,10.46,116.49,-392.44
287.85,2.3,12.58,10.03,116.49,-394
287.9,2.29,12.57,9.5,116.54,-395.08
287.95,2.29,12.6,9.51,116.64,-395.76
288,2.29,12.63,9.6,116.84,-395.95
288.05,2.28,12.69,9.62,117.17,-395.72
288.1,2.28,12.74,9.44,117.63,-395.19
288.15,2.28,12.77,9.21,118.05,-394.57
288.2,2.28,12.8,9.13,118.28,-393.89
288.25,2.28,12.83,9.07,118.23,-393.01
288.3,2.28,12.88,9.44,118.04,-391.52
288.35,2.29,12.94,9.9,117.82,-389.17
288.4,2.29,13.02,10.47,117.6,-385.98
288.45,2.3,13.11,10.67,117.42,-382.45
288.5,2.31,13.15,10.83,117.34,-379.03
288.55,2.31,13.17,10.9,117.34,-376.03
288.6,2.31,13.17,11.55,117.36,-373.42
288.65,2.31,13.18,12.49,117.37,-371.14
288.7,2.31,13.18,13.41,117.38,-369.02
288.75,2.31,13.17,13.78,117.38,-367.14
288.8,2.3,13.13,13.64,117.38,-365.91
288.85,2.29,13.09,13.08,117.38,-366.09
288.9,2.28,13.03,12.14,117.38,-368.26
288.95,2.27,12.98,11.25,117.38,-372.27
289,2.26,12.96,10.48,117.38,-377.32
289.05,2.25,12.98,9.75,117.38,-382.28
289.1,2.24,13.02,8.44,117.38,-386.53
289.15,2.24,13.05,7.24,117.38,-389.79
289.2,2.24,13.05,6.14,117.38,-392.06
289.25,2.24,13.07,5.88,117.38,-393.19
289.3,2.24,13.1,5.8,117.38,-393.25
289.35,2.25,13.14,6.34,117.34,-392.62
289.4,2.26,13.18,6.83,117.28,-391.99
289.45,2.27,13.18,7.83,117.18,-391.89
289.5,2.28,13.15,8.53,117.14,-392.3
289.55,2.29,13.04,9.27,117.12,-392.81
289.6,2.3,12.9,9.56,117.15,-392.86
289.65,2.3,12.77,9.77,117.11,-392.35
289.7,2.3,12.72,9.47,117.02,-391.6
289.75,2.3,12.73,9.05,116.85,-391.27
289.8,2.3,12.79,8.5,116.67,-391.79
289.85,2.29,12.87,8.51,116.47,-393.13
289.9,2.29,12.98,8.8,116.3,-394.78
289.95,2.29,13.09,9.46,116.18,-396.27
290,2.29,13.23,10.05,116.08,-397.34
290.05,2.29,13.42,10.7,116,-398.24
290.1,2.31,13.61,11.75,115.91,-399.28
290.15,2.32,13.8,13.69,115.88,-400.49
290.2,2.34,13.95,15.69,115.86,-401.33
290.25,2.35,14.09,17.48,115.85,-400.96
290.3,2.37,14.25,18.63,115.84,-399.06
290.35,2.39,14.5,19.82,115.92,-395.85
290.4,2.4,14.88,20.49,116.16,-392.11
290.45,2.41,15.43,20.86,116.71,-388.29
290.5,2.41,16.12,20.47,117.67,-384.65
290.55,2.39,16.84,19.87,118.86,-381.09
290.6,2.37,17.34,18.67,119.87,-377.68
290.65,2.35,17.45,17.71,120.44,-374.64
290.7,2.33,17.29,16.48,120.67,-372.41
290.75,2.32,17.06,15.84,120.78,-371.28
290.8,2.32,16.89,14.86,120.85,-371.25
290.85,2.31,16.72,14.34,120.71,-372.06
290.9,2.31,16.54,13.84,120.25,-373.56
290.95,2.31,16.39,13.84,119.6,-375.62
291,2.31,16.31,14.34,119.06,-378.21
291.05,2.32,16.34,14.84,118.83,-381.13
291.1,2.32,16.4,15.43,118.72,-384.15
291.15,2.31,16.49,15.65,118.51,-386.87
291.2,2.31,16.58,15.62,118.14,-388.97
291.25,2.3,16.71,15.45,117.72,-390.29
291.3,2.29,16.83,15.21,117.38,-390.99
291.35,2.29,16.87,15.33,117.14,-391.53
291.4,2.28,16.69,14.91,116.98,-392.26
291.45,2.28,16.29,14.25,117.03,-393.17
291.5,2.27,15.84,13.23,117.28,-393.66
291.55,2.27,15.47,12.3,117.29,-393.23
291.6,2.26,15.28,11.51,116.85,-391.85
291.65,2.25,15.21,10.56,116.06,-389.92
291.7,2.25,15.22,10.21,115.41,-387.8
291.75,2.25,15.26,9.96,115,-385.49
291.8,2.25,15.29,9.63,114.78,-383.03
291.85,2.25,15.31,8.92,114.66,-380.56
291.9,2.25,15.37,8.11,114.59,-378.37
291.95,2.25,15.43,7.81,114.55,-376.67
292,2.26,15.51,7.58,114.53,-375.6
292.05,2.26,15.6,7.48,114.6,-375.22
292.1,2.27,15.71,7.21,114.79,-375.46
292.15,2.27,15.84,7.14,115.15,-376.12
292.2,2.28,15.97,7.27,115.66,-377.01
292.25,2.28,16.12,7.08,116.24,-378.01
292.3,2.28,16.24,7.27,116.76,-378.99
292.35,2.28,16.31,7.27,117.12,-379.6
292.4,2.28,16.3,8.11,117.34,-379.45
292.45,2.27,16.21,8.68,117.45,-378.14
292.5,2.27,16.06,9.36,117.47,-375.7
292.55,2.27,15.92,9.61,117.41,-372.28
292.6,2.27,15.81,10.19,117.23,-368.47
292.65,2.26,15.74,10.76,116.91,-365.01
292.7,2.26,15.72,11.19,116.51,-362.88
292.75,2.26,15.71,11.19,116.14,-362.64
292.8,2.27,15.7,11.48,115.9,-364.1
292.85,2.27,15.69,11.93,115.77,-366.36
292.9,2.28,15.71,12.08,115.7,-368.41
292.95,2.28,15.79,11.8,115.61,-369.81
293,2.28,15.96,11.38,115.54,-370.6
293.05,2.29,16.15,11.64,115.41,-371.32
293.1,2.3,16.28,11.6,115.33,-372.53
293.15,2.31,16.32,11.85,115.2,-374.82
293.2,2.31,16.31,11.69,115.11,-378.26
293.25,2.31,16.3,12.31,115.03,-382.58
293.3,2.32,16.27,12.6,114.99,-387.04
293.35,2.31,16.24,13.38,115.01,-391.02
293.4,2.31,16.18,13.8,115.05,-393.9
293.45,2.31,16.09,14.24,115.11,-395.41
293.5,2.3,15.93,14.61,115.13,-395.44
293.55,2.29,15.74,14.97,115.14,-394.18
293.6,2.29,15.49,15.52,115.15,-392.02
293.65,2.28,15.24,15.7,115.16,-389.61
293.7,2.28,14.99,15.64,115.16,-387.69
293.75,2.27,14.78,15.07,115.11,-386.94
293.8,2.27,14.6,14.34,115.06,-387.64
293.85,2.26,14.46,13.48,115,-389.51
293.9,2.26,14.35,12.37,114.98,-391.82
293.95,2.27,14.27,11.77,115,-393.7
294,2.27,14.21,11.43,115.05,-394.61
294.05,2.28,14.18,11.44,115.11,-394.11
294.1,2.29,14.17,10.77,115.13,-392.35
294.15,2.29,14.16,10.04,115.14,-389.59
294.2,2.29,14.16,9.56,115.15,-386.64
294.25,2.3,14.16,9.52,115.16,-383.96
294.3,2.31,14.21,9.42,115.16,-381.98
294.35,2.31,14.32,9.39,115.16,-380.58
294.4,2.31,14.52,9.16,115.16,-379.98
294.45,2.31,14.77,9.31,115.16,-380.19
294.5,2.3,15.04,9.09,115.16,-381.36
294.55,2.29,15.27,9.08,115.16,-383.24
294.6,2.28,15.44,8.84,115.16,-385.68
294.65,2.28,15.52,8.78,115.16,-388.26
294.7,2.27,15.49,8.52,115.16,-390.28
294.75,2.27,15.39,8.26,115.16,-391.04
294.8,2.27,15.27,8.16,115.16,-390.12
294.85,2.28,15.13,8.68,115.16,-388.06
294.9,2.28,15.01,9.57,115.16,-385.62
294.95,2.29,14.85,11.05,115.16,-383.91
295,2.3,14.67,12.12,115.2,-383.25
295.05,2.3,14.4,13.64,115.3,-383.51
295.1,2.31,14.1,14.55,115.47,-383.86
295.15,2.33,13.8,16.24,115.65,-383.6
295.2,2.34,13.55,17.36,115.85,-382.33
295.25,2.34,13.34,19.12,116.06,-380.42
295.3,2.33,13.15,20.5,116.41,-378.4
295.35,2.32,12.93,21.72,116.92,-376.87
295.4,2.31,12.7,22.44,117.67,-375.96
295.45,2.3,12.49,23.03,118.41,-375.56
295.5,2.3,12.35,23.7,119.07,-375.64
295.55,2.3,12.26,23.95,119.39,-376.39
295.6,2.29,12.22,23.73,119.45,-378.19
295.65,2.29,12.25,23.34,119.4,-380.99
295.7,2.28,12.33,23.21,119.58,-384.57
295.75,2.28,12.41,22.91,120,-388.51
295.8,2.28,12.47,22.22,120.48,-392.55
295.85,2.29,12.49,21.43,120.75,-396.42
295.9,2.29,12.47,20.93,120.76,-399.82
295.95,2.3,12.43,20.47,120.64,-402.42
296,2.3,12.41,20.28,120.49,-403.9
296.05,2.31,12.44,19.95,120.43,-404.16
296.1,2.32,12.51,20.45,120.39,-403.35
296.15,2.34,12.62,21.08,120.33,-401.73
296.2,2.35,12.72,21.31,120.13,-399.63
296.25,2.35,12.8,20.88,119.9,-397.3
296.3,2.36,12.89,20.04,119.54,-395.1
296.35,2.36,12.97,19.78,119.03,-393.32
296.4,2.36,13.06,19.36,118.32,-392.25
296.45,2.35,13.15,19.03,117.63,-391.96
296.5,2.35,13.25,18.48,117.18,-392.33
296.55,2.34,13.34,17.7,116.95,-392.97
296.6,2.33,13.41,16.84,116.99,-393.36
296.65,2.31,13.45,15.91,117.31,-393.17
296.7,2.3,13.48,15.35,117.73,-392.57
296.75,2.29,13.55,15.45,117.92,-392.07
296.8,2.29,13.71,15.96,117.74,-392.07
296.85,2.28,13.96,16.88,117.38,-392.58
296.9,2.28,14.19,17.37,117.14,-393.41
296.95,2.28,14.31,17.85,117.03,-394.33
297,2.28,14.28,18.64,117.04,-395.19
297.05,2.28,14.19,19.3,117.07,-395.73
297.1,2.28,14.09,19.79,117.12,-395.64
297.15,2.28,14.07,19.22,117.13,-394.66
297.2,2.28,14.05,18.6,117.19,-392.81
297.25,2.28,14.05,17.56,117.29,-390.49
297.3,2.28,14.07,17.03,117.41,-388.37
297.35,2.28,14.15,16.72,117.5,-386.95
297.4,2.29,14.25,16.35,117.54,-386.39
297.45,2.29,14.37,16.41,117.57,-386.36
297.5,2.29,14.47,16.35,117.58,-386.63
297.55,2.29,14.52,16.75,117.59,-386.97
297.6,2.3,14.49,17.82,117.59,-387.31
297.65,2.31,14.43,19.72,117.6,-387.32
297.7,2.32,14.35,21.91,117.6,-386.8
297.75,2.33,14.32,23.53,117.65,-385.71
297.8,2.34,14.37,24.29,117.75,-384.22
297.85,2.35,14.48,24.76,117.91,-382.42
297.9,2.35,14.66,24.81,118.05,-380.39
297.95,2.35,14.84,24.91,118.24,-378.5
298,2.35,15.05,24.34,118.53,-377.16
298.05,2.35,15.28,23.45,119.03,-376.56
298.1,2.35,15.61,21.76,119.54,-376.28
298.15,2.34,16.04,20.44,119.96,-376.04
298.2,2.34,16.58,18.84,120.2,-375.91
298.25,2.34,17.11,17.86,120.37,-376.59
298.3,2.33,17.59,16.94,120.54,-378.53
298.35,2.33,17.9,16.36,120.7,-381.73
298.4,2.34,18.08,15.86,120.85,-385.55
298.45,2.34,18.08,15.64,121.05,-389.04
298.5,2.34,17.89,16.1,121.3,-391.29
298.55,2.35,17.43,16.75,121.25,-391.65
298.6,2.35,16.8,17.57,120.8,-390.12
298.65,2.35,16.18,18.26,120.13,-387.28
298.7,2.36,15.73,19.37,119.59,-384.23
298.75,2.35,15.48,20.33,119.35,-381.79
298.8,2.35,15.41,21.14,119.24,-380.26
298.85,2.33,15.45,21.49,119.26,-379.34
298.9,2.32,15.59,21.33,119.2,-378.53
298.95,2.31,15.85,20.76,119.05,-377.51
299,2.3,16.2,20.02,118.7,-376.45
299.05,2.3,16.53,19.36,118.34,-376.03
299.1,2.29,16.65,18.68,117.93,-377.04
299.15,2.28,16.46,18.01,117.46,-379.71
299.2,2.26,16.03,17.14,116.93,-383.7
299.25,2.25,15.57,15.63,116.42,-387.93
299.3,2.25,15.18,13.95,116.08,-390.97
299.35,2.25,14.92,12.72,115.87,-391.36
299.4,2.25,14.76,12.33,115.76,-388.64
299.45,2.25,14.66,12.41,115.64,-383.75
299.5,2.26,14.59,13.15,115.51,-378.95
299.55,2.26,14.57,14.31,115.37,-376.28
299.6,2.27,14.57,15.49,115.27,-376.57
299.65,2.28,14.59,15.96,115.23,-379.08
299.7,2.29,14.61,16.29,115.2,-382.41
299.75,2.31,14.65,16.85,115.18,-385.48
299.8,2.31,14.7,17.63,115.17,-388.01
299.85,2.32,14.76,18.5,115.21,-390.12
299.9,2.33,14.83,19.03,115.26,-391.92
299.95,2.32,14.9,20.3,115.41,-393.3
300,2.32,14.96,21.47,115.68,-394.25
300.05,2.32,15.02,23.55,116.11,-394.97
300.1,2.33,15.08,26,116.56,-395.8
300.15,2.33,15.13,30.31,116.79,-396.91
300.2,2.32,15.17,34.26,116.74,-398.06
300.25,2.31,15.19,38.92,116.51,-398.85
300.3,2.29,15.2,43.04,116.33,-398.77
300.35,2.28,15.23,47.59,116.24,-397.62
300.4,2.27,15.29,51.13,116.23,-395.33
300.45,2.27,15.37,53.54,116.26,-392.25
300.5,2.28,15.46,55.33,116.17,-388.78
300.55,2.28,15.58,55.98,115.98,-385.54
300.6,2.29,15.69,56.26,115.75,-382.89
300.65,2.28,15.78,54.85,115.57,-381.05
300.7,2.28,15.78,52.62,115.49,-379.84
300.75,2.28,15.7,48.89,115.49,-378.85
300.8,2.29,15.52,45.3,115.52,-377.39
300.85,2.29,15.32,42.24,115.61,-375.42
300.9,2.29,15.14,40.31,115.72,-373.62
300.95,2.29,15,39.11,115.85,-373.3
301,2.29,14.88,38.28,115.95,-375.28
301.05,2.29,14.78,37.28,116.03,-379.31
301.1,2.28,14.68,36.11,116.16,-384.37
301.15,2.28,14.57,35.28,116.29,-388.95
301.2,2.28,14.46,34.88,116.43,-392.06
301.25,2.28,14.38,35.03,116.53,-393.19
301.3,2.28,14.32,34.58,116.67,-392.82
301.35,2.28,14.24,34.12,116.8,-391.92
301.4,2.27,14.15,32.94,116.99,-391.43
301.45,2.27,14.1,31.81,117.14,-391.84
301.5,2.27,14.07,30.55,117.3,-392.82
301.55,2.26,14.11,29.27,117.4,-393.67
301.6,2.26,14.2,27.97,117.5,-393.6
301.65,2.25,14.34,26.05,117.54,-392.16
301.7,2.25,14.5,24.6,117.61,-389.25
301.75,2.25,14.64,22.53,117.68,-385.26
301.8,2.25,14.75,21.03,117.76,-381.13
301.85,2.24,14.81,19.11,117.79,-378.08
301.9,2.24,14.82,18.03,117.81,-376.9
301.95,2.23,14.8,16.83,117.82,-377.68
302,2.24,14.77,15.97,117.82,-379.61
302.05,2.24,14.75,15.16,117.83,-381.68
302.1,2.25,14.74,14.63,117.83,-383.09
302.15,2.25,14.71,14.56,117.83,-383.8
302.2,2.25,14.67,14.64,117.83,-384.32
302.25,2.25,14.6,14.84,117.83,-385.23
302.3,2.26,14.53,15.1,117.78,-386.61
302.35,2.27,14.5,15.19,117.73,-388.18
302.4,2.28,14.5,15.46,117.66,-389.54
302.45,2.28,14.54,15.53,117.68,-390.64
302.5,2.28,14.54,15.6,117.68,-391.32
302.55,2.28,14.53,15.43,117.68,-391.48
302.6,2.28,14.49,15.4,117.63,-390.79
302.65,2.28,14.46,14.97,117.62,-389.39
302.7,2.28,14.47,14.47,117.61,-387.67
302.75,2.27,14.51,13.69,117.61,-386.31
302.8,2.27,14.6,13.43,117.6,-385.81
302.85,2.26,14.69,13.42,117.6,-386.38
302.9,2.26,14.77,13.57,117.6,-387.92
302.95,2.26,14.83,13.4,117.65,-390.13
303,2.26,14.87,13.19,117.7,-392.55
303.05,2.27,14.91,13.52,117.77,-394.71
303.1,2.27,14.94,13.94,117.79,-396.19
303.15,2.27,14.95,14.29,117.81,-396.66
303.2,2.28,14.91,14.05,117.82,-395.95
303.25,2.29,14.84,14.47,117.82,-393.97
303.3,2.3,14.77,15.7,117.83,-390.81
303.35,2.31,14.7,17.23,117.83,-386.94
303.4,2.3,14.65,18.99,117.83,-383.33
303.45,2.3,14.63,20.65,117.87,-380.97
303.5,2.29,14.63,22.93,117.93,-380.21
303.55,2.29,14.69,24.72,117.99,-380.57
303.6,2.28,14.8,25.93,117.97,-381.22
303.65,2.28,14.97,26.73,117.84,-381.66
303.7,2.27,15.21,27.93,117.64,-381.87
303.75,2.27,15.5,29.13,117.3,-382.03
303.8,2.27,15.78,30.01,116.93,-382.2
303.85,2.28,15.93,29.83,116.48,-382.26
303.9,2.28,15.93,28.97,116.14,-381.86
303.95,2.28,15.79,27.36,115.89,-380.72
304,2.29,15.64,26.07,115.77,-378.76
304.05,2.29,15.53,24.89,115.7,-376.26
304.1,2.29,15.49,24.39,115.7,-373.85
304.15,2.29,15.48,24.26,115.78,-372.11
304.2,2.28,15.47,24.53,115.93,-371.36
304.25,2.28,15.45,24.36,116.06,-371.17
304.3,2.28,15.44,23.98,116.2,-370.87
304.35,2.28,15.44,23.67,116.35,-370.14
304.4,2.28,15.44,24.53,116.54,-369.33
304.45,2.28,15.43,25.64,116.79,-369.36
304.5,2.28,15.38,27.23,117.14,-370.64
304.55,2.27,15.26,28.78,117.75,-373.19
304.6,2.27,15.06,30.2,118.52,-376.29
304.65,2.26,14.8,31.2,119.42,-379.34
304.7,2.26,14.5,31.28,120.15,-382.04
304.75,2.26,14.2,31.7,120.65,-384.39
304.8,2.27,13.94,32.2,120.85,-386.49
304.85,2.27,13.72,33.18,120.73,-388.23
304.9,2.28,13.54,33.88,120.39,-389.65
304.95,2.29,13.34,34.01,119.94,-391.02
305,2.29,13.15,34.78,119.65,-392.69
305.05,2.29,12.97,36.36,119.5,-394.92
305.1,2.29,12.89,38.63,119.5,-397.32
305.15,2.29,12.92,42.8,119.56,-399.36
305.2,2.29,13.1,49.89,119.71,-400.38
305.25,2.28,13.44,62.34,119.93,-400.28
305.3,2.26,13.97,78.65,120.27,-399.43
305.35,2.25,14.81,93.6,120.87,-398.41
305.4,2.24,16.08,108.25,121.86,-397.67
305.45,2.24,17.69,119.97,123.15,-397.33
305.5,2.24,19.14,133.05,124.58,-397.45
305.55,2.23,19.89,142.2,125.75,-397.91
305.6,2.23,19.72,148.65,126.58,-398.4
305.65,2.23,18.99,150.17,127.02,-398.39
305.7,2.24,18.11,147.56,127.27,-397.47
305.75,2.25,17.3,143.15,127.41,-395.83
305.8,2.26,16.57,134.74,127.49,-394.08
305.85,2.26,15.89,122.78,127.54,-392.9
305.9,2.25,15.32,105.1,127.56,-392.51
305.95,2.25,14.94,89.98,127.57,-392.83
306,2.25,14.82,76.21,127.54,-393.52
306.05,2.25,15.03,64.04,127.31,-394.29
306.1,2.25,15.52,50.85,126.86,-394.87
306.15,2.24,16.01,39.38,126.24,-395.13
306.2,2.24,16.23,31.45,125.53,-395.14
306.25,2.24,16.1,25.36,124.69,-395.17
306.3,2.24,15.77,21.56,123.58,-395.53
306.35,2.24,15.37,18.59,122.3,-396.41
306.4,2.25,15,17.03,121.16,-397.79
306.45,2.26,14.68,16.12,120.32,-399.38
306.5,2.25,14.48,16.03,119.84,-400.74
306.55,2.25,14.4,16.83,119.53,-401.6
306.6,2.25,14.42,18.37,119.37,-401.99
