Depth,Ng,Cal,SP,Res,Den
130.45,5.7,194.19,-556.37,12.92,0
130.5,5.68,195.3,-556.36,12.77,0
130.55,6.08,195.97,-556.38,12.67,0
130.6,6.35,195.3,-556.44,12.6,0
130.65,6.69,194.42,-556.52,12.57,0
130.7,7.21,193.97,-556.63,12.61,0
130.75,7.58,193.97,-556.78,12.79,0
130.8,7.96,194.19,-556.95,13.05,0
130.85,7.91,194.19,-557.16,13.33,0
130.9,8.17,194.42,-557.39,13.59,0
130.95,8.62,194.42,-557.66,13.86,0
131,9.16,194.42,-557.97,14.17,0
131.05,9.36,194.64,-558.3,14.6,0
131.1,9.1,195.3,-558.66,15.12,0
131.15,8.69,197.08,-559.05,15.73,0
131.2,8.56,198.86,-559.46,16.36,0
131.25,8.25,201.52,-559.88,17.05,0
131.3,7.96,203.07,-560.29,17.85,0
131.35,7.64,203.96,-560.67,18.83,0
131.4,7.92,203.96,-561.01,19.95,0
131.45,8.31,203.3,-561.29,21.17,0
131.5,8.65,202.63,-561.51,22.31,0
131.55,8.79,202.85,-561.66,23.26,0
131.6,9.29,203.96,-561.77,23.83,0
131.65,9.82,205.52,-561.82,24.07,0
131.7,10.22,205.07,-561.82,24.17,0
131.75,9.81,203.3,-561.78,24.35,0
131.8,9.21,201.74,-561.7,24.62,0
131.85,9.2,201.52,-561.57,24.84,0
131.9,9.68,202.19,-561.41,24.87,0
131.95,10.38,202.63,-561.22,24.74,0
132,10.81,202.63,-561.01,24.43,0
132.05,11.04,202.41,-560.78,23.92,0
132.1,11.17,203.07,-560.55,23.14,0
132.15,11.04,203.74,-560.33,22.2,0
132.2,10.84,203.96,-560.13,21.14,0
132.25,10.98,203.74,-559.96,20.15,0
132.3,11.16,203.74,-559.81,19.27,0
132.35,12.43,203.96,-559.69,18.66,0
132.4,13.32,204.63,-559.58,18.26,0
132.45,14.35,205.52,-559.47,18.07,0
132.5,14.73,205.96,-559.36,18.02,0
132.55,15.22,206.4,-559.23,18,0
132.6,15.79,206.85,-559.08,17.96,0
132.65,16.2,207.29,-558.9,17.83,0
132.7,16.2,206.85,-558.7,17.65,0
132.75,15.68,205.96,-558.49,17.39,0
132.8,14.98,205.74,-558.28,17.03,0
132.85,14.53,206.63,-558.1,16.53,0
132.9,13.9,206.4,-557.96,15.89,0
132.95,13.09,205.52,-557.88,15.17,0
133,12.2,204.85,-557.84,14.56,0
133.05,11.46,203.52,-557.85,14.22,0
133.1,10.73,202.41,-557.89,14.24,0
133.15,10.04,201.52,-557.95,14.53,0
133.2,9.55,202.19,-558.01,14.9,0
133.25,9.92,203.3,-558.08,15.18,0
133.3,10.49,203.96,-558.15,15.35,0
133.35,11.48,203.96,-558.22,15.45,0
133.4,12.4,203.3,-558.3,15.56,0
133.45,13.38,203.07,-558.37,15.71,0
133.5,13.75,203.3,-558.45,15.88,0
133.55,13.63,203.74,-558.54,16.04,0
133.6,13.28,204.85,-558.64,16.23,0
133.65,13.18,206.18,-558.75,16.38,0
133.7,13.29,207.74,-558.89,16.51,0
133.75,13.69,207.29,-559.04,16.6,0
133.8,14.2,205.96,-559.19,16.82,0
133.85,14.38,205.07,-559.33,17.26,0
133.9,14.12,204.41,-559.44,17.88,0
133.95,13.7,203.52,-559.51,18.57,0
134,12.56,203.07,-559.52,19.17,0
134.05,11.45,202.85,-559.48,19.68,0
134.1,10.2,202.85,-559.4,19.98,0
134.15,9.73,203.07,-559.28,20.04,0
134.2,9.39,203.3,-559.16,19.73,0
134.25,9.02,203.07,-559.05,19.13,0
134.3,8.68,202.41,-558.95,18.31,0
134.35,8.34,202.19,-558.86,17.55,0
134.4,8.01,201.96,-558.77,17.01,0
134.45,7.67,201.96,-558.68,16.84,0
134.5,7.14,201.74,-558.57,17.01,0
134.55,6.76,201.52,-558.45,17.27,0
134.6,6.38,201.52,-558.34,17.33,0
134.65,6.63,201.3,-558.25,17.01,0
134.7,7.2,201.08,-558.2,16.41,0
134.75,7.97,200.63,-558.21,15.73,0
134.8,8.43,199.74,-558.28,15.16,0
134.85,8.68,198.86,-558.41,14.89,0
134.9,8.82,197.52,-558.57,14.96,0
134.95,8.7,196.86,-558.77,15.37,0
135,8.31,197.3,-558.98,15.89,0
135.05,7.8,197.97,-559.2,16.4,0
135.1,8.02,198.86,-559.41,16.86,0
135.15,8.56,199.74,-559.6,17.38,0
135.2,8.92,201.52,-559.77,18.01,0
135.25,8.7,201.96,-559.91,18.62,0
135.3,8.12,200.41,-560.02,19.06,0
135.35,7.56,197.75,-560.11,19.3,0
135.4,6.94,195.75,-560.17,19.38,0
135.45,6.7,194.86,-560.22,19.42,0
135.5,6.53,193.97,-560.25,19.46,0
135.55,6.45,193.75,-560.27,19.51,0
135.6,6.8,193.31,-560.27,19.5,0
135.65,7.25,193.08,-560.25,19.45,0
135.7,7.81,193.08,-560.22,19.37,0
135.75,7.81,193.08,-560.15,19.3,0
135.8,8.12,193.08,-560.07,19.22,0
135.85,8.39,193.08,-559.96,19.13,0
135.9,8.9,193.08,-559.83,19.03,0
135.95,9.46,193.08,-559.69,18.92,0
136,10.07,193.31,-559.53,18.72,0
136.05,10.51,193.75,-559.37,18.41,0
136.1,11.12,194.19,-559.22,17.98,0
136.15,11.32,195.3,-559.09,17.53,0
136.2,11.49,197.97,-559,17.07,0
136.25,11.16,206.4,-558.96,16.66,0
136.3,11.53,217.06,-559,16.31,0
136.35,11.94,232.38,-559.13,16.04,0
136.4,12.29,242.37,-559.35,15.84,0
136.45,12.05,244.59,-559.67,15.86,0
136.5,11.67,234.6,-560.05,16.15,0
136.55,11.54,217.06,-560.48,16.85,0
136.6,11.44,207.07,-560.9,17.89,0
136.65,11.4,203.07,-561.29,19.31,0
136.7,11.17,199.74,-561.6,20.92,0
136.75,11.31,195.75,-561.82,22.73,0
136.8,11.5,193.08,-561.93,24.33,0
136.85,11.56,192.64,-561.94,25.53,0
136.9,11.61,192.2,-561.86,26.16,0
136.95,11.64,192.2,-561.7,26.46,0
137,12.25,192.42,-561.47,26.44,0
137.05,12.58,192.64,-561.2,26.07,0
137.1,12.97,193.08,-560.92,25.18,0
137.15,13.11,193.75,-560.63,23.92,0
137.2,13.42,194.86,-560.36,22.34,0
137.25,13.31,196.19,-560.13,20.84,0
137.3,12.94,197.97,-559.93,19.53,0
137.35,12.65,199.08,-559.78,18.65,0
137.4,12.72,199.52,-559.67,18.04,0
137.45,12.87,199.74,-559.6,17.7,0
137.5,12.72,199.97,-559.56,17.52,0
137.55,12.52,200.19,-559.54,17.51,0
137.6,12.25,200.85,-559.53,17.61,0
137.65,12.35,201.74,-559.53,17.78,0
137.7,11.92,202.41,-559.51,17.95,0
137.75,11.45,202.63,-559.49,18.09,0
137.8,10.68,202.63,-559.45,18.18,0
137.85,10.43,203.07,-559.4,18.2,0
137.9,10.02,203.3,-559.35,18.14,0
137.95,9.69,205.52,-559.32,17.99,0
138,9.54,208.4,-559.29,17.76,0
138.05,9.85,210.18,-559.28,17.46,0
138.1,10.28,209.07,-559.27,17.26,0
138.15,10.43,204.85,-559.25,17.28,0
138.2,10.34,201.52,-559.19,17.61,0
138.25,10.15,199.97,-559.09,18.13,0
138.3,10.1,200.63,-558.96,18.49,0
138.35,10.05,201.74,-558.79,18.48,0
138.4,10.03,203.07,-558.61,18.06,0
138.45,10.42,203.3,-558.41,17.44,0
138.5,10.69,203.96,-558.23,16.82,0
138.55,11.02,206.4,-558.05,16.28,0
138.6,10.54,208.62,-557.9,15.81,0
138.65,9.91,206.18,-557.77,15.4,0
138.7,9.09,201.96,-557.68,15.03,0
138.75,8.6,198.41,-557.61,14.79,0
138.8,8.34,197.08,-557.56,14.66,0
138.85,8.19,196.64,-557.54,14.59,0
138.9,8.51,196.64,-557.55,14.57,0
138.95,8.94,196.64,-557.59,14.57,0
139,9.09,196.86,-557.64,14.61,0
139.05,8.81,196.64,-557.71,14.69,0
139.1,8.58,196.64,-557.78,14.84,0
139.15,9.28,196.41,-557.84,15.12,0
139.2,10.17,196.64,-557.88,15.47,0
139.25,10.89,197.08,-557.9,15.84,0
139.3,11.01,197.3,-557.88,16.1,0
139.35,10.98,197.08,-557.83,16.26,0
139.4,11,197.08,-557.76,16.33,0
139.45,11,196.64,-557.66,16.27,0
139.5,11,196.41,-557.55,16.08,0
139.55,11.4,195.97,-557.44,15.75,0
139.6,12.48,195.75,-557.35,15.37,0
139.65,13.78,194.86,-557.26,14.97,0
139.7,14.65,192.86,-557.19,14.64,0
139.75,14.49,190.86,-557.13,14.37,0
139.8,13.83,189.75,-557.08,14.23,0
139.85,13.06,189.53,-557.01,14.19,0
139.9,12.58,188.87,-556.93,14.25,0
139.95,12.53,188.64,-556.83,14.33,0
140,12.62,189.98,-556.71,14.34,0
140.05,12.63,191.75,-556.59,14.17,0
140.1,12.05,192.42,-556.46,13.86,0
140.15,11.34,191.31,-556.35,13.45,0
140.2,10.28,189.53,-556.26,13.05,0
140.25,9.72,187.98,-556.21,12.65,0
140.3,9.2,186.2,-556.2,12.35,0
140.35,9.18,185.76,-556.22,12.18,0
140.4,9.48,185.76,-556.28,12.15,0
140.45,9.93,185.76,-556.38,12.23,0
140.5,10.48,185.54,-556.52,12.36,0
140.55,10.48,184.43,-556.69,12.5,0
140.6,10.59,183.76,-556.89,12.68,0
140.65,10.62,183.32,-557.12,13,0
140.7,10.84,183.54,-557.37,13.44,0
140.75,11.09,184.2,-557.65,13.94,0
140.8,11.39,184.43,-557.98,14.35,0
140.85,11.3,184.65,-558.35,14.7,0
140.9,11.34,184.43,-558.77,15.05,0
140.95,11.13,183.98,-559.24,15.6,0
141,11.29,183.54,-559.74,16.36,0
141.05,11.08,183.09,-560.25,17.29,0
141.1,11.08,183.09,-560.72,18.43,0
141.15,11.03,183.54,-561.12,19.85,0
141.2,10.62,183.54,-561.43,21.88,0
141.25,10.33,182.43,-561.64,24.1,0
141.3,9.99,180.43,-561.76,26.15,0
141.35,9.86,178.21,-561.79,27.23,0
141.4,10.17,178.43,-561.78,27.24,0
141.45,10.61,179.54,-561.73,26.23,0
141.5,10.76,180.65,-561.66,24.8,0
141.55,10.27,182.87,-561.59,23.39,0
141.6,9.61,185.54,-561.51,22.43,0
141.65,9.38,186.42,-561.41,21.87,0
141.7,9,184.43,-561.3,21.67,0
141.75,9.07,182.43,-561.17,21.7,0
141.8,9.21,183.54,-561.03,21.88,0
141.85,9.26,185.54,-560.91,21.93,0
141.9,8.89,185.09,-560.83,21.54,0
141.95,8.03,182.21,-560.83,20.68,0
142,7.39,181.98,-560.93,19.62,0
142.05,7.08,184.43,-561.15,18.79,0
142.1,7.29,185.98,-561.48,18.38,0
142.15,7.68,185.98,-561.91,18.53,0
142.2,7.59,186.42,-562.43,19.1,0
142.25,7.85,187.98,-562.99,20,0
142.3,7.89,191.31,-563.55,21.09,0
142.35,8.15,193.31,-564.07,22.56,0
142.4,8.01,195.3,-564.51,24.39,0
142.45,8.03,195.3,-564.82,26.6,0
142.5,8.41,188.42,-565.01,29.05,0
142.55,8.89,180.21,-565.06,31.15,0
142.6,9.66,176.43,-564.98,32.36,0
142.65,9.91,177.54,-564.81,32.43,0
142.7,10.11,178.43,-564.54,31.8,0
142.75,10.41,178.65,-564.23,31,0
142.8,10.9,178.65,-563.88,30.01,0
142.85,11.46,178.43,-563.53,28.72,0
142.9,11.87,178.43,-563.19,27.14,0
142.95,12.47,178.65,-562.89,25.44,0
143,13.07,179.32,-562.63,23.95,0
143.05,13.31,179.76,-562.43,22.78,0
143.1,13.08,179.99,-562.28,21.99,0
143.15,12.68,180.43,-562.18,21.39,0
143.2,12.75,181.32,-562.13,20.98,0
143.25,13.69,181.98,-562.1,20.83,0
143.3,14.89,182.43,-562.08,20.95,0
143.35,15.92,182.65,-562.07,21.21,0
143.4,16.16,182.65,-562.06,21.45,0
143.45,16.22,182.87,-562.03,21.58,0
143.5,16.08,183.32,-561.99,21.59,0
143.55,16.26,183.98,-561.92,21.53,0
143.6,17.07,184.43,-561.82,21.49,0
143.65,17.87,185.31,-561.68,21.52,0
143.7,18.59,186.65,-561.5,21.56,0
143.75,17.89,186.42,-561.27,21.52,0
143.8,16.7,185.09,-561,21.28,0
143.85,15.12,184.87,-560.7,20.88,0
143.9,14.16,184.65,-560.4,20.3,0
143.95,13.46,184.43,-560.1,19.65,0
144,13.12,184.43,-559.84,18.86,0
144.05,12.92,185.09,-559.63,18,0
144.1,12.81,186.2,-559.49,17.16,0
144.15,12.35,186.65,-559.42,16.48,0
144.2,11.83,187.76,-559.41,16.06,0
144.25,11.44,189.31,-559.45,15.95,0
144.3,11.05,188.42,-559.52,16.15,0
144.35,10.7,185.54,-559.6,16.57,0
144.4,10.15,184.65,-559.68,17.07,0
144.45,9.57,184.2,-559.75,17.54,0
144.5,8.94,183.76,-559.81,17.85,0
144.55,8.7,183.54,-559.87,17.94,0
144.6,8.13,184.43,-559.91,17.92,0
144.65,7.77,185.54,-559.94,17.94,0
144.7,7.18,184.87,-559.96,18.09,0
144.75,7.39,183.09,-559.96,18.33,0
144.8,7.91,184.2,-559.97,18.52,0
144.85,8.66,187.09,-559.98,18.52,0
144.9,9.52,186.2,-560.02,18.31,0
144.95,10.44,183.32,-560.1,18.01,0
145,11.39,180.65,-560.21,17.81,0
145.05,12.17,180.21,-560.37,17.76,0
145.1,12.51,180.65,-560.55,17.88,0
145.15,13.54,181.1,-560.74,18.19,0
145.2,14.61,180.21,-560.92,18.71,0
145.25,16.03,179.1,-561.06,19.39,0
145.3,16.33,179.1,-561.15,20.15,0
145.35,15.87,179.32,-561.18,20.84,0
145.4,14.84,179.54,-561.15,21.37,0
145.45,14.14,180.21,-561.07,21.59,0
145.5,14,180.65,-560.95,21.47,0
145.55,14.03,181.98,-560.81,21.12,0
145.6,14.01,183.54,-560.69,20.61,0
145.65,14.21,183.76,-560.62,20,0
145.7,14.44,183.54,-560.61,19.34,0
145.75,14.13,183.98,-560.69,18.63,0
145.8,13.31,186.65,-560.85,18.09,0
145.85,12.49,188.87,-561.09,17.9,0
145.9,12.16,186.42,-561.38,18.16,0
145.95,12.53,180.43,-561.69,18.84,0
146,13.34,178.65,-562,19.8,0
146.05,14.37,179.1,-562.29,20.83,0
146.1,15.14,179.54,-562.54,21.81,0
146.15,15.3,179.99,-562.74,22.62,0
146.2,15.09,179.76,-562.88,23.36,0
146.25,14.68,178.65,-562.96,24.06,0
146.3,14.35,177.54,-562.97,24.77,0
146.35,13.81,176.88,-562.93,25.34,0
146.4,13.23,175.99,-562.85,25.56,0
146.45,12.61,175.32,-562.74,25.3,0
146.5,12.17,174.21,-562.61,24.69,0
146.55,11.76,173.55,-562.48,23.92,0
146.6,11.19,172.44,-562.37,23.21,0
146.65,10.79,171.77,-562.27,22.62,0
146.7,10.4,171.33,-562.2,22.16,0
146.75,10.44,170.88,-562.16,21.81,0
146.8,10.97,170.66,-562.13,21.59,0
146.85,12.28,170.66,-562.1,21.58,0
146.9,13.65,170.66,-562.06,21.82,0
146.95,14.99,170.66,-561.97,22.24,0
147,15.53,170.66,-561.84,22.77,0
147.05,15.9,170.44,-561.65,23.35,0
147.1,16.29,170.44,-561.39,24,0
147.15,16.64,170.44,-561.08,24.39,0
147.2,16.99,170.44,-560.74,24.3,0
147.25,17.12,170.66,-560.39,23.48,0
147.3,18.02,170.44,-560.08,22.07,0
147.35,18.63,170.44,-559.84,20.32,0
147.4,19.13,170.66,-559.69,18.55,0
147.45,18.15,171.33,-559.67,17.13,0
147.5,17.26,173.33,-559.76,16.2,0
147.55,16.08,174.44,-559.96,15.81,0
147.6,15.67,174.88,-560.24,15.95,0
147.65,14.75,174.21,-560.56,16.53,0
147.7,13.88,171.55,-560.9,17.46,0
147.75,12.73,169.33,-561.23,18.49,0
147.8,11.92,168.22,-561.55,19.41,0
147.85,10.73,168,-561.84,20.1,0
147.9,9.73,167.78,-562.1,20.61,0
147.95,9.09,167.33,-562.33,21.07,0
148,9.17,167.33,-562.52,21.54,0
148.05,9.45,167.33,-562.69,21.96,0
148.1,9.72,167.11,-562.84,22.27,0
148.15,9.84,166.67,-562.98,22.44,0
148.2,10.31,166.22,-563.12,22.56,0
148.25,10.83,166,-563.25,22.68,0
148.3,11.43,165.56,-563.37,22.85,0
148.35,11.85,164.89,-563.47,23.14,0
148.4,12.26,164.22,-563.54,23.6,0
148.45,12.62,162.67,-563.58,24.04,0
148.5,13.38,161.56,-563.59,24.36,0
148.55,14.2,160.45,-563.58,24.58,0
148.6,15.52,159.12,-563.55,24.73,0
148.65,16.54,158.01,-563.51,24.71,0
148.7,17.61,156.01,-563.48,24.46,0
148.75,18.03,154.46,-563.47,24.13,0
148.8,18.33,153.57,-563.49,23.87,0
148.85,18.27,153.12,-563.56,23.62,0
148.9,18.32,152.68,-563.67,23.35,0
148.95,17.92,152.24,-563.82,23.19,0
149,17.45,152.24,-563.99,23.27,0
149.05,16.87,152.24,-564.15,23.67,0
149.1,15.46,152.24,-564.28,24.59,0
149.15,13.47,152.24,-564.35,26.1,0
149.2,11.19,152.24,-564.34,27.86,0
149.25,9.73,152.01,-564.26,29.11,0
149.3,9.78,151.35,-564.09,29.48,0
149.35,10.1,150.46,-563.84,29.29,0
149.4,10.78,149.57,-563.53,29.03,0
149.45,11.38,149.13,-563.17,28.62,0
149.5,12.23,148.46,-562.8,27.67,0
149.55,13.72,147.57,-562.43,26.15,0
149.6,14.79,147.13,-562.1,24.34,0
149.65,16.1,148.24,-561.82,22.67,0
149.7,16.98,150.02,-561.6,21.17,0
149.75,17.82,150.24,-561.43,20.04,0
149.8,18.16,150.46,-561.31,19.35,0
149.85,18,150.68,-561.22,19.23,0
149.9,17.63,150.68,-561.16,19.45,0
149.95,17.53,151.13,-561.13,19.65,0
150,17.23,151.35,-561.13,19.61,0
150.05,16.55,150.9,-561.15,19.4,0
150.1,15.56,149.79,-561.19,19.2,0
150.15,14.42,149.13,-561.23,19.21,0
150.2,13.6,150.24,-561.23,19.48,0
150.25,12.8,152.01,-561.18,20.01,0
150.3,12.68,153.35,-561.08,20.76,0
150.35,12.7,153.12,-560.92,21.45,0
150.4,12.88,153.12,-560.72,21.76,0
150.45,12.71,153.12,-560.53,21.38,0
150.5,12.52,153.57,-560.38,20.46,0
150.55,12.25,153.57,-560.29,19.23,0
150.6,12.15,153.57,-560.27,18.12,0
150.65,12.28,153.79,-560.34,17.37,0
150.7,12.09,153.79,-560.45,17.17,0
150.75,11.87,153.57,-560.6,17.48,0
150.8,11.39,153.35,-560.74,18.15,0
150.85,11.45,153.12,-560.88,18.92,0
150.9,11.77,153.35,-560.99,19.57,0
150.95,12.24,153.35,-561.08,19.96,0
151,12.6,153.12,-561.15,20.09,0
151.05,12.77,153.57,-561.21,20.08,0
151.1,12.87,154.23,-561.27,20.01,0
151.15,13.13,154.01,-561.33,20.05,0
151.2,13.6,153.35,-561.39,20.1,0
151.25,14.15,153.79,-561.46,20.08,0
151.3,14.75,156.9,-561.52,20.01,0
151.35,15.18,158.67,-561.56,20.07,0
151.4,15.59,161.34,-561.58,20.45,0
151.45,15.55,164.22,-561.59,20.98,0
151.5,15.03,165.78,-561.6,21.39,0
151.55,14.32,166.22,-561.63,21.36,0
151.6,13.67,166.44,-561.69,20.92,0
151.65,13,166.67,-561.79,20.34,0
151.7,12.13,168.22,-561.93,19.99,0
151.75,11.23,169.77,-562.12,19.96,0
151.8,10.47,169.55,-562.36,20.13,0
151.85,9.94,167.33,-562.64,20.42,0
151.9,9.68,166.67,-562.95,20.76,0
151.95,9.72,166.67,-563.29,21.22,0
152,9.88,168,-563.63,21.82,0
152.05,9.92,169.55,-563.98,22.58,0
152.1,9.96,169.55,-564.33,23.43,0
152.15,9.78,169.77,-564.69,24.19,0
152.2,9.75,170.44,-565.04,24.78,0
152.25,10.11,171.11,-565.39,25.24,0
152.3,10.77,174.88,-565.72,25.82,0
152.35,11.38,177.54,-566.01,26.56,0
152.4,11.43,176.21,-566.26,27.61,0
152.45,11.36,170.44,-566.44,28.74,0
152.5,10.96,167.55,-566.56,29.82,0
152.55,10.66,167.11,-566.61,30.61,0
152.6,10.32,167.11,-566.61,31.11,0
152.65,10.4,166.67,-566.58,31.36,0
152.7,10.34,166.44,-566.53,31.34,0
152.75,10.35,165.78,-566.5,30.97,0
152.8,10.14,164,-566.51,30.34,0
152.85,9.9,162.89,-566.55,29.52,0
152.9,9.61,163.11,-566.62,28.93,0
152.95,9.3,162.89,-566.71,28.89,0
153,9.78,162,-566.77,29.77,0
153.05,10.62,160.45,-566.79,31.39,0
153.1,11.28,159.56,-566.74,33.64,0
153.15,11.38,158.9,-566.62,35.91,0
153.2,11.13,158.45,-566.42,37.73,0
153.25,11.5,158.23,-566.15,38.48,0
153.3,11.93,157.79,-565.81,38.03,0
153.35,12.09,157.34,-565.44,36.32,0
153.4,11.6,157.12,-565.06,33.91,0
153.45,10.94,156.23,-564.69,31.25,0
153.5,10.51,155.12,-564.38,28.8,0
153.55,9.89,154.68,-564.15,26.6,0
153.6,9.48,154.68,-564,24.65,0
153.65,9.07,154.68,-563.95,23.18,0
153.7,9.31,154.68,-563.97,22.25,0
153.75,9.68,154.23,-564.02,22.02,0
153.8,10.2,153.35,-564.08,22.38,0
153.85,10.38,152.68,-564.11,23.14,0
153.9,10.51,152.46,-564.11,23.88,0
153.95,10.58,152.46,-564.08,24.32,0
154,10.82,152.46,-564.04,24.32,0
154.05,11.08,152.46,-564.01,24.02,0
154.1,11.38,152.68,-564.04,23.61,0
154.15,11.69,153.12,-564.15,23.25,0
154.2,11.61,153.57,-564.38,22.89,0
154.25,11.26,154.46,-564.71,22.56,0
154.3,10.78,156.01,-565.11,22.53,0
154.35,10.41,158.01,-565.55,23.18,0
154.4,10.44,161.34,-565.95,24.77,0
154.45,10.57,162.89,-566.27,27.2,0
154.5,11.2,159.78,-566.49,30.1,0
154.55,11.75,156.01,-566.59,32.61,0
154.6,12.19,155.57,-566.59,34.07,0
154.65,12.19,155.12,-566.52,34.29,0
154.7,11.88,154.9,-566.4,33.71,0
154.75,11.61,154.9,-566.26,32.77,0
154.8,11.7,155.57,-566.11,31.53,0
154.85,12.06,156.01,-565.95,30.26,0
154.9,12.55,156.01,-565.78,29.2,0
154.95,12.32,156.01,-565.6,28.59,0
155,11.98,155.79,-565.41,28.27,0
155.05,10.86,155.79,-565.19,28.02,0
155.1,9.97,155.79,-564.97,27.72,0
155.15,8.97,156.45,-564.73,27.25,0
155.2,8.79,156.9,-564.5,26.61,0
155.25,9.15,157.56,-564.28,25.86,0
155.3,9.79,158.01,-564.09,25.14,0
155.35,10.39,158.45,-563.92,24.42,0
155.4,10.64,158.67,-563.78,23.82,0
155.45,10.81,158.9,-563.66,23.4,0
155.5,10.89,159.56,-563.56,23.22,0
155.55,11.34,160.01,-563.48,23.13,0
155.6,12.05,161.34,-563.43,23.04,0
155.65,12.88,162.23,-563.4,22.87,0
155.7,13.38,161.78,-563.41,22.65,0
155.75,13.65,161.78,-563.46,22.43,0
155.8,13.81,162.23,-563.52,22.34,0
155.85,13.49,163.11,-563.61,22.45,0
155.9,12.86,164,-563.69,22.77,0
155.95,11.87,164.89,-563.77,23.21,0
156,11.15,166.22,-563.81,23.72,0
156.05,10.8,167.33,-563.83,24.26,0
156.1,11.19,168.89,-563.81,24.76,0
156.15,11.8,170.22,-563.75,25.06,0
156.2,12.4,170.44,-563.66,25.16,0
156.25,12.84,170.66,-563.54,25.14,0
156.3,13.25,171.99,-563.39,25,0
156.35,13.22,172.44,-563.22,24.77,0
156.4,12.89,172.66,-563.04,24.38,0
156.45,12.62,173.33,-562.85,23.85,0
156.5,12.7,174.88,-562.64,23.3,0
156.55,13.27,176.21,-562.4,22.91,0
156.6,13.39,176.88,-562.14,22.78,0
156.65,13.53,178.65,-561.85,22.66,0
156.7,12.79,180.21,-561.55,22.28,0
156.75,13.06,181.54,-561.24,21.64,0
156.8,13.37,180.65,-560.92,20.84,0
156.85,14.09,179.1,-560.62,20.11,0
156.9,14.29,177.99,-560.35,19.44,0
156.95,14.88,177.77,-560.13,18.85,0
157,15.63,178.21,-559.97,18.28,0
157.05,16.3,179.32,-559.9,17.67,0
157.1,15.99,180.43,-559.9,17.11,0
157.15,15.46,178.88,-559.98,16.74,0
157.2,14.89,176.66,-560.13,16.75,0
157.25,14.67,175.55,-560.33,17.13,0
157.3,14.11,175.1,-560.55,17.67,0
157.35,13.36,174.66,-560.79,18.22,0
157.4,12.89,172.88,-561.02,18.78,0
157.45,12.85,170.88,-561.21,19.51,0
157.5,12.95,168.66,-561.35,20.35,0
157.55,12.76,168.22,-561.41,21.29,0
157.6,12.34,168.22,-561.39,22.21,0
157.65,11.82,169.11,-561.29,23.05,0
157.7,11.43,171.11,-561.11,23.6,0
157.75,11.25,173.1,-560.87,23.7,0
157.8,11.14,171.55,-560.6,23.24,0
157.85,11.08,167.78,-560.3,22.32,0
157.9,10.64,165.56,-560.02,21.08,0
157.95,9.74,164.45,-559.78,19.77,0
158,8.68,164.89,-559.59,18.58,0
158.05,8.08,165.11,-559.47,17.58,0
158.1,7.95,165.56,-559.43,16.85,0
158.15,8.01,165.56,-559.47,16.42,0
158.2,7.99,165.33,-559.57,16.3,0
158.25,8.4,165.33,-559.72,16.44,0
158.3,9.28,165.56,-559.89,16.76,0
158.35,10.34,165.56,-560.05,17.28,0
158.4,11.12,165.33,-560.18,18.08,0
158.45,11.69,165.11,-560.26,19.03,0
158.5,12.16,164.67,-560.28,19.92,0
158.55,12.77,163.56,-560.27,20.4,0
158.6,13.19,162.23,-560.24,20.41,0
158.65,13.39,163.11,-560.23,19.95,0
158.7,13.32,165.33,-560.24,19.26,0
158.75,13.34,166.22,-560.27,18.53,0
158.8,13.33,165.78,-560.33,18.09,0
158.85,13.34,164.89,-560.39,18.05,0
158.9,12.53,164.22,-560.44,18.42,0
158.95,11.57,163.78,-560.49,18.88,0
159,10.42,162.89,-560.53,19.2,0
159.05,9.4,162.45,-560.58,19.27,0
159.1,8.76,162.23,-560.65,19.18,0
159.15,8.03,162,-560.74,19.05,0
159.2,7.76,161.34,-560.85,19.02,0
159.25,7.76,160.45,-560.97,19.06,0
159.3,8.3,160.01,-561.08,19.24,0
159.35,9.01,159.78,-561.18,19.57,0
159.4,9.66,159.56,-561.24,20.11,0
159.45,10.54,159.12,-561.27,20.72,0
159.5,11.44,158.67,-561.28,21.18,0
159.55,12.6,158.23,-561.28,21.28,0
159.6,13.81,157.34,-561.29,20.9,0
159.65,14.88,156.45,-561.32,20.26,0
159.7,15.54,155.79,-561.36,19.7,0
159.75,15.48,155.57,-561.41,19.51,0
159.8,15.2,155.12,-561.46,19.72,0
159.85,14.74,155.12,-561.51,20.23,0
159.9,14.19,154.9,-561.57,20.81,0
159.95,13.99,154.68,-561.66,21.18,0
160,13.84,154.46,-561.8,21.16,0
160.05,13.36,154.46,-562.02,20.72,0
160.1,13.04,154.46,-562.34,20.23,0
160.15,12.68,154.68,-562.75,20.04,0
160.2,12.54,154.68,-563.25,20.28,0
160.25,12.05,154.68,-563.83,20.93,0
160.3,11.52,154.46,-564.44,21.79,0
160.35,11.71,153.12,-565.07,22.99,0
160.4,12.25,150.68,-565.69,24.52,0
160.45,12.99,149.35,-566.26,26.29,0
160.5,13.25,148.68,-566.79,28.11,0
160.55,12.65,148.46,-567.27,29.68,0
160.6,11.78,148.46,-567.7,30.97,0
160.65,10.89,148.68,-568.09,32.03,0
160.7,10.33,148.24,-568.42,33.23,0
160.75,10.24,147.8,-568.68,35.05,0
160.8,10.32,147.57,-568.86,37.33,0
160.85,11.31,147.35,-568.94,39.96,0
160.9,12.53,146.91,-568.93,42.31,0
160.95,13.97,146.69,-568.85,43.64,0
161,14.7,146.46,-568.7,43.04,0
