Depth,Dense,Ng,Cal,SP,Res
285.8,2.31,11.92,117.19,-376.02,14.77
285.85,2.31,11.63,117.07,-376.02,14.9
285.9,2.3,11.11,116.97,-376.27,14.97
285.95,2.3,10.75,116.89,-377.14,14.97
286,2.3,9.97,116.8,-378.37,14.91
286.05,2.3,9.34,116.81,-379.53,14.81
286.1,2.3,8.66,116.8,-380.02,14.68
286.15,2.3,8.6,116.8,-379.68,14.54
286.2,2.29,8.65,116.8,-378.41,14.42
286.25,2.29,8.85,116.84,-376.43,14.33
286.3,2.29,9.3,116.89,-374.11,14.26
286.35,2.3,10.03,116.95,-372.23,14.22
286.4,2.3,10.67,116.98,-371.46,14.2
286.45,2.3,11.34,116.95,-372.24,14.19
286.5,2.3,11.8,116.86,-374.07,14.17
286.55,2.3,13.03,116.79,-376,14.14
286.6,2.3,14.17,116.76,-377.04,14.11
286.65,2.3,15.64,116.74,-377.13,14.09
286.7,2.3,16.56,116.73,-376.77,14.06
286.75,2.3,17.44,116.73,-376.72,13.99
286.8,2.29,17.4,116.68,-377.04,13.9
286.85,2.29,16.77,116.58,-377.54,13.79
286.9,2.28,15.63,116.46,-377.81,13.71
286.95,2.28,15.28,116.37,-377.8,13.67
287,2.29,15.38,116.33,-377.43,13.65
287.05,2.29,15.53,116.3,-376.75,13.63
287.1,2.3,15.18,116.29,-375.64,13.59
287.15,2.3,14.74,116.32,-374.13,13.57
287.2,2.31,13.99,116.37,-372.25,13.54
287.25,2.32,13.15,116.43,-370.39,13.54
287.3,2.33,12.23,116.46,-369.07,13.53
287.35,2.34,11.67,116.47,-368.96,13.52
287.4,2.34,11.58,116.48,-370.26,13.49
287.45,2.34,11.65,116.48,-372.62,13.44
287.5,2.33,11.85,116.49,-375.37,13.36
287.55,2.33,11.7,116.49,-378.12,13.24
287.6,2.33,11.31,116.49,-381.02,13.06
287.65,2.32,10.8,116.49,-384.17,12.89
287.7,2.32,10.62,116.49,-387.41,12.75
287.75,2.31,10.69,116.49,-390.26,12.66
287.8,2.31,10.46,116.49,-392.44,12.6
287.85,2.3,10.03,116.49,-394,12.58
287.9,2.29,9.5,116.54,-395.08,12.57
287.95,2.29,9.51,116.64,-395.76,12.6
288,2.29,9.6,116.84,-395.95,12.63
288.05,2.28,9.62,117.17,-395.72,12.69
288.1,2.28,9.44,117.63,-395.19,12.74
288.15,2.28,9.21,118.05,-394.57,12.77
288.2,2.28,9.13,118.28,-393.89,12.8
288.25,2.28,9.07,118.23,-393.01,12.83
288.3,2.28,9.44,118.04,-391.52,12.88
288.35,2.29,9.9,117.82,-389.17,12.94
288.4,2.29,10.47,117.6,-385.98,13.02
288.45,2.3,10.67,117.42,-382.45,13.11
288.5,2.31,10.83,117.34,-379.03,13.15
288.55,2.31,10.9,117.34,-376.03,13.17
288.6,2.31,11.55,117.36,-373.42,13.17
288.65,2.31,12.49,117.37,-371.14,13.18
288.7,2.31,13.41,117.38,-369.02,13.18
288.75,2.31,13.78,117.38,-367.14,13.17
288.8,2.3,13.64,117.38,-365.91,13.13
288.85,2.29,13.08,117.38,-366.09,13.09
288.9,2.28,12.14,117.38,-368.26,13.03
288.95,2.27,11.25,117.38,-372.27,12.98
289,2.26,10.48,117.38,-377.32,12.96
289.05,2.25,9.75,117.38,-382.28,12.98
289.1,2.24,8.44,117.38,-386.53,13.02
289.15,2.24,7.24,117.38,-389.79,13.05
289.2,2.24,6.14,117.38,-392.06,13.05
289.25,2.24,5.88,117.38,-393.19,13.07
289.3,2.24,5.8,117.38,-393.25,13.1
289.35,2.25,6.34,117.34,-392.62,13.14
289.4,2.26,6.83,117.28,-391.99,13.18
289.45,2.27,7.83,117.18,-391.89,13.18
289.5,2.28,8.53,117.14,-392.3,13.15
289.55,2.29,9.27,117.12,-392.81,13.04
289.6,2.3,9.56,117.15,-392.86,12.9
289.65,2.3,9.77,117.11,-392.35,12.77
289.7,2.3,9.47,117.02,-391.6,12.72
289.75,2.3,9.05,116.85,-391.27,12.73
289.8,2.3,8.5,116.67,-391.79,12.79
289.85,2.29,8.51,116.47,-393.13,12.87
289.9,2.29,8.8,116.3,-394.78,12.98
289.95,2.29,9.46,116.18,-396.27,13.09
290,2.29,10.05,116.08,-397.34,13.23
290.05,2.29,10.7,116,-398.24,13.42
290.1,2.31,11.75,115.91,-399.28,13.61
290.15,2.32,13.69,115.88,-400.49,13.8
290.2,2.34,15.69,115.86,-401.33,13.95
290.25,2.35,17.48,115.85,-400.96,14.09
290.3,2.37,18.63,115.84,-399.06,14.25
290.35,2.39,19.82,115.92,-395.85,14.5
290.4,2.4,20.49,116.16,-392.11,14.88
290.45,2.41,20.86,116.71,-388.29,15.43
290.5,2.41,20.47,117.67,-384.65,16.12
290.55,2.39,19.87,118.86,-381.09,16.84
290.6,2.37,18.67,119.87,-377.68,17.34
290.65,2.35,17.71,120.44,-374.64,17.45
290.7,2.33,16.48,120.67,-372.41,17.29
290.75,2.32,15.84,120.78,-371.28,17.06
290.8,2.32,14.86,120.85,-371.25,16.89
290.85,2.31,14.34,120.71,-372.06,16.72
290.9,2.31,13.84,120.25,-373.56,16.54
290.95,2.31,13.84,119.6,-375.62,16.39
291,2.31,14.34,119.06,-378.21,16.31
291.05,2.32,14.84,118.83,-381.13,16.34
291.1,2.32,15.43,118.72,-384.15,16.4
291.15,2.31,15.65,118.51,-386.87,16.49
291.2,2.31,15.62,118.14,-388.97,16.58
291.25,2.3,15.45,117.72,-390.29,16.71
291.3,2.29,15.21,117.38,-390.99,16.83
291.35,2.29,15.33,117.14,-391.53,16.87
291.4,2.28,14.91,116.98,-392.26,16.69
291.45,2.28,14.25,117.03,-393.17,16.29
291.5,2.27,13.23,117.28,-393.66,15.84
291.55,2.27,12.3,117.29,-393.23,15.47
291.6,2.26,11.51,116.85,-391.85,15.28
291.65,2.25,10.56,116.06,-389.92,15.21
291.7,2.25,10.21,115.41,-387.8,15.22
291.75,2.25,9.96,115,-385.49,15.26
291.8,2.25,9.63,114.78,-383.03,15.29
291.85,2.25,8.92,114.66,-380.56,15.31
291.9,2.25,8.11,114.59,-378.37,15.37
291.95,2.25,7.81,114.55,-376.67,15.43
292,2.26,7.58,114.53,-375.6,15.51
292.05,2.26,7.48,114.6,-375.22,15.6
292.1,2.27,7.21,114.79,-375.46,15.71
292.15,2.27,7.14,115.15,-376.12,15.84
292.2,2.28,7.27,115.66,-377.01,15.97
292.25,2.28,7.08,116.24,-378.01,16.12
292.3,2.28,7.27,116.76,-378.99,16.24
292.35,2.28,7.27,117.12,-379.6,16.31
292.4,2.28,8.11,117.34,-379.45,16.3
292.45,2.27,8.68,117.45,-378.14,16.21
292.5,2.27,9.36,117.47,-375.7,16.06
292.55,2.27,9.61,117.41,-372.28,15.92
292.6,2.27,10.19,117.23,-368.47,15.81
292.65,2.26,10.76,116.91,-365.01,15.74
292.7,2.26,11.19,116.51,-362.88,15.72
292.75,2.26,11.19,116.14,-362.64,15.71
292.8,2.27,11.48,115.9,-364.1,15.7
292.85,2.27,11.93,115.77,-366.36,15.69
292.9,2.28,12.08,115.7,-368.41,15.71
292.95,2.28,11.8,115.61,-369.81,15.79
293,2.28,11.38,115.54,-370.6,15.96
293.05,2.29,11.64,115.41,-371.32,16.15
293.1,2.3,11.6,115.33,-372.53,16.28
293.15,2.31,11.85,115.2,-374.82,16.32
293.2,2.31,11.69,115.11,-378.26,16.31
293.25,2.31,12.31,115.03,-382.58,16.3
293.3,2.32,12.6,114.99,-387.04,16.27
293.35,2.31,13.38,115.01,-391.02,16.24
293.4,2.31,13.8,115.05,-393.9,16.18
293.45,2.31,14.24,115.11,-395.41,16.09
293.5,2.3,14.61,115.13,-395.44,15.93
293.55,2.29,14.97,115.14,-394.18,15.74
293.6,2.29,15.52,115.15,-392.02,15.49
293.65,2.28,15.7,115.16,-389.61,15.24
293.7,2.28,15.64,115.16,-387.69,14.99
293.75,2.27,15.07,115.11,-386.94,14.78
293.8,2.27,14.34,115.06,-387.64,14.6
293.85,2.26,13.48,115,-389.51,14.46
293.9,2.26,12.37,114.98,-391.82,14.35
293.95,2.27,11.77,115,-393.7,14.27
294,2.27,11.43,115.05,-394.61,14.21
294.05,2.28,11.44,115.11,-394.11,14.18
294.1,2.29,10.77,115.13,-392.35,14.17
294.15,2.29,10.04,115.14,-389.59,14.16
294.2,2.29,9.56,115.15,-386.64,14.16
294.25,2.3,9.52,115.16,-383.96,14.16
294.3,2.31,9.42,115.16,-381.98,14.21
294.35,2.31,9.39,115.16,-380.58,14.32
294.4,2.31,9.16,115.16,-379.98,14.52
294.45,2.31,9.31,115.16,-380.19,14.77
294.5,2.3,9.09,115.16,-381.36,15.04
294.55,2.29,9.08,115.16,-383.24,15.27
294.6,2.28,8.84,115.16,-385.68,15.44
294.65,2.28,8.78,115.16,-388.26,15.52
294.7,2.27,8.52,115.16,-390.28,15.49
294.75,2.27,8.26,115.16,-391.04,15.39
294.8,2.27,8.16,115.16,-390.12,15.27
294.85,2.28,8.68,115.16,-388.06,15.13
294.9,2.28,9.57,115.16,-385.62,15.01
294.95,2.29,11.05,115.16,-383.91,14.85
295,2.3,12.12,115.2,-383.25,14.67
295.05,2.3,13.64,115.3,-383.51,14.4
295.1,2.31,14.55,115.47,-383.86,14.1
295.15,2.33,16.24,115.65,-383.6,13.8
295.2,2.34,17.36,115.85,-382.33,13.55
295.25,2.34,19.12,116.06,-380.42,13.34
295.3,2.33,20.5,116.41,-378.4,13.15
295.35,2.32,21.72,116.92,-376.87,12.93
295.4,2.31,22.44,117.67,-375.96,12.7
295.45,2.3,23.03,118.41,-375.56,12.49
295.5,2.3,23.7,119.07,-375.64,12.35
295.55,2.3,23.95,119.39,-376.39,12.26
295.6,2.29,23.73,119.45,-378.19,12.22
295.65,2.29,23.34,119.4,-380.99,12.25
295.7,2.28,23.21,119.58,-384.57,12.33
295.75,2.28,22.91,120,-388.51,12.41
295.8,2.28,22.22,120.48,-392.55,12.47
295.85,2.29,21.43,120.75,-396.42,12.49
295.9,2.29,20.93,120.76,-399.82,12.47
295.95,2.3,20.47,120.64,-402.42,12.43
296,2.3,20.28,120.49,-403.9,12.41
296.05,2.31,19.95,120.43,-404.16,12.44
296.1,2.32,20.45,120.39,-403.35,12.51
296.15,2.34,21.08,120.33,-401.73,12.62
296.2,2.35,21.31,120.13,-399.63,12.72
296.25,2.35,20.88,119.9,-397.3,12.8
296.3,2.36,20.04,119.54,-395.1,12.89
296.35,2.36,19.78,119.03,-393.32,12.97
296.4,2.36,19.36,118.32,-392.25,13.06
296.45,2.35,19.03,117.63,-391.96,13.15
296.5,2.35,18.48,117.18,-392.33,13.25
296.55,2.34,17.7,116.95,-392.97,13.34
296.6,2.33,16.84,116.99,-393.36,13.41
296.65,2.31,15.91,117.31,-393.17,13.45
296.7,2.3,15.35,117.73,-392.57,13.48
296.75,2.29,15.45,117.92,-392.07,13.55
296.8,2.29,15.96,117.74,-392.07,13.71
296.85,2.28,16.88,117.38,-392.58,13.96
296.9,2.28,17.37,117.14,-393.41,14.19
296.95,2.28,17.85,117.03,-394.33,14.31
297,2.28,18.64,117.04,-395.19,14.28
297.05,2.28,19.3,117.07,-395.73,14.19
297.1,2.28,19.79,117.12,-395.64,14.09
297.15,2.28,19.22,117.13,-394.66,14.07
297.2,2.28,18.6,117.19,-392.81,14.05
297.25,2.28,17.56,117.29,-390.49,14.05
297.3,2.28,17.03,117.41,-388.37,14.07
297.35,2.28,16.72,117.5,-386.95,14.15
297.4,2.29,16.35,117.54,-386.39,14.25
297.45,2.29,16.41,117.57,-386.36,14.37
297.5,2.29,16.35,117.58,-386.63,14.47
297.55,2.29,16.75,117.59,-386.97,14.52
297.6,2.3,17.82,117.59,-387.31,14.49
297.65,2.31,19.72,117.6,-387.32,14.43
297.7,2.32,21.91,117.6,-386.8,14.35
297.75,2.33,23.53,117.65,-385.71,14.32
297.8,2.34,24.29,117.75,-384.22,14.37
297.85,2.35,24.76,117.91,-382.42,14.48
297.9,2.35,24.81,118.05,-380.39,14.66
297.95,2.35,24.91,118.24,-378.5,14.84
298,2.35,24.34,118.53,-377.16,15.05
298.05,2.35,23.45,119.03,-376.56,15.28
298.1,2.35,21.76,119.54,-376.28,15.61
298.15,2.34,20.44,119.96,-376.04,16.04
298.2,2.34,18.84,120.2,-375.91,16.58
298.25,2.34,17.86,120.37,-376.59,17.11
298.3,2.33,16.94,120.54,-378.53,17.59
298.35,2.33,16.36,120.7,-381.73,17.9
298.4,2.34,15.86,120.85,-385.55,18.08
298.45,2.34,15.64,121.05,-389.04,18.08
298.5,2.34,16.1,121.3,-391.29,17.89
298.55,2.35,16.75,121.25,-391.65,17.43
298.6,2.35,17.57,120.8,-390.12,16.8
298.65,2.35,18.26,120.13,-387.28,16.18
298.7,2.36,19.37,119.59,-384.23,15.73
298.75,2.35,20.33,119.35,-381.79,15.48
298.8,2.35,21.14,119.24,-380.26,15.41
298.85,2.33,21.49,119.26,-379.34,15.45
298.9,2.32,21.33,119.2,-378.53,15.59
298.95,2.31,20.76,119.05,-377.51,15.85
299,2.3,20.02,118.7,-376.45,16.2
299.05,2.3,19.36,118.34,-376.03,16.53
299.1,2.29,18.68,117.93,-377.04,16.65
299.15,2.28,18.01,117.46,-379.71,16.46
299.2,2.26,17.14,116.93,-383.7,16.03
299.25,2.25,15.63,116.42,-387.93,15.57
299.3,2.25,13.95,116.08,-390.97,15.18
299.35,2.25,12.72,115.87,-391.36,14.92
299.4,2.25,12.33,115.76,-388.64,14.76
299.45,2.25,12.41,115.64,-383.75,14.66
299.5,2.26,13.15,115.51,-378.95,14.59
299.55,2.26,14.31,115.37,-376.28,14.57
299.6,2.27,15.49,115.27,-376.57,14.57
299.65,2.28,15.96,115.23,-379.08,14.59
299.7,2.29,16.29,115.2,-382.41,14.61
299.75,2.31,16.85,115.18,-385.48,14.65
299.8,2.31,17.63,115.17,-388.01,14.7
299.85,2.32,18.5,115.21,-390.12,14.76
299.9,2.33,19.03,115.26,-391.92,14.83
299.95,2.32,20.3,115.41,-393.3,14.9
300,2.32,21.47,115.68,-394.25,14.96
300.05,2.32,23.55,116.11,-394.97,15.02
300.1,2.33,26,116.56,-395.8,15.08
300.15,2.33,30.31,116.79,-396.91,15.13
300.2,2.32,34.26,116.74,-398.06,15.17
300.25,2.31,38.92,116.51,-398.85,15.19
300.3,2.29,43.04,116.33,-398.77,15.2
300.35,2.28,47.59,116.24,-397.62,15.23
300.4,2.27,51.13,116.23,-395.33,15.29
300.45,2.27,53.54,116.26,-392.25,15.37
300.5,2.28,55.33,116.17,-388.78,15.46
300.55,2.28,55.98,115.98,-385.54,15.58
300.6,2.29,56.26,115.75,-382.89,15.69
300.65,2.28,54.85,115.57,-381.05,15.78
300.7,2.28,52.62,115.49,-379.84,15.78
300.75,2.28,48.89,115.49,-378.85,15.7
300.8,2.29,45.3,115.52,-377.39,15.52
300.85,2.29,42.24,115.61,-375.42,15.32
300.9,2.29,40.31,115.72,-373.62,15.14
300.95,2.29,39.11,115.85,-373.3,15
301,2.29,38.28,115.95,-375.28,14.88
301.05,2.29,37.28,116.03,-379.31,14.78
301.1,2.28,36.11,116.16,-384.37,14.68
301.15,2.28,35.28,116.29,-388.95,14.57
301.2,2.28,34.88,116.43,-392.06,14.46
301.25,2.28,35.03,116.53,-393.19,14.38
301.3,2.28,34.58,116.67,-392.82,14.32
301.35,2.28,34.12,116.8,-391.92,14.24
301.4,2.27,32.94,116.99,-391.43,14.15
301.45,2.27,31.81,117.14,-391.84,14.1
301.5,2.27,30.55,117.3,-392.82,14.07
301.55,2.26,29.27,117.4,-393.67,14.11
301.6,2.26,27.97,117.5,-393.6,14.2
301.65,2.25,26.05,117.54,-392.16,14.34
301.7,2.25,24.6,117.61,-389.25,14.5
301.75,2.25,22.53,117.68,-385.26,14.64
301.8,2.25,21.03,117.76,-381.13,14.75
301.85,2.24,19.11,117.79,-378.08,14.81
301.9,2.24,18.03,117.81,-376.9,14.82
301.95,2.23,16.83,117.82,-377.68,14.8
302,2.24,15.97,117.82,-379.61,14.77
302.05,2.24,15.16,117.83,-381.68,14.75
302.1,2.25,14.63,117.83,-383.09,14.74
302.15,2.25,14.56,117.83,-383.8,14.71
302.2,2.25,14.64,117.83,-384.32,14.67
302.25,2.25,14.84,117.83,-385.23,14.6
302.3,2.26,15.1,117.78,-386.61,14.53
302.35,2.27,15.19,117.73,-388.18,14.5
302.4,2.28,15.46,117.66,-389.54,14.5
302.45,2.28,15.53,117.68,-390.64,14.54
302.5,2.28,15.6,117.68,-391.32,14.54
302.55,2.28,15.43,117.68,-391.48,14.53
302.6,2.28,15.4,117.63,-390.79,14.49
302.65,2.28,14.97,117.62,-389.39,14.46
302.7,2.28,14.47,117.61,-387.67,14.47
302.75,2.27,13.69,117.61,-386.31,14.51
302.8,2.27,13.43,117.6,-385.81,14.6
302.85,2.26,13.42,117.6,-386.38,14.69
302.9,2.26,13.57,117.6,-387.92,14.77
302.95,2.26,13.4,117.65,-390.13,14.83
303,2.26,13.19,117.7,-392.55,14.87
303.05,2.27,13.52,117.77,-394.71,14.91
303.1,2.27,13.94,117.79,-396.19,14.94
303.15,2.27,14.29,117.81,-396.66,14.95
303.2,2.28,14.05,117.82,-395.95,14.91
303.25,2.29,14.47,117.82,-393.97,14.84
303.3,2.3,15.7,117.83,-390.81,14.77
303.35,2.31,17.23,117.83,-386.94,14.7
303.4,2.3,18.99,117.83,-383.33,14.65
303.45,2.3,20.65,117.87,-380.97,14.63
303.5,2.29,22.93,117.93,-380.21,14.63
303.55,2.29,24.72,117.99,-380.57,14.69
303.6,2.28,25.93,117.97,-381.22,14.8
303.65,2.28,26.73,117.84,-381.66,14.97
303.7,2.27,27.93,117.64,-381.87,15.21
303.75,2.27,29.13,117.3,-382.03,15.5
303.8,2.27,30.01,116.93,-382.2,15.78
303.85,2.28,29.83,116.48,-382.26,15.93
303.9,2.28,28.97,116.14,-381.86,15.93
303.95,2.28,27.36,115.89,-380.72,15.79
304,2.29,26.07,115.77,-378.76,15.64
304.05,2.29,24.89,115.7,-376.26,15.53
304.1,2.29,24.39,115.7,-373.85,15.49
304.15,2.29,24.26,115.78,-372.11,15.48
304.2,2.28,24.53,115.93,-371.36,15.47
304.25,2.28,24.36,116.06,-371.17,15.45
304.3,2.28,23.98,116.2,-370.87,15.44
304.35,2.28,23.67,116.35,-370.14,15.44
304.4,2.28,24.53,116.54,-369.33,15.44
304.45,2.28,25.64,116.79,-369.36,15.43
304.5,2.28,27.23,117.14,-370.64,15.38
304.55,2.27,28.78,117.75,-373.19,15.26
304.6,2.27,30.2,118.52,-376.29,15.06
304.65,2.26,31.2,119.42,-379.34,14.8
304.7,2.26,31.28,120.15,-382.04,14.5
304.75,2.26,31.7,120.65,-384.39,14.2
304.8,2.27,32.2,120.85,-386.49,13.94
304.85,2.27,33.18,120.73,-388.23,13.72
304.9,2.28,33.88,120.39,-389.65,13.54
304.95,2.29,34.01,119.94,-391.02,13.34
305,2.29,34.78,119.65,-392.69,13.15
305.05,2.29,36.36,119.5,-394.92,12.97
305.1,2.29,38.63,119.5,-397.32,12.89
305.15,2.29,42.8,119.56,-399.36,12.92
305.2,2.29,49.89,119.71,-400.38,13.1
305.25,2.28,62.34,119.93,-400.28,13.44
305.3,2.26,78.65,120.27,-399.43,13.97
305.35,2.25,93.6,120.87,-398.41,14.81
305.4,2.24,108.25,121.86,-397.67,16.08
305.45,2.24,119.97,123.15,-397.33,17.69
305.5,2.24,133.05,124.58,-397.45,19.14
305.55,2.23,142.2,125.75,-397.91,19.89
305.6,2.23,148.65,126.58,-398.4,19.72
305.65,2.23,150.17,127.02,-398.39,18.99
305.7,2.24,147.56,127.27,-397.47,18.11
305.75,2.25,143.15,127.41,-395.83,17.3
305.8,2.26,134.74,127.49,-394.08,16.57
305.85,2.26,122.78,127.54,-392.9,15.89
305.9,2.25,105.1,127.56,-392.51,15.32
305.95,2.25,89.98,127.57,-392.83,14.94
306,2.25,76.21,127.54,-393.52,14.82
306.05,2.25,64.04,127.31,-394.29,15.03
306.1,2.25,50.85,126.86,-394.87,15.52
306.15,2.24,39.38,126.24,-395.13,16.01
306.2,2.24,31.45,125.53,-395.14,16.23
306.25,2.24,25.36,124.69,-395.17,16.1
306.3,2.24,21.56,123.58,-395.53,15.77
306.35,2.24,18.59,122.3,-396.41,15.37
306.4,2.25,17.03,121.16,-397.79,15
306.45,2.26,16.12,120.32,-399.38,14.68
306.5,2.25,16.03,119.84,-400.74,14.48
306.55,2.25,16.83,119.53,-401.6,14.4
306.6,2.25,18.37,119.37,-401.99,14.42
306.65,2.25,19.84,119.28,-402.26,14.5
306.7,2.25,21.04,119.27,-402.73,14.59
306.75,2.25,21.98,119.29,-403.5,14.66
306.8,2.25,22.6,119.34,-404.23,14.75
306.85,2.25,22.92,119.36,-404.43,14.87
306.9,2.25,23.1,119.37,-403.59,15.01
306.95,2.25,23.8,119.42,-401.41,15.16
307,2.25,24.58,119.61,-397.73,15.28
307.05,2.25,25.28,119.92,-392.73,15.39
307.1,2.25,24.77,120.2,-387.06,15.45
307.15,2.25,24.01,120.18,-381.6,15.46
307.2,2.26,23.16,119.97,-376.99,15.42
307.25,2.26,23.03,119.7,-373.43,15.34
307.3,2.26,23.24,119.56,-370.81,15.24
307.35,2.26,23.65,119.48,-369.08,15.17
307.4,2.26,24.38,119.48,-368.21,15.17
307.45,2.26,25.01,119.51,-368.2,15.24
307.5,2.26,25.08,119.56,-368.91,15.35
307.55,2.26,24.42,119.62,-370.14,15.45
307.6,2.26,23.7,119.73,-371.7,15.48
307.65,2.27,23.22,119.9,-373.45,15.39
307.7,2.27,23.19,120.09,-375.3,15.17
307.75,2.27,23.48,120.29,-376.86,14.87
307.8,2.27,23.93,120.5,-377.51,14.55
307.85,2.27,24.48,120.72,-376.78,14.31
307.9,2.28,25.28,120.94,-374.84,14.12
307.95,2.27,26.35,121.12,-372.89,13.98
308,2.28,28.93,121.24,-372.27,13.86
308.05,2.28,34.26,121.34,-374.14,13.76
308.1,2.28,40.24,121.48,-378.4,13.69
308.15,2.29,47.7,121.66,-384.28,13.69
308.2,2.29,54.39,121.85,-390.31,13.77
308.25,2.29,62.22,122.06,-395.22,14
308.3,2.28,69.72,122.23,-398.13,14.35
308.35,2.28,75.59,122.44,-398.96,14.82
308.4,2.28,81.86,122.74,-398.37,15.27
308.45,2.28,87.69,123.24,-397.25,15.65
308.5,2.28,93.71,123.89,-396.32,15.89
308.55,2.28,96.28,124.69,-395.75,16.07
308.6,2.27,96.6,125.56,-395.52,16.2
308.65,2.28,94.18,126.34,-395.38,16.34
308.7,2.28,90.55,126.89,-395.07,16.49
308.75,2.27,85.55,127.16,-394.13,16.61
308.8,2.27,79.82,127.1,-392.42,16.65
308.85,2.26,75.47,126.7,-390.12,16.56
308.9,2.26,69.86,126.16,-388.05,16.38
308.95,2.26,63.87,125.8,-386.98,16.16
309,2.26,56.34,125.79,-387.43,15.97
309.05,2.26,49.64,125.85,-388.95,15.86
309.1,2.26,44.8,125.78,-390.72,15.85
309.15,2.27,41.29,125.59,-391.74,15.87
309.2,2.27,38.82,125.54,-391.7,15.82
309.25,2.28,35.82,125.67,-391.12,15.64
309.3,2.29,32.73,125.82,-390.97,15.35
309.35,2.3,29.91,125.84,-392.15,15.08
309.4,2.3,27.93,125.65,-394.44,14.85
309.45,2.31,26.57,125.39,-396.93,14.66
309.5,2.31,25.5,125.17,-398.45,14.42
309.55,2.3,24.01,125.07,-398.66,14.14
309.6,2.3,22.5,125.05,-398.16,13.83
309.65,2.29,20.1,125.11,-397.87,13.55
309.7,2.28,18.32,125.3,-398.14,13.31
309.75,2.27,16.69,125.57,-398.46,13.16
309.8,2.26,15.8,125.93,-397.87,13.13
309.85,2.26,15.1,126.28,-395.61,13.26
309.9,2.26,14.18,126.56,-391.56,13.51
309.95,2.26,13.06,126.64,-386.26,13.83
310,2.26,11.85,126.39,-380.95,14.12
310.05,2.25,11.78,125.83,-377.07,14.34
310.1,2.25,12.13,125.09,-375.77,14.47
310.15,2.25,12.78,124.48,-377.29,14.54
310.2,2.26,12.78,124.07,-380.82,14.53
310.25,2.26,12.91,123.87,-384.78,14.49
310.3,2.26,13.34,123.79,-387.52,14.43
310.35,2.26,13.65,123.87,-388.08,14.39
310.4,2.26,14.6,124,-386.24,14.37
310.45,2.26,15.25,124.04,-382.63,14.37
310.5,2.26,16.17,123.77,-378.32,14.39
310.55,2.27,16.08,123.19,-374.72,14.4
310.6,2.28,16.05,122.53,-372.65,14.39
310.65,2.29,16.23,121.97,-372.19,14.36
310.7,2.29,16.86,121.64,-372.88,14.31
310.75,2.3,17.42,121.42,-374.37,14.26
310.8,2.3,18.05,121.31,-376.68,14.21
310.85,2.31,20.09,121.24,-379.86,14.17
310.9,2.31,22.43,121.16,-383.76,14.15
310.95,2.31,24.51,121.08,-387.8,14.16
311,2.31,25.79,121.01,-391.15,14.22
311.05,2.3,27.86,120.98,-393.07,14.27
311.1,2.29,30.33,120.96,-393.18,14.37
311.15,2.28,32.44,120.94,-391.73,14.4
311.2,2.27,33.95,120.94,-389.44,14.47
311.25,2.27,35.48,120.89,-387.36,14.47
311.3,2.26,37.29,120.84,-386.09,14.44
311.35,2.26,37.55,120.77,-385.58,14.39
311.4,2.26,37.17,120.75,-385.16,14.33
311.45,2.26,35.94,120.73,-384.23,14.33
311.5,2.27,35.22,120.68,-382.72,14.4
311.55,2.27,33.43,120.58,-380.9,14.56
311.6,2.28,30.93,120.46,-379.12,14.77
311.65,2.28,28.47,120.37,-377.56,14.97
311.7,2.28,26.48,120.37,-376.58,15.09
311.75,2.28,25.39,120.35,-376.64,15.14
311.8,2.27,24.57,120.35,-377.92,15.13
311.85,2.26,23.39,120.3,-380.18,15.1
311.9,2.26,22.39,120.29,-382.69,15.07
311.95,2.25,21.36,120.28,-384.85,15.09
312,2.25,22.15,120.28,-386.23,15.16
312.05,2.25,22.9,120.18,-386.86,15.3
312.1,2.24,25.01,120.03,-386.96,15.45
312.15,2.24,27.58,119.85,-387.04,15.63
312.2,2.23,31.32,119.74,-387.44,15.82
312.25,2.23,35.18,119.68,-388.23,16.06
312.3,2.23,38.3,119.64,-389.01,16.33
312.35,2.23,41.1,119.62,-389.14,16.61
312.4,2.23,43.08,119.61,-388.05,16.87
312.45,2.23,44.64,119.61,-385.73,17.09
312.5,2.22,45.34,119.6,-382.84,17.29
312.55,2.22,45.6,119.65,-380.54,17.48
312.6,2.22,45.59,119.74,-379.75,17.57
312.65,2.22,45.44,119.95,-380.66,17.49
312.7,2.22,45.41,120.41,-382.62,17.26
312.75,2.21,45.57,121.21,-384.67,17.01
312.8,2.21,45.2,122.17,-386.19,16.84
312.85,2.22,44.55,123.01,-387.09,16.77
312.9,2.22,44.15,123.55,-387.39,16.75
312.95,2.22,45.54,123.87,-386.86,16.73
313,2.22,47.34,124.04,-385.12,16.69
313.05,2.23,49.98,124.18,-382.39,16.64
313.1,2.23,52.46,124.29,-379.8,16.59
313.15,2.24,55.09,124.39,-378.58,16.62
313.2,2.24,57.11,124.43,-379.5,16.72
313.25,2.23,58.24,124.46,-382.14,16.91
313.3,2.22,59.27,124.43,-385.87,17.13
313.35,2.21,59.9,124.38,-389.51,17.36
313.4,2.21,60.03,124.32,-392.05,17.56
313.45,2.21,59.19,124.3,-392.38,17.7
313.5,2.21,58.04,124.23,-390.2,17.71
313.55,2.21,56.05,124.13,-386.23,17.57
313.6,2.2,53.42,123.92,-381.93,17.32
313.65,2.21,49.89,123.64,-378.87,17.01
313.7,2.22,46.06,123.27,-377.66,16.68
313.75,2.23,42.99,122.92,-378.12,16.28
313.8,2.24,40.01,122.6,-379.37,15.84
313.85,2.25,38,122.33,-380.65,15.45
