Depth,Dense,Ng,Cal,SP,Res
313.9,2.25,35.6,122.08,-381.31,15.18
313.95,2.25,32.92,121.89,-381.04,15.04
314,2.26,30.31,121.8,-379.87,14.98
314.05,2.26,27.65,121.87,-378.06,14.96
314.1,2.27,25.39,122.05,-376.05,14.95
314.15,2.27,23.21,122.19,-374.29,14.95
314.2,2.28,21.32,122.08,-373.14,14.94
314.25,2.28,20.11,121.73,-372.65,14.95
314.3,2.27,18.89,121.28,-372.7,14.98
314.35,2.28,17.8,120.94,-373.07,15.03
314.4,2.28,16.54,120.78,-373.72,15.07
314.45,2.28,15.47,120.73,-374.46,15.11
314.5,2.3,14.8,120.73,-375.09,15.14
314.55,2.31,14.45,120.72,-375.32,15.14
314.6,2.32,14.25,120.76,-375.33,15.12
314.65,2.31,14.14,120.94,-375.56,15.08
314.7,2.31,14.48,121.39,-376.73,15.07
314.75,2.31,14.92,122,-379.05,15.08
314.8,2.31,14.88,122.57,-382.25,15.14
314.85,2.32,14.36,122.94,-385.04,15.26
314.9,2.33,13.85,123.09,-386.39,15.4
314.95,2.34,14.24,123.14,-385.93,15.51
315,2.35,14.82,123.09,-384.59,15.6
315.05,2.35,15.61,122.96,-383.44,15.68
315.1,2.35,16.09,122.61,-383.19,15.82
315.15,2.36,16.34,122.17,-383.71,16.11
315.2,2.36,15.69,121.69,-384.63,16.64
315.25,2.37,14.81,121.38,-385.51,17.46
315.3,2.37,13.9,121.31,-386.05,18.43
315.35,2.37,13.34,121.41,-385.95,19.26
315.4,2.36,12.85,121.5,-385.07,19.69
315.45,2.34,12.44,121.36,-383.43,19.68
315.5,2.33,12.46,121.13,-381.4,19.45
315.55,2.31,11.98,120.97,-379.23,19.24
315.6,2.3,11.49,120.94,-377.24,19.15
315.65,2.27,10.69,120.94,-375.59,19.15
315.7,2.26,10.44,120.89,-374.51,19.16
315.75,2.25,10.83,120.79,-373.99,19.19
315.8,2.24,11.45,120.67,-373.97,19.3
315.85,2.24,12.46,120.59,-374.22,19.55
315.9,2.23,12.98,120.59,-374.5,19.74
315.95,2.23,13.29,120.57,-374.49,19.63
316,2.23,13.25,120.31,-373.93,19.12
316.05,2.23,12.51,119.72,-372.98,18.35
316.1,2.24,11.95,119.01,-372.09,17.51
316.15,2.24,11.49,118.53,-371.94,16.74
316.2,2.24,12.09,118.34,-372.78,16.11
316.25,2.24,12.72,118.29,-374.67,15.67
316.3,2.24,12.96,118.11,-377.41,15.43
316.35,2.24,12.94,117.75,-380.92,15.36
316.4,2.23,12.98,117.29,-384.78,15.39
316.45,2.24,13.38,116.91,-388.19,15.49
316.5,2.24,13.67,116.65,-390.29,15.59
316.55,2.24,14.01,116.47,-390.77,15.71
316.6,2.25,14.74,116.39,-390.05,15.84
316.65,2.25,14.95,116.33,-388.71,15.99
316.7,2.25,14.94,116.31,-387.32,16.12
316.75,2.25,14.38,116.29,-386.22,16.24
316.8,2.26,14.46,116.28,-385.74,16.33
316.85,2.26,14.57,116.28,-385.83,16.4
316.9,2.27,15.21,116.27,-386.11,16.47
316.95,2.28,16.16,116.27,-385.87,16.56
317,2.28,17.27,116.32,-384.57,16.65
317.05,2.29,18.29,116.41,-382.14,16.7
317.1,2.29,18.51,116.62,-379.16,16.68
317.15,2.29,18.96,116.86,-376.31,16.61
317.2,2.28,18.49,117.12,-373.97,16.51
317.25,2.28,18.29,117.31,-372.06,16.4
317.3,2.28,17.56,117.49,-370.55,16.28
317.35,2.28,17.37,117.66,-369.88,16.13
317.4,2.29,17.19,117.86,-370.55,15.93
317.45,2.29,16.51,118.11,-372.91,15.66
317.5,2.29,15.34,118.51,-376.65,15.34
317.55,2.29,13.97,119.13,-381.13,15.04
317.6,2.29,13.06,119.87,-385.32,14.86
317.65,2.3,12.81,120.49,-388.4,14.86
317.7,2.31,12.57,120.9,-390.01,15.02
317.75,2.31,12.68,121.11,-390.46,15.27
317.8,2.31,13.05,121.19,-390.3,15.56
317.85,2.3,13.75,121.2,-389.92,15.85
317.9,2.3,14.56,121.17,-389.5,16.11
317.95,2.29,15.46,121.17,-389.23,16.26
318,2.29,17,121.12,-389.42,16.36
318.05,2.29,18.29,121.02,-390.15,16.36
318.1,2.28,19.26,120.77,-391.23,16.34
318.15,2.27,19.71,120.21,-392.17,16.28
318.2,2.26,20.19,119.33,-392.72,16.2
318.25,2.26,20.38,118.38,-392.82,16.1
318.3,2.26,19.72,117.66,-392.48,15.99
318.35,2.26,18.82,117.24,-391.55,15.9
318.4,2.27,17.71,117.01,-389.73,15.84
318.45,2.28,16.71,116.88,-386.82,15.82
318.5,2.29,15.28,116.81,-382.81,15.87
318.55,2.3,14.4,116.77,-378.2,15.95
318.6,2.31,13.94,116.75,-373.92,16.07
318.65,2.33,13.67,116.78,-371.03,16.15
318.7,2.33,12.92,116.78,-370.13,16.22
318.75,2.34,12.12,116.79,-371.12,16.27
318.8,2.33,11.61,116.75,-373.33,16.35
318.85,2.34,11.75,116.78,-375.87,16.46
318.9,2.34,12.27,116.91,-378,16.62
318.95,2.33,13.2,117.21,-379.38,16.84
319,2.33,13.9,117.57,-380.14,17.07
319.05,2.33,14.42,117.87,-380.63,17.2
319.1,2.32,14.66,118.05,-381.14,17.15
319.15,2.32,15.22,118.15,-381.91,16.95
319.2,2.32,16.78,118.16,-383.13,16.73
319.25,2.33,18.6,118.09,-384.91,16.6
319.3,2.33,21.28,117.9,-387.07,16.61
319.35,2.32,24.18,117.72,-389.14,16.71
319.4,2.32,27.09,117.55,-390.8,16.88
319.45,2.31,29.25,117.48,-392.02,17.1
319.5,2.3,30.27,117.44,-392.9,17.35
319.55,2.29,31.3,117.41,-393.1,17.6
319.6,2.28,31.72,117.44,-392.07,17.82
319.65,2.27,32,117.58,-389.68,17.95
319.7,2.27,31.14,117.97,-386.49,17.95
319.75,2.27,30.23,118.56,-383.52,17.79
319.8,2.27,28.48,119.11,-381.25,17.52
319.85,2.28,26.14,119.47,-379.69,17.24
319.9,2.28,23.12,119.57,-378.58,16.99
319.95,2.29,20.45,119.52,-377.95,16.78
320,2.29,18.92,119.27,-377.87,16.58
320.05,2.3,17.67,118.85,-378.19,16.38
320.1,2.3,16.32,118.32,-378.64,16.2
320.15,2.3,15.93,117.82,-378.97,16.04
320.2,2.3,17.52,117.35,-379.26,15.91
320.25,2.3,19.39,116.93,-379.59,15.81
320.3,2.3,20.78,116.53,-380.05,15.72
320.35,2.29,19.33,116.23,-380.63,15.66
320.4,2.29,17.92,116.05,-381.28,15.59
320.45,2.29,15.72,115.96,-381.91,15.55
320.5,2.29,15,115.9,-382.39,15.51
320.55,2.29,14.18,115.83,-382.63,15.5
320.6,2.3,14.33,115.76,-382.35,15.49
320.65,2.3,14.97,115.68,-381.15,15.48
320.7,2.3,15.93,115.65,-378.61,15.46
320.75,2.3,16.58,115.63,-374.75,15.45
320.8,2.3,16.7,115.62,-370.27,15.44
320.85,2.31,17.06,115.62,-366.37,15.44
320.9,2.31,17.35,115.61,-364.33,15.45
320.95,2.31,17.68,115.61,-364.63,15.46
321,2.31,18.01,115.61,-366.83,15.47
321.05,2.31,18.54,115.61,-369.8,15.49
321.1,2.31,18.51,115.61,-372.56,15.54
321.15,2.31,18.21,115.61,-374.71,15.61
321.2,2.3,17.14,115.65,-376.44,15.68
321.25,2.3,16.27,115.71,-377.93,15.74
321.3,2.29,15.08,115.77,-379.19,15.81
321.35,2.29,13.67,115.79,-379.96,15.87
321.4,2.29,12.35,115.86,-380.2,15.92
321.45,2.29,11.4,115.92,-379.92,15.98
321.5,2.28,10.75,115.98,-379.33,16.07
321.55,2.28,10.23,116.01,-378.63,16.18
321.6,2.28,9.6,116.07,-378.18,16.27
321.65,2.28,9.37,116.14,-378.15,16.34
321.7,2.29,8.99,116.2,-378.45,16.39
321.75,2.29,8.67,116.23,-378.76,16.44
321.8,2.3,8.33,116.29,-378.81,16.46
321.85,2.3,8.4,116.35,-378.56,16.44
321.9,2.3,8.55,116.51,-378.24,16.37
321.95,2.31,8.39,116.69,-378.33,16.25
322,2.32,7.79,116.85,-379.4,16.12
322.05,2.32,7.24,116.78,-381.58,16.02
322.1,2.32,7,116.53,-384.29,15.95
322.15,2.31,7.05,116.25,-386.45,15.89
322.2,2.3,7.21,116.06,-387.23,15.82
322.25,2.3,7.25,115.96,-386.53,15.77
322.3,2.29,7.49,115.9,-384.86,15.73
322.35,2.28,7.95,115.87,-382.88,15.68
322.4,2.27,8.69,115.85,-381.08,15.63
322.45,2.26,9.53,115.84,-379.81,15.57
322.5,2.25,10.04,115.84,-379.29,15.53
322.55,2.25,10.31,115.88,-379.52,15.49
322.6,2.25,10.27,115.93,-380.23,15.48
322.65,2.26,10.12,115.99,-380.96,15.48
322.7,2.27,10.08,116.01,-381.44,15.48
322.75,2.27,10.04,116.03,-381.67,15.47
322.8,2.28,10.02,116.04,-381.99,15.44
322.85,2.28,9.41,116.09,-382.59,15.41
322.9,2.29,8.69,116.14,-383.34,15.41
322.95,2.3,7.42,116.21,-383.74,15.45
323,2.31,7.02,116.19,-383.67,15.55
323.05,2.31,6.89,116.15,-383.29,15.66
323.1,2.31,7.18,116.05,-383.02,15.75
323.15,2.31,7.21,115.98,-382.85,15.79
323.2,2.3,7.28,115.86,-382.45,15.8
323.25,2.3,7.7,115.78,-381.32,15.81
323.3,2.3,8,115.69,-379.58,15.83
323.35,2.3,8.34,115.62,-377.91,15.88
323.4,2.3,8.47,115.54,-377.31,15.92
323.45,2.3,8.96,115.46,-378.11,15.99
323.5,2.3,9.09,115.43,-379.88,16.06
323.55,2.3,9.21,115.41,-381.85,16.15
323.6,2.3,9.46,115.39,-383.44,16.21
323.65,2.3,9.93,115.39,-384.43,16.24
323.7,2.29,10.68,115.38,-384.63,16.22
323.75,2.29,11.12,115.38,-383.76,16.19
323.8,2.29,11.56,115.38,-381.58,16.14
323.85,2.28,11.74,115.43,-378.11,16.08
323.9,2.27,11.86,115.48,-373.85,16.02
323.95,2.27,11.72,115.55,-369.92,15.98
324,2.26,11.52,115.62,-367.57,15.98
324.05,2.26,11.25,115.69,-367.51,16.02
324.1,2.27,10.95,115.76,-369.1,16.12
324.15,2.27,10.64,115.83,-371.01,16.24
324.2,2.28,10.52,115.9,-372.21,16.37
324.25,2.28,10.63,115.98,-372.67,16.51
324.3,2.28,10.83,116.05,-373.07,16.61
324.35,2.27,11.09,116.17,-373.92,16.66
324.4,2.27,11.58,116.34,-375.39,16.64
324.45,2.27,12.54,116.49,-377.25,16.54
324.5,2.26,13.42,116.69,-379.32,16.4
324.55,2.25,14.39,116.89,-381.62,16.24
324.6,2.25,14.96,117.14,-384.34,16.12
324.65,2.25,15.87,117.37,-387.49,16.01
324.7,2.25,16.97,117.64,-390.72,15.9
324.75,2.26,18.17,117.92,-393.17,15.76
324.8,2.27,19.23,118.21,-394.06,15.61
324.85,2.27,19.68,118.45,-392.9,15.45
324.9,2.28,20.38,118.69,-390.22,15.33
324.95,2.28,20.81,118.93,-387.06,15.21
325,2.29,21.44,119.15,-384.78,15.1
325.05,2.3,21.25,119.38,-383.9,14.99
325.1,2.3,21.54,119.55,-384.35,14.93
325.15,2.29,21.76,119.81,-385.63,14.94
325.2,2.29,22.06,120.34,-387.52,15.01
325.25,2.3,21.76,121.17,-389.82,15.13
325.3,2.3,21.16,122.02,-392.29,15.26
325.35,2.31,20.99,122.62,-394.45,15.38
325.4,2.31,20.63,122.91,-395.8,15.47
325.45,2.32,20.72,122.87,-395.92,15.5
325.5,2.32,20.67,122.52,-394.89,15.49
325.55,2.32,21.48,122.04,-393.1,15.41
325.6,2.32,21.63,121.7,-391.31,15.29
325.65,2.31,21.42,121.58,-390.13,15.19
325.7,2.31,20.21,121.61,-389.79,15.11
325.75,2.31,19.33,121.69,-389.95,15.06
325.8,2.3,19.11,121.75,-390.02,14.98
325.85,2.29,18.89,121.82,-389.49,14.84
325.9,2.29,18.8,121.99,-388.42,14.63
325.95,2.28,18.14,122.34,-387.38,14.4
326,2.27,17.79,122.94,-387.11,14.2
326.05,2.27,17.19,123.62,-388.03,14.08
326.1,2.27,16.99,124.09,-390.02,14.03
326.15,2.27,16.64,124.37,-392.58,14.06
326.2,2.27,16.53,124.56,-395.23,14.15
326.25,2.27,16.03,124.79,-397.67,14.27
326.3,2.27,15.71,124.96,-399.9,14.38
326.35,2.27,15.35,125,-401.9,14.43
326.4,2.26,15.21,124.95,-403.52,14.42
326.45,2.26,15.11,124.9,-404.3,14.36
326.5,2.25,15.07,124.88,-403.75,14.31
326.55,2.24,15.04,124.83,-401.62,14.27
326.6,2.24,15.22,124.59,-398.26,14.27
326.65,2.24,15.25,124.27,-394.51,14.31
326.7,2.25,15.29,124.11,-391.29,14.38
326.75,2.25,14.91,124.32,-389.11,14.48
326.8,2.25,14.64,124.78,-387.55,14.58
326.85,2.26,14.31,125.18,-385.73,14.67
326.9,2.26,14.19,125.31,-382.72,14.74
326.95,2.28,14.1,125.14,-378.48,14.8
327,2.28,13.66,124.78,-373.77,14.84
327.05,2.29,13.15,124.32,-369.95,14.84
327.1,2.3,12.36,123.98,-367.84,14.79
327.15,2.3,11.9,123.87,-367.52,14.69
327.2,2.31,11.45,124.04,-368.21,14.56
327.25,2.32,11.67,124.54,-369.19,14.42
327.3,2.33,12.03,125.34,-370.16,14.26
327.35,2.34,12.94,126.22,-371.4,14.13
327.4,2.34,14.19,126.96,-373.29,14.07
327.45,2.34,15.63,127.42,-375.91,14.09
327.5,2.33,17.36,127.7,-378.99,14.21
327.55,2.33,18.6,127.89,-382.18,14.4
327.6,2.33,20.39,128.03,-385.31,14.67
327.65,2.32,22.4,128.14,-388.56,14.96
327.7,2.31,24.76,128.19,-392.06,15.23
327.75,2.3,26.83,128.22,-395.76,15.49
327.8,2.29,28.12,128.19,-399.31,15.73
327.85,2.29,28.19,128.15,-402.32,15.96
327.9,2.29,27.86,128.09,-404.57,16.13
327.95,2.29,27.01,128.03,-405.91,16.24
328,2.29,26.37,127.91,-406.08,16.33
328.05,2.29,25.48,127.75,-404.84,16.48
328.1,2.29,23.97,127.51,-402.13,16.73
328.15,2.29,21.69,127.25,-398.49,16.97
328.2,2.3,19.33,126.98,-394.87,17.12
328.25,2.31,17.6,126.74,-392.13,17.08
328.3,2.3,16.99,126.54,-390.68,16.91
328.35,2.29,17.12,126.37,-390.32,16.68
328.4,2.28,18.02,126.25,-390.81,16.48
328.45,2.27,19.63,126.1,-391.86,16.38
328.5,2.27,21.13,125.96,-393.19,16.43
328.55,2.27,22.35,125.82,-394.12,16.61
328.6,2.27,23.3,125.72,-393.95,16.87
328.65,2.27,24.53,125.67,-392.32,17.15
328.7,2.26,25.37,125.64,-389.6,17.36
328.75,2.26,25.38,125.67,-386.75,17.45
328.8,2.26,24.55,125.71,-384.78,17.33
328.85,2.27,22.99,125.72,-384.24,17.06
328.9,2.27,20.91,125.69,-384.95,16.65
328.95,2.28,18.18,125.69,-386.29,16.16
329,2.29,15.82,125.72,-387.51,15.63
329.05,2.29,14.2,125.77,-388.34,15.12
329.1,2.28,12.8,125.75,-388.93,14.69
329.15,2.27,11.6,125.71,-389.69,14.34
329.2,2.27,10.48,125.65,-391.02,14.09
329.25,2.26,10.22,125.68,-393.14,13.96
329.3,2.26,10.34,125.71,-395.95,13.92
329.35,2.25,11.31,125.73,-398.99,13.94
329.4,2.25,12.33,125.69,-401.45,13.95
329.45,2.25,13.93,125.64,-402.48,13.96
329.5,2.25,15.05,125.67,-401.41,13.93
329.55,2.23,16,125.67,-398.37,13.89
329.6,2.23,16.61,125.67,-394.02,13.83
329.65,2.23,16.92,125.63,-389.55,13.74
329.7,2.24,16.91,125.62,-386.02,13.61
329.75,2.24,16.17,125.56,-384.37,13.48
329.8,2.25,15.41,125.42,-385.04,13.35
329.85,2.26,14.32,125.06,-387.84,13.27
329.9,2.26,12.95,124.57,-391.86,13.25
329.95,2.26,11.05,124,-395.85,13.32
330,2.27,9.6,123.47,-398.87,13.46
330.05,2.28,8.73,123.03,-400.58,13.65
330.1,2.29,8.67,122.57,-401.26,13.91
330.15,2.3,8.68,122.08,-401.39,14.2
330.2,2.3,9.27,121.36,-401.3,14.53
330.25,2.29,9.59,120.36,-401,14.85
330.3,2.29,9.97,119.17,-400.24,15.14
330.35,2.29,9.91,118.11,-398.68,15.31
330.4,2.29,10.18,117.4,-396.15,15.39
330.45,2.29,10.42,117,-392.66,15.37
330.5,2.29,10.52,116.77,-388.6,15.32
330.55,2.28,10.39,116.65,-384.58,15.26
330.6,2.28,9.98,116.62,-381.46,15.25
330.65,2.28,9.47,116.64,-379.94,15.29
330.7,2.28,8.89,116.73,-380.2,15.36
330.75,2.28,8.67,116.79,-381.68,15.43
330.8,2.28,8.71,116.83,-383.41,15.49
330.85,2.28,9.28,116.8,-384.58,15.56
330.9,2.27,9.6,116.76,-384.84,15.62
330.95,2.27,9.98,116.74,-384.43,15.65
331,2.25,9.71,116.78,-383.61,15.66
331.05,2.25,9.54,116.91,-382.51,15.64
331.1,2.24,9.25,117.12,-380.98,15.57
331.15,2.24,9.56,117.32,-379.19,15.44
331.2,2.25,9.56,117.54,-377.53,15.25
331.25,2.25,9.82,117.84,-376.56,15.04
331.3,2.25,9.68,118.26,-376.55,14.9
331.35,2.25,9.7,118.54,-377.44,14.87
331.4,2.25,9.48,118.45,-378.8,15
331.45,2.25,9.24,117.96,-379.92,15.23
331.5,2.26,9.14,117.31,-380.13,15.49
331.55,2.26,9.08,116.77,-379.09,15.73
331.6,2.26,9.04,116.45,-377,15.89
331.65,2.26,9.02,116.27,-374.49,16
331.7,2.26,9.21,116.17,-372.45,16.08
331.75,2.27,9.45,116.12,-371.66,16.1
331.8,2.27,9.73,116.13,-372.77,16.06
331.85,2.28,9.84,116.21,-375.86,15.93
331.9,2.28,10.11,116.37,-380.57,15.74
331.95,2.29,10.59,116.5,-385.76,15.52
332,2.3,11.14,116.74,-390.02,15.31
332.05,2.31,11.55,117.12,-392.21,15.12
332.1,2.31,11.74,117.73,-392.35,14.98
332.15,2.31,11.46,118.38,-391.45,14.89
332.2,2.31,11.24,118.89,-391.02,14.82
332.25,2.31,10.54,119.13,-391.93,14.77
332.3,2.31,10.16,119.14,-394.23,14.73
332.35,2.31,9.34,119.06,-397.21,14.71
332.4,2.3,9.3,119.09,-399.91,14.7
332.45,2.29,9.13,119.22,-401.47,14.7
332.5,2.28,9.69,119.38,-401.35,14.69
332.55,2.27,9.96,119.44,-399.66,14.7
332.6,2.26,10.73,119.26,-397,14.7
332.65,2.26,11.54,118.79,-394.32,14.7
332.7,2.25,12.25,118.08,-392.45,14.7
332.75,2.24,12.96,117.31,-391.93,14.7
332.8,2.24,13.24,116.62,-392.69,14.7
332.85,2.23,13.44,116.02,-394.07,14.7
332.9,2.23,12.94,115.54,-395.29,14.7
332.95,2.23,12.28,115.14,-395.93,14.7
333,2.24,11.64,114.83,-395.99,14.67
333.05,2.25,11.38,114.56,-395.78,14.65
333.1,2.25,11.01,114.35,-394.58,14.6
333.15,2.25,10.68,114.21,-392.17,14.58
333.2,2.26,10.14,114.14,-388.97,14.55
333.25,2.26,9.76,114.1,-386.84,14.55
333.3,2.27,9.38,114.08,-386.65,14.55
333.35,2.27,9.23,114.07,-387.63,14.55
333.4,2.27,9.12,114.06,-389.13,14.54
333.45,2.27,8.67,114.06,-390.76,14.54
333.5,2.27,8.36,114.05,-392.93,14.54
333.55,2.26,8.01,114.05,-395.05,14.55
333.6,2.26,8.47,114.05,-396.4,14.55
333.65,2.26,9.1,114.05,-396.39,14.55
333.7,2.26,10.11,114.05,-394.97,14.53
333.75,2.25,10.64,114.05,-392.31,14.52
333.8,2.25,10.95,114.01,-388.53,14.51
333.85,2.25,11.52,113.95,-383.69,14.47
333.9,2.25,12.69,113.93,-378.14,14.43
333.95,2.26,14.24,113.96,-372.42,14.36
334,2.27,15.39,114.01,-367.24,14.31
334.05,2.27,16.13,113.98,-363.49,14.29
334.1,2.28,16.5,113.9,-362.11,14.28
334.15,2.29,16.93,113.74,-363.7,14.3
334.2,2.3,17.49,113.56,-367.81,14.33
334.25,2.3,18.48,113.36,-373.03,14.39
334.3,2.31,19.39,113.15,-377.59,14.45
334.35,2.3,19.98,112.98,-380.49,14.51
334.4,2.3,20.07,112.86,-381.77,14.56
334.45,2.29,20.61,112.8,-382.18,14.59
334.5,2.29,21.54,112.76,-382.4,14.61
334.55,2.28,22.63,112.74,-382.76,14.6
334.6,2.28,22.83,112.73,-383.41,14.58
334.65,2.27,21.89,112.73,-384.53,14.56
334.7,2.26,20.35,112.72,-386.33,14.53
334.75,2.26,19.05,112.72,-388.65,14.47
334.8,2.25,18.48,112.72,-390.83,14.4
334.85,2.24,18.51,112.72,-392.06,14.31
334.9,2.25,18.8,112.72,-391.94,14.25
334.95,2.25,19.06,112.72,-390.66,14.21
335,2.26,18.77,112.72,-388.91,14.23
335.05,2.26,18.17,112.72,-387.29,14.26
335.1,2.26,17.79,112.72,-386.12,14.31
335.15,2.26,17.99,112.72,-385.29,14.32
335.2,2.26,18.16,112.72,-384.57,14.31
335.25,2.26,18.03,112.72,-384.06,14.3
335.3,2.26,17.64,112.72,-383.98,14.36
335.35,2.26,17.33,112.72,-384.47,14.46
335.4,2.26,16.99,112.72,-385.04,14.59
335.45,2.26,16.87,112.76,-385.14,14.67
335.5,2.26,17.57,112.82,-384.48,14.71
335.55,2.27,18.69,112.92,-383.28,14.74
335.6,2.27,20.85,113.09,-381.91,14.78
335.65,2.28,23.51,113.32,-380.55,14.84
335.7,2.28,27.87,113.58,-379.22,14.93
335.75,2.27,32.28,113.77,-377.83,15.03
335.8,2.27,36.03,113.9,-376.31,15.1
335.85,2.25,38.46,113.96,-374.59,15.16
335.9,2.25,39.9,114,-372.75,15.26
335.95,2.24,40.67,114.07,-370.85,15.45
336,2.23,40.11,114.13,-369,15.8
336.05,2.22,39.16,114.25,-367.4,16.24
336.1,2.21,37.25,114.51,-366.46,16.66
336.15,2.21,35.08,114.89,-366.83,16.9
336.2,2.2,32.07,115.33,-368.86,16.94
336.25,2.2,29.23,115.63,-372.39,16.83
336.3,2.2,27.06,115.74,-376.62,16.6
336.35,2.21,25.26,115.51,-380.5,16.29
336.4,2.22,23.86,114.95,-383.28,15.99
336.45,2.23,22.43,114.26,-384.81,15.73
336.5,2.24,22.06,113.65,-385.55,15.51
336.55,2.25,22.1,113.26,-386.05,15.33
336.6,2.25,23.03,113.01,-386.56,15.19
336.65,2.26,24.03,112.89,-386.96,15.09
336.7,2.26,26.03,112.86,-386.99,14.98
336.75,2.28,27.49,112.82,-386.32,14.88
336.8,2.28,28.19,112.81,-384.81,14.77
336.85,2.29,26.4,112.72,-382.46,14.66
336.9,2.29,25.25,112.61,-379.64,14.53
336.95,2.29,24.9,112.43,-376.55,14.37
337,2.28,25.06,112.24,-373.61,14.18
337.05,2.28,24.79,112.08,-371.21,14.07
337.1,2.28,25,111.96,-370.02,14.11
337.15,2.28,25.93,111.86,-370.29,14.43
337.2,2.28,27.32,111.77,-371.86,15.01
337.25,2.28,28.95,111.69,-374.11,15.8
337.3,2.28,30.35,111.7,-376.29,16.62
337.35,2.28,31.09,111.73,-377.8,17.3
337.4,2.29,30.49,111.83,-378.07,17.71
337.45,2.29,30.32,112.03,-377,17.82
337.5,2.29,29.56,112.31,-375.12,17.67
337.55,2.29,28.78,112.41,-373.63,17.34
337.6,2.29,27.27,112.18,-373.81,16.92
337.65,2.3,26.61,111.75,-376.23,16.51
337.7,2.3,25.98,111.4,-380.66,16.17
337.75,2.29,25.72,111.19,-386.13,15.95
337.8,2.28,24.94,111.04,-391.51,15.84
337.85,2.28,24.33,110.92,-395.8,15.84
337.9,2.27,23.65,110.82,-398.36,15.88
337.95,2.26,23.2,110.78,-398.9,15.93
338,2.26,22.17,110.75,-397.42,15.95
338.05,2.25,21.87,110.74,-394.19,15.97
338.1,2.24,21.81,110.73,-389.74,16
338.15,2.23,21.94,110.73,-384.83,16.04
338.2,2.23,21.75,110.72,-380.44,16.1
338.25,2.25,21.74,110.72,-377.25,16.14
338.3,2.26,21.7,110.72,-375.25,16.16
338.35,2.27,21.69,110.72,-373.64,16.15
338.4,2.28,21.68,110.76,-371.43,16.09
338.45,2.29,22.07,110.82,-368.31,16.02
338.5,2.3,22.55,110.88,-364.81,15.98
338.55,2.31,22.93,110.9,-361.97,15.95
338.6,2.31,22.9,110.92,-360.68,15.93
338.65,2.32,22.56,110.93,-361.2,15.92
338.7,2.32,21.89,110.93,-363.01,15.97
338.75,2.31,20.89,110.94,-365.04,16.09
338.8,2.31,20.36,110.94,-366.53,16.3
338.85,2.3,19.85,110.94,-367.5,16.54
338.9,2.3,20.04,110.94,-368.8,16.79
338.95,2.29,19.78,110.94,-371.11,16.97
339,2.29,19.96,110.9,-374.88,17.11
339.05,2.29,20.15,110.84,-379.74,17.17
339.1,2.28,19.62,110.78,-385.31,17.15
339.15,2.29,19.15,110.71,-390.79,17.06
339.2,2.29,18.56,110.64,-395.68,16.94
339.25,2.29,19.34,110.57,-399.46,16.85
339.3,2.29,20.78,110.54,-401.95,16.84
339.35,2.29,22.62,110.52,-403.12,16.95
339.4,2.29,24.68,110.51,-403.2,17.15
339.45,2.29,25.86,110.51,-402.55,17.46
339.5,2.3,26.91,110.5,-401.47,17.81
339.55,2.3,28.15,110.5,-400,18.2
339.6,2.31,29.01,110.5,-397.82,18.6
339.65,2.31,30.63,110.5,-394.7,18.93
339.7,2.3,31.53,110.5,-390.74,19.13
339.75,2.29,32.83,110.5,-386.65,19.13
339.8,2.29,33.07,110.5,-383.26,18.97
339.85,2.28,32.38,110.5,-381.16,18.73
339.9,2.28,30.69,110.5,-380.38,18.53
339.95,2.28,28.81,110.5,-380.5,18.34
340,2.28,27.5,110.5,-380.7,18.19
340.05,2.28,26.26,110.5,-380.11,18.09
340.1,2.28,24.95,110.5,-378.09,18.06
340.15,2.27,23.24,110.5,-374.92,18.05
340.2,2.26,22.04,110.5,-371.55,17.94
340.25,2.25,21.06,110.5,-369.31,17.68
340.3,2.25,20.42,110.54,-368.86,17.37
340.35,2.25,20.1,110.55,-370.15,17.12
340.4,2.24,19.5,110.56,-372.33,16.95
340.45,2.24,18.72,110.52,-374.56,16.83
340.5,2.24,17.64,110.52,-376.29,16.66
340.55,2.25,16.87,110.51,-377.42,16.46
340.6,2.25,16.7,110.51,-378.15,16.23
340.65,2.25,16.32,110.5,-378.65,16.03
340.7,2.26,15.6,110.5,-379.05,15.9
340.75,2.26,14.58,110.5,-379.37,15.84
340.8,2.26,13.84,110.5,-379.47,15.84
340.85,2.26,13.48,110.5,-379.16,15.85
340.9,2.26,13.06,110.54,-378.47,15.89
340.95,2.26,13.31,110.55,-377.73,15.94
341,2.25,13.68,110.56,-377.59,16.01
341.05,2.24,14.4,110.57,-378.67,16.07
341.1,2.23,14.81,110.61,-381.24,16.1
341.15,2.23,14.84,110.67,-384.77,16.11
341.2,2.23,14.93,110.69,-388.17,16.09
341.25,2.23,14.56,110.7,-390.41,16.06
341.3,2.23,14.5,110.71,-391.16,16.02
341.35,2.23,14.21,110.72,-390.87,15.99
341.4,2.24,14.14,110.72,-390.41,15.98
341.45,2.24,14.07,110.72,-390.51,16.01
341.5,2.25,14.44,110.72,-391.41,16.1
341.55,2.25,14.9,110.68,-392.88,16.25
341.6,2.25,15.07,110.62,-394.46,16.43
341.65,2.26,15.39,110.56,-395.68,16.6
341.7,2.26,15.69,110.54,-396.27,16.71
341.75,2.27,16.62,110.52,-396.23,16.77
341.8,2.28,17.06,110.51,-395.91,16.74
341.85,2.28,17.74,110.51,-395.68,16.66
341.9,2.28,18.56,110.5,-395.48,16.54
341.95,2.28,19.46,110.5,-394.84,16.46
342,2.28,20.4,110.5,-393.27,16.44
