Den,Ng,Cal,SP,Res
2.4,11.54,124.26,-185.44,37.96
2.39,11.51,124.71,-185.65,37.89
2.39,11.01,125.37,-186.13,37.49
2.4,10.91,127.59,-186.66,36.4
2.4,10.58,129.15,-186.99,34.68
2.4,10.7,129.15,-186.96,32.66
2.41,10.86,128.04,-186.71,30.88
2.42,10.91,126.93,-186.49,29.41
2.42,11.15,126.48,-186.49,28.29
2.42,11.41,125.6,-186.72,27.37
2.42,12.31,124.93,-187.1,26.75
2.43,13.35,125.37,-187.53,26.65
2.43,14.53,125.6,-188,27.09
2.44,15.78,125.37,-188.51,27.84
2.44,17.26,125.37,-189.03,28.65
2.44,19.01,125.37,-189.57,29.45
2.45,20.25,125.6,-190.11,30.46
2.45,21.05,126.04,-190.66,31.61
2.46,21.86,127.15,-191.17,32.66
2.46,22.58,128.04,-191.56,33.11
2.46,23.09,128.7,-191.78,32.85
2.45,23.13,129.15,-191.83,32.14
2.43,22.65,129.37,-191.8,31.42
2.41,22.16,129.81,-191.9,30.93
2.39,20.56,130.04,-192.32,30.71
2.37,18.94,130.26,-193.19,30.53
2.36,17.1,130.48,-194.48,30.21
2.34,16.01,130.7,-196.03,29.72
2.33,15.02,131.15,-197.47,29.08
2.31,14.01,131.37,-198.36,28.38
2.3,13.21,131.59,-198.31,27.54
2.29,12.84,131.81,-197.14,26.47
2.28,12.21,132.26,-195,25.15
2.28,11.61,132.7,-192.36,23.51
2.28,11.16,133.14,-189.85,21.78
2.28,11.56,133.37,-187.97,20.05
2.28,11.74,133.59,-186.87,18.59
2.28,11.66,132.92,-186.39,17.42
2.28,11.08,132.26,-186.22,16.56
2.28,10.95,131.81,-186.31,15.97
2.28,10.81,131.81,-186.77,15.58
2.27,10.75,131.59,-187.94,15.37
2.26,10.11,131.15,-189.79,15.3
2.25,9.37,130.7,-192.14,15.36
2.24,8.9,130.48,-194.46,15.52
2.24,8.65,130.04,-196.27,15.76
2.24,8.51,129.37,-197.26,16.07
2.25,8.23,128.7,-197.37,16.47
2.24,8.35,128.26,-196.87,16.92
2.24,8.72,127.37,-196.17,17.43
2.24,9.21,126.93,-195.64,17.91
2.23,9.59,126.93,-195.3,18.3
2.23,9.56,126.71,-194.87,18.57
2.23,9.43,126.26,-194.13,18.71
2.24,8.8,126.04,-193.13,18.76
2.25,8.25,126.04,-192.32,18.74
2.26,7.41,125.82,-191.91,18.67
2.27,6.93,125.6,-191.95,18.61
2.28,6.27,125.6,-191.94,18.6
2.29,5.64,125.37,-191.57,18.66
2.3,4.98,125.37,-190.61,18.75
2.3,4.52,125.37,-189.3,18.82
2.3,4.3,125.15,-187.85,18.85
2.3,4.17,125.15,-186.64,18.85
2.3,4.09,124.93,-185.88,18.83
2.31,4.45,124.93,-185.77,18.79
2.31,4.71,124.93,-186.25,18.75
2.32,5.43,125.15,-187.06,18.66
2.32,5.83,125.37,-187.97,18.5
2.31,6.65,125.37,-188.89,18.29
2.3,7.3,125.15,-189.93,18.07
2.29,7.99,125.37,-191.17,17.85
2.29,8.26,125.6,-192.54,17.65
2.29,8.05,125.6,-193.84,17.48
2.29,7.86,125.6,-194.74,17.34
2.29,7.78,125.15,-195.09,17.23
2.29,8.13,124.93,-194.91,17.17
2.28,8.98,124.71,-194.5,17.18
2.27,10.02,124.26,-194.17,17.25
2.27,10.8,124.26,-194.19,17.39
2.26,11.17,124.04,-194.7,17.57
2.26,11.39,124.04,-195.63,17.86
2.26,11.51,124.26,-196.83,18.17
2.27,11.38,124.26,-197.97,18.39
2.27,11.38,124.26,-198.84,18.39
2.27,11.55,124.26,-199.21,18.22
2.27,11.99,124.26,-199.12,18.02
2.27,11.91,124.26,-198.72,17.88
2.26,11.78,124.26,-198.37,17.81
2.26,10.94,124.26,-198.31,17.8
2.27,10.34,124.26,-198.69,17.8
2.27,9.66,124.49,-199.21,17.72
2.27,9,124.49,-199.56,17.51
2.28,8.53,124.49,-199.26,17.17
2.28,7.91,124.71,-198.23,16.77
2.28,7.69,125.15,-196.52,16.4
2.28,7.12,125.82,-194.64,16.1
2.28,7.16,125.82,-193.07,15.92
2.28,7.26,125.6,-192.16,15.8
2.27,7.48,125.15,-191.97,15.77
2.27,7.55,124.93,-192.26,15.78
2.27,7.61,124.93,-192.87,15.82
2.27,8.03,124.93,-193.64,15.83
2.27,8.93,124.49,-194.6,15.83
2.27,9.99,124.26,-195.53,15.82
2.27,10.78,124.04,-196.17,15.83
2.27,11.16,123.6,-196.19,15.85
2.27,11.59,123.15,-195.67,15.87
2.27,12.15,122.93,-194.84,15.92
2.27,11.95,123.15,-194.07,15.98
2.28,12.02,123.38,-193.43,16.02
2.28,11.99,122.93,-192.96,16.05
2.28,12.4,122.49,-192.14,16.07
2.29,12.08,122.27,-190.93,16.13
2.29,11.7,122.04,-189.04,16.25
2.29,10.96,122.04,-187.66,16.42
2.29,10.33,121.82,-186.97,16.61
2.28,9.66,121.82,-187.62,16.77
2.28,9.4,121.82,-188.73,16.93
2.27,9.41,121.82,-190.47,17.1
2.27,9.56,121.82,-192.42,17.24
2.26,9.6,121.82,-194.71,17.31
2.25,9.43,121.6,-196.66,17.32
2.24,9.61,121.6,-197.9,17.27
2.23,9.81,121.6,-198.08,17.21
2.22,10.08,121.82,-197.51,17.12
2.22,9.78,121.38,-196.56,17.04
2.21,9.97,120.93,-195.81,16.95
2.21,10.15,120.49,-195.5,16.88
2.22,10.62,120.05,-195.81,16.81
2.22,10.56,119.6,-196.55,16.75
2.23,10.24,118.94,-197.6,16.72
2.23,9.76,118.49,-198.65,16.72
2.24,9,118.94,-199.59,16.71
2.25,8.15,118.94,-200.32,16.69
2.27,7.43,118.71,-200.88,16.65
2.27,7.12,117.6,-201.11,16.63
2.28,7.31,117.6,-200.79,16.62
2.29,7.49,118.94,-199.74,16.59
2.29,7.56,120.27,-198.06,16.53
2.3,7.41,120.71,-196.12,16.46
2.31,6.99,121.38,-194.51,16.38
2.32,6.68,121.6,-193.54,16.31
2.32,6.34,122.49,-193.33,16.23
2.33,6.2,124.04,-193.62,16.14
2.33,5.71,125.15,-194.22,16.06
2.33,5.18,125.15,-194.93,16.01
2.33,4.58,125.37,-195.78,15.99
2.33,4.35,125.37,-196.87,16.03
2.33,3.79,125.6,-198.15,16.13
2.33,3.23,125.6,-199.49,16.31
2.33,2.8,125.82,-200.6,16.54
2.32,3.01,125.82,-201.33,16.82
2.32,3.36,125.82,-201.68,17.15
2.31,4.07,125.82,-201.85,17.53
2.3,4.89,125.82,-201.89,17.97
2.3,5.99,125.82,-201.73,18.43
2.29,6.78,125.82,-201.19,18.86
2.29,7.55,125.82,-200.32,19.15
2.28,8.07,125.6,-199.44,19.17
2.28,8.52,125.37,-198.98,18.97
2.29,8.72,125.6,-199.03,18.6
2.29,8.85,125.6,-199.3,18.22
2.29,8.91,125.82,-199.26,17.87
2.29,8.95,125.82,-198.66,17.57
2.29,8.57,125.82,-197.56,17.32
2.3,8.31,126.04,-196.44,17.08
2.31,7.78,126.26,-195.71,16.88
2.32,7.62,126.48,-195.57,16.76
2.32,7.48,126.71,-195.77,16.74
2.32,7.62,126.93,-195.97,16.85
2.32,7.82,126.93,-195.99,16.99
2.31,8.09,126.93,-195.96,17.11
2.3,8.38,126.93,-196.11,17.15
2.3,8.69,127.37,-196.58,17.1
2.3,9.02,127.37,-197.27,17
2.29,9.54,127.59,-197.85,16.88
2.29,10.11,127.82,-198.02,16.75
2.28,10.53,127.82,-197.71,16.63
2.27,11.13,127.82,-197.21,16.51
2.27,11.13,128.04,-196.99,16.43
2.28,11.05,128.04,-197.47,16.38
2.28,10.44,128.04,-198.72,16.36
2.3,10.3,128.04,-200.56,16.34
2.31,10.55,128.04,-202.61,16.34
2.32,10.97,128.04,-204.58,16.35
2.32,11.7,128.26,-206.29,16.37
2.33,11.93,128.26,-207.5,16.4
2.34,12.13,128.26,-207.97,16.44
2.34,11.61,128.26,-207.37,16.52
2.35,10.75,128.26,-205.86,16.61
2.36,9.67,128.04,-203.82,16.73
2.36,8.88,127.82,-201.99,16.88
2.36,8.31,127.82,-200.79,17.05
2.36,7.84,127.82,-200.38,17.23
2.35,7.43,127.82,-200.51,17.37
2.35,6.65,127.59,-200.85,17.48
2.35,5.22,127.59,-201.09,17.53
2.35,3.57,127.37,-200.96,17.52
2.34,2.36,127.37,-200.41,17.48
2.33,1.99,127.37,-199.48,17.45
2.32,2.07,126.93,-198.45,17.49
2.31,2.41,126.04,-197.53,17.61
2.29,2.7,124.26,-196.98,17.76
2.28,3.22,122.49,-196.83,17.9
2.28,3.78,122.04,-196.97,18.02
2.27,4.4,123.38,-197.14,18.13
2.27,5.04,125.37,-197.25,18.21
2.27,5.89,125.82,-197.4,18.23
2.26,6.79,125.6,-197.94,18.17
2.26,7.54,125.6,-198.89,18
2.26,8.26,125.6,-200.12,17.72
2.26,8.76,125.82,-201.05,17.39
2.26,9.01,125.82,-201.62,16.96
2.27,9.15,125.6,-201.87,16.53
2.28,9.23,125.37,-202.27,16.11
2.28,9.28,125.37,-202.9,15.79
2.28,9.1,125.6,-203.68,15.57
2.29,8.68,125.6,-204.23,15.48
2.29,7.96,125.6,-204.37,15.48
2.29,7.13,125.15,-204.02,15.52
2.29,7.02,124.93,-203.35,15.58
2.3,7.23,124.49,-202.52,15.62
2.31,7.65,124.26,-201.69,15.64
2.3,7.78,124.26,-201.02,15.62
2.29,7.69,124.04,-200.63,15.59
2.29,7.49,123.82,-200.65,15.57
2.29,7.44,123.6,-201.11,15.59
2.29,7.59,123.38,-201.99,15.65
2.28,8.2,123.15,-203.15,15.74
2.28,8.76,122.49,-204.51,15.81
2.28,9.59,122.27,-206.01,15.8
2.28,9.67,122.49,-207.58,15.7
2.27,9.65,122.93,-209.02,15.51
2.27,8.87,123.15,-210.18,15.29
2.26,8.5,124.26,-210.85,15.05
2.27,8.47,124.93,-211.05,14.84
2.28,9,125.15,-210.79,14.7
2.28,9.29,125.15,-210.21,14.65
2.29,9.26,125.15,-209.48,14.66
2.29,8.91,125.15,-208.79,14.71
2.3,8.63,124.93,-208.3,14.78
2.3,8.31,124.93,-207.98,14.88
2.3,7.99,124.93,-207.78,14.98
2.3,7.66,124.93,-207.67,15.05
2.3,7.53,124.93,-207.68,15.09
2.3,7.64,124.93,-207.82,15.13
2.3,7.63,125.37,-207.99,15.17
2.3,7.45,125.6,-208.06,15.21
2.29,7.22,126.26,-207.9,15.29
2.29,6.93,126.26,-206.81,15.39
2.29,6.63,126.26,-204.35,15.48
2.29,6.31,126.26,-199.99,15.53
2.29,6.59,126.26,-195.19,15.56
2.3,7.18,126.26,-190.8,15.59
2.31,7.95,126.48,-188.3,15.65
2.31,8.43,126.71,-186.99,15.72
2.32,8.88,127.15,-186.88,15.83
2.32,9.26,127.37,-187.33,15.99
2.32,9.63,127.59,-188.71,16.22
2.32,9.98,127.82,-190.95,16.51
2.32,10.32,127.82,-193.88,16.81
2.33,10.66,128.04,-196.87,17.07
2.33,11,128.04,-199.35,17.16
2.34,11.33,128.26,-200.95,17.09
2.34,11.67,128.04,-201.77,16.9
2.35,11.8,128.04,-202.11,16.56
2.35,11.89,128.48,-202.53,16.01
2.35,11.94,128.93,-203.36,15.22
2.35,11.97,129.81,-204.55,14.26
2.35,11.78,132.03,-205.51,13.32
2.35,11.35,133.81,-205.62,12.51
2.36,10.83,135.36,-204.74,11.92
2.35,10.64,136.03,-203.32,11.58
2.36,10.69,136.47,-202.06,11.4
2.36,11.07,137.14,-201.4,11.31
2.36,11.35,137.58,-201.33,11.25
2.36,11.68,138.47,-201.57,11.22
2.36,12.41,139.14,-201.88,11.21
2.35,13.22,139.58,-202.26,11.22
2.34,14.53,140.25,-202.75,11.25
2.34,15.35,140.69,-203.47,11.29
2.34,16.38,141.14,-204.28,11.3
2.34,16.95,141.58,-205.04,11.31
2.33,17.86,142.02,-205.56,11.31
2.33,18.56,142.47,-205.97,11.33
2.32,19.29,142.91,-206.4,11.33
2.32,19.57,143.13,-207.1,11.34
2.31,20.17,143.58,-208.06,11.34
2.31,20.55,144.69,-209.16,11.32
2.31,20.94,147.8,-210.11,11.27
2.31,20.7,148.91,-210.72,11.19
2.31,20.73,147.13,-210.93,11.12
2.3,20.69,144.47,-210.88,11.08
2.3,20.88,144.24,-210.72,11.07
2.3,21.11,144.24,-210.47,11.08
2.3,21.4,144.24,-210.09,11.12
2.31,21.7,144.47,-209.52,11.18
2.31,21.82,144.24,-208.88,11.3
2.32,21.71,143.8,-208.42,11.47
2.33,21.51,142.91,-208.36,11.7
2.33,20.64,142.47,-208.66,11.94
2.34,19.63,142.02,-209.04,12.11
2.34,18.45,142.25,-209.28,12.16
2.35,17.82,142.69,-209.36,12.08
2.34,17.65,143.36,-209.51,11.94
2.34,17.69,144.02,-209.89,11.8
2.33,17.47,144.02,-210.46,11.71
2.33,16.83,142.69,-210.84,11.71
2.33,15.46,142.02,-210.74,11.77
2.33,14.26,141.8,-209.96,11.83
2.33,13.34,141.58,-208.73,11.82
2.33,13.12,141.58,-207.27,11.72
2.34,13.29,141.58,-205.96,11.57
2.34,13.48,141.58,-204.91,11.36
2.34,13.76,141.58,-204.38,11.17
2.34,13.45,141.36,-204.48,11.05
2.35,13.04,141.36,-205.33,11.05
2.36,12.1,141.58,-206.79,11.18
2.38,11.23,141.36,-208.61,11.44
2.38,10.27,141.36,-210.44,11.79
2.39,9.7,141.36,-211.88,12.2
2.39,8.79,141.36,-212.66,12.64
2.4,8.5,141.14,-212.66,13.17
2.4,8.26,140.91,-212.15,13.81
2.41,8.35,140.69,-211.5,14.49
2.41,8.52,140.47,-211.07,15.06
2.41,8.78,140.25,-211.06,15.37
2.41,9.46,140.03,-211.58,15.45
2.41,10.25,140.03,-212.6,15.32
2.4,11.14,140.03,-213.94,14.97
2.4,12.08,139.8,-215.23,14.38
2.4,12.64,139.8,-216.03,13.6
2.39,13.54,140.03,-215.99,12.9
2.39,14.64,140.25,-215.04,12.38
2.38,15.64,140.25,-213.45,12.13
2.37,16.46,140.47,-211.82,12.01
2.35,16.42,140.69,-210.71,11.96
2.34,16.18,140.69,-210.38,11.92
2.33,15.92,141.14,-210.71,11.88
2.32,15.82,141.58,-211.37,11.85
2.31,16.15,142.02,-212.07,11.85
2.31,16.19,142.25,-212.58,11.87
2.31,16.47,142.47,-212.83,11.89
2.3,16.13,142.69,-212.88,11.88
2.3,15.72,142.69,-212.88,11.86
2.31,14.97,142.69,-212.97,11.84
2.32,14.34,142.69,-213.29,11.82
2.32,13.66,142.47,-213.8,11.8
2.33,13.4,142.47,-214.4,11.76
2.33,12.81,142.69,-214.79,11.67
2.33,12.44,142.69,-214.76,11.55
2.32,12.05,142.69,-214.28,11.4
2.31,11.9,142.69,-213.59,11.28
2.31,11.39,142.91,-212.89,11.22
2.31,11.26,142.91,-212.21,11.19
2.31,11.33,143.13,-211.4,11.18
2.31,11.52,143.13,-210.26,11.2
2.31,11.17,143.13,-208.78,11.24
2.31,10.74,143.13,-207.11,11.3
2.32,10.18,142.91,-205.63,11.34
2.32,10.18,142.91,-204.65,11.36
2.33,10.27,142.91,-204.3,11.35
2.33,10.69,142.91,-204.5,11.31
2.33,11.19,142.91,-205.11,11.25
2.32,11.78,142.91,-206.06,11.22
2.31,12.39,142.91,-207.33,11.18
2.29,12.43,142.91,-208.79,11.18
2.28,12.57,142.91,-210.35,11.2
2.27,13,142.91,-211.73,11.27
2.25,13.71,142.91,-212.73,11.34
2.23,14.94,142.91,-213.21,11.4
2.22,15.73,142.91,-213.26,11.41
2.22,16.34,142.91,-213.09,11.38
2.21,16.21,142.91,-212.82,11.36
2.21,15.71,142.91,-212.49,11.4
2.2,15.99,143.36,-212.1,11.51
2.21,16.34,144.02,-211.92,11.67
2.21,17.07,144.24,-212.14,11.82
2.22,17.08,144.24,-212.87,11.94
2.23,17.03,144.69,-213.98,12.03
2.25,17.02,146.46,-215.36,12.12
2.26,16.81,149.57,-216.93,12.17
2.28,16.77,155.57,-218.63,12.23
2.29,16.72,162.89,-220.32,12.28
2.3,17.1,166.44,-221.85,12.32
2.32,18.16,166.89,-223.01,12.35
2.33,19.05,165.33,-223.61,12.37
2.35,19.84,163.34,-223.61,12.39
2.36,20.18,158.67,-223.08,12.41
2.37,21,154.9,-222.22,12.44
2.38,21.84,153.57,-221.28,12.49
2.4,22.77,155.57,-220.51,12.56
2.4,23.72,158.45,-220.07,12.62
2.41,24.7,158.9,-220.03,12.68
2.41,25.08,157.56,-220.31,12.74
2.42,25.36,152.68,-220.75,12.8
2.41,25.09,148.68,-221.23,12.84
2.41,24.89,145.35,-221.68,12.86
2.4,24.2,144.02,-222.12,12.86
2.39,23.62,142.47,-222.66,12.84
2.38,22.96,141.8,-223.35,12.82
2.37,22.72,141.8,-224.15,12.8
2.37,22.34,141.58,-224.94,12.79
2.36,22.01,141.58,-225.37,12.76
2.35,21.47,141.58,-224.95,12.73
2.35,21.5,141.8,-223.22,12.68
2.34,21.59,141.8,-220.33,12.6
2.34,21.82,141.8,-217.13,12.52
2.34,22.08,141.8,-214.56,12.43
2.34,22.18,142.25,-213.33,12.35
2.35,22.25,142.47,-213.17,12.28
2.35,21.89,142.47,-213.69,12.19
2.36,21.03,142.69,-214.24,12.1
2.36,19.98,142.69,-214.82,12.02
2.36,19,142.91,-215.43,11.95
2.36,18.6,142.91,-216.17,11.89
2.36,17.72,142.91,-216.62,11.84
2.35,16.86,142.91,-216.36,11.73
2.35,15.72,142.91,-214.93,11.61
2.35,14.52,142.91,-212.44,11.47
2.35,13.45,143.36,-209.36,11.33
2.35,12.59,143.8,-206.64,11.2
2.35,12.61,144.02,-205.04,11.09
2.35,12.64,143.8,-204.89,11.01
2.35,12.85,144.47,-205.92,10.98
2.35,12.7,145.8,-207.59,10.99
2.35,12.31,146.46,-209.24,11
2.34,12,146.02,-210.3,10.98
2.34,11.86,145.35,-210.43,10.94
2.35,11.77,146.02,-209.82,10.89
2.35,11.73,145.8,-209.07,10.84
2.35,11.7,144.91,-208.72,10.8
2.35,12.09,144.02,-209.01,10.75
2.34,12.56,144.24,-209.72,10.72
2.34,13.13,144.69,-210.5,10.69
2.34,13.74,145.58,-210.92,10.67
2.34,14.37,146.02,-210.77,10.67
2.33,14.82,146.91,-210.2,10.69
2.33,15.04,147.57,-209.77,10.7
2.33,15.57,148.68,-210.16,10.7
2.32,16.52,149.57,-211.59,10.67
2.32,17.62,150.24,-213.83,10.64
2.31,18.23,149.57,-216.17,10.63
2.32,18.77,149.13,-218.1,10.63
2.32,19,149.57,-219.2,10.63
2.33,19.15,150.24,-219.55,10.64
2.32,19.23,150.9,-219.33,10.66
2.32,19.28,150.46,-218.97,10.71
2.31,19.3,149.57,-218.75,10.79
2.31,19.52,151.13,-218.88,10.9
2.31,19.76,153.35,-219.35,11.03
2.31,19.66,156.68,-219.99,11.15
2.31,19.08,159.12,-220.59,11.26
2.32,18.55,160.23,-220.92,11.33
2.33,18.33,160.23,-220.88,11.39
2.33,18.18,159.78,-220.4,11.42
2.33,18.3,159.34,-219.48,11.44
2.33,18.1,158.67,-218.14,11.47
2.33,18.08,157.79,-216.58,11.48
2.34,17.84,157.56,-215.17,11.48
2.34,17.38,158.01,-214.2,11.46
2.35,16.24,158.45,-213.83,11.42
2.35,15.53,159.78,-214,11.37
2.35,15.35,162.23,-214.63,11.3
2.34,15.58,161.78,-215.62,11.23
2.34,14.79,156.23,-216.89,11.15
2.33,13.87,150.24,-218.3,11.08
2.34,12.93,148.24,-219.67,11.01
2.34,13.16,147.8,-220.82,10.93
2.35,13.22,147.8,-221.7,10.87
2.37,13.48,147.8,-222.24,10.81
2.38,13.74,148.46,-222.46,10.76
2.39,15.04,148.91,-222.39,10.7
2.4,16.56,149.13,-222.14,10.63
2.41,17.72,148.91,-221.9,10.55
2.42,18.66,147.8,-221.79,10.45
2.42,19.48,147.13,-221.9,10.37
2.43,19.83,146.91,-222.21,10.28
2.44,19.66,146.91,-222.68,10.21
2.43,18.9,147.13,-223.11,10.13
2.42,18.31,147.13,-223.34,10.09
2.41,17.64,147.13,-223.18,10.07
2.4,17.59,147.13,-222.69,10.08
2.4,17.25,147.13,-221.96,10.11
2.39,16.97,147.13,-221.17,10.16
2.39,16.04,147.13,-220.26,10.23
2.39,15,147.13,-219.21,10.34
2.38,14.61,147.13,-217.97,10.49
2.37,14.72,147.13,-216.77,10.62
2.36,15.47,147.13,-215.85,10.64
2.35,15.44,147.13,-215.57,10.54
2.35,15.38,146.46,-216.01,10.38
2.34,15.16,146.02,-217.13,10.25
2.34,14.71,146.02,-218.63,10.2
2.33,14.18,146.24,-220.27,10.21
2.32,13.58,146.02,-221.86,10.26
2.31,13.35,146.24,-223.2,10.34
2.3,13.39,146.24,-224.15,10.41
2.31,13.55,146.46,-224.6,10.48
2.31,12.99,147.13,-224.74,10.51
2.31,12.31,147.35,-224.82,10.52
2.31,11.46,147.57,-225.1,10.53
2.31,11.55,148.02,-225.56,10.54
2.32,11.8,148.46,-226.03,10.56
2.32,12.47,148.91,-226.26,10.6
2.32,13.06,150.02,-226.23,10.64
2.32,13.31,151.13,-225.93,10.71
2.32,13.47,152.01,-225.4,10.78
2.32,13.56,152.68,-224.5,10.85
2.32,13.81,153.12,-223.2,10.89
2.33,14.67,154.23,-221.53,10.91
2.33,15.7,154.23,-219.79,10.9
2.33,16.87,153.12,-218.16,10.82
2.33,17.51,150.9,-216.93,10.69
2.33,18.48,148.91,-216.29,10.5
2.33,19.4,148.46,-216.35,10.28
2.34,20.18,148.02,-216.97,10.06
2.34,20.72,147.13,-217.85,9.89
2.35,21.78,145.8,-218.71,9.76
2.35,22.9,145.8,-219.45,9.7
2.34,23.74,145.8,-220.08,9.68
2.34,23.73,145.8,-220.59,9.7
2.33,23.49,145.8,-220.9,9.69
2.32,23.24,146.02,-220.96,9.66
2.31,22.95,146.46,-220.81,9.58
2.3,22.04,146.91,-220.62,9.51
2.3,21,146.91,-220.46,9.5
2.29,20.01,146.91,-220.32,9.57
2.29,19.6,147.13,-220.08,9.71
2.29,18.92,147.13,-219.58,9.86
2.29,18.3,147.13,-218.73,10.02
2.29,17.85,147.35,-217.58,10.15
2.29,17.23,147.57,-216.37,10.27
2.3,16.62,148.24,-215.47,10.36
2.31,15.37,149.13,-215.14,10.43
2.32,14.4,150.02,-215.29,10.49
2.32,13.15,150.9,-215.54,10.56
2.32,12.31,152.9,-215.4,10.62
2.31,11.09,154.9,-214.75,10.68
2.29,9.88,155.34,-213.84,10.73
2.27,8.6,154.68,-213.1,10.78
2.24,7.7,154.68,-212.9,10.83
2.21,6.86,154.9,-213.25,10.89
2.18,6.31,155.34,-214.01,10.98
2.16,6.03,155.57,-214.88,11.09
2.14,6.47,156.9,-215.63,11.21
2.13,7.1,159.34,-216.02,11.34
2.13,8.51,159.34,-215.78,11.48
2.13,9.72,157.79,-214.73,11.65
2.14,11.25,159.12,-212.82,11.82
2.15,12.19,160.89,-210.39,11.99
2.16,13.09,158.45,-208.12,12.09
2.2,13.06,156.01,-206.72,12.14
2.23,13.23,156.9,-206.8,12.13
2.26,13.66,161.56,-208.28,12.09
2.29,14.58,167.55,-210.71,12.01
2.32,15.65,176.43,-213.19,11.92
2.34,16.65,181.76,-215.08,11.82
2.35,17.66,183.98,-216.02,11.7
2.36,18.06,180.65,-216.21,11.55
2.36,17.94,176.43,-216.09,11.33
2.36,17.8,170,-216.19,11.09
2.36,17.75,161.56,-216.76,10.81
2.36,17.91,155.12,-217.91,10.55
2.36,17.73,150.9,-219.3,10.33
2.36,17.53,151.13,-220.56,10.17
2.36,17.25,149.57,-221.32,10.05
2.35,16.56,147.35,-221.67,9.99
2.34,15.36,147.13,-221.89,9.98
2.34,13.98,146.69,-222.31,10.02
2.33,13.47,146.69,-223.01,10.08
2.33,13.69,146.46,-223.77,10.11
2.33,14.43,146.69,-224.34,10.13
2.32,15.03,147.35,-224.43,10.11
2.32,15.89,148.02,-224.1,10.1
2.31,16.18,147.8,-223.44,10.08
2.32,16.42,147.13,-222.76,10.1
2.32,16.12,146.91,-222.17,10.13
2.33,16.51,146.24,-221.79,10.21
2.34,16.93,145.58,-221.51,10.27
2.34,17.49,145.35,-221.22,10.32
2.34,17.68,145.35,-220.81,10.36
2.34,17.83,146.24,-220.37,10.37
2.34,17.5,146.69,-220.11,10.38
2.34,17.07,147.35,-220.35,10.35
2.34,16.31,147.57,-221.14,10.32
2.35,16.28,147.8,-222.33,10.27
2.35,16.32,148.91,-223.55,10.23
2.35,16.52,149.57,-224.54,10.22
2.34,15.97,149.79,-225.13,10.23
2.33,15.9,151.57,-225.3,10.26
2.31,15.97,155.79,-225.11,10.28
2.29,15.97,158.45,-224.72,10.28
2.27,15.39,156.68,-224.24,10.26
2.24,14.67,151.35,-223.7,10.23
2.21,14.41,148.24,-222.94,10.19
2.17,14.42,148.46,-221.83,10.17
2.14,14.57,148.68,-220.46,10.14
2.1,14.8,148.46,-219.16,10.1
2.08,14.87,147.57,-218.4,10.08
2.06,15.53,146.91,-218.37,10.09
2.05,16.28,146.46,-218.99,10.11
2.05,16.76,146.46,-219.86,10.17
2.05,17.01,146.24,-220.6,10.23
2.06,17.15,146.24,-220.88,10.34
2.08,17.63,146.46,-220.58,10.48
2.1,17.76,147.13,-219.85,10.67
2.12,17.68,148.68,-219.12,10.89
2.15,17.29,151.79,-218.8,11.13
2.19,16.79,156.01,-219.16,11.38
2.21,16.42,164.22,-219.98,11.57
2.24,15.64,170.22,-220.88,11.71
2.25,14.81,174.21,-221.3,11.78
2.27,13.89,173.77,-221.09,11.82
2.28,13.34,172.66,-220.28,11.84
2.29,13.25,171.77,-219.37,11.85
2.31,13.32,171.33,-218.78,11.85
2.33,13.71,170.66,-218.81,11.85
2.33,14.01,169.33,-219.36,11.84
2.33,14.34,168.66,-219.98,11.83
2.33,14.67,166.89,-220.42,11.79
2.34,14.6,164.89,-220.55,11.71
2.34,14.46,162,-220.64,11.62
2.35,14.41,157.34,-220.75,11.51
2.35,14.57,154.46,-220.87,11.42
2.36,14.6,152.46,-220.8,11.3
2.36,14.23,150.24,-220.48,11.17
2.36,13.77,147.35,-220,11.02
2.36,13.4,144.91,-219.53,10.88
2.36,13.43,144.24,-219.23,10.74
2.36,13.57,142.69,-219.03,10.61
2.36,13.8,141.36,-218.82,10.48
2.35,14.07,140.91,-218.42,10.39
2.35,14.38,140.91,-217.88,10.29
2.33,15.09,141.14,-217.3,10.24
2.33,15.49,141.36,-216.93,10.18
2.33,15.92,141.58,-216.75,10.15
2.32,16.28,141.14,-216.69,10.09
2.32,16.64,140.91,-216.57,10.05
2.31,16.98,140.69,-216.43,10.01
2.31,16.93,140.25,-216.29,9.97
2.31,16.78,140.03,-216.18,9.93
2.31,16.74,140.25,-215.95,9.88
2.31,16.91,140.47,-215.57,9.87
2.32,17.33,140.69,-215.07,9.86
2.33,17.45,140.91,-214.56,9.87
2.34,17.36,141.14,-214.14,9.87
2.35,17.16,141.58,-213.93,9.89
2.36,16.5,141.8,-214.03,9.9
2.37,15.73,141.58,-214.47,9.92
2.38,15.25,140.91,-215.22,9.94
2.39,15.4,140.03,-216.2,9.96
2.41,15.73,139.8,-217.35,9.97
2.42,15.43,139.58,-218.52,9.97
2.42,15.03,139.58,-219.61,9.99
2.43,14.49,139.36,-220.46,10.01
2.44,14.3,139.14,-221,10.04
2.45,13.76,138.92,-221.15,10.07
2.44,13.21,138.69,-220.95,10.12
2.43,13.19,138.47,-220.61,10.17
2.41,13.68,138.47,-220.4,10.21
2.4,14.38,138.25,-220.61,10.24
2.39,14.61,138.25,-221.3,10.26
2.37,15.2,138.25,-222.29,10.26
2.36,16.56,138.47,-223.22,10.25
2.35,18.15,138.47,-223.84,10.23
