ds,y
1954/11/1,14.7
1954/12/1,14.51
1955/1/1,14.24
1955/2/1,14.35
1955/3/1,14.52
1955/4/1,14.77
1955/5/1,14.46
1955/6/1,13.85
1955/7/1,13.06
1955/8/1,12.58
1955/9/1,11.93
1955/10/1,11.7
1955/11/1,11.33
1955/12/1,11.41
1956/1/1,11.15
1956/2/1,11.11
1956/3/1,11.05
1956/4/1,11.43
1956/5/1,11.7
1956/6/1,12.03
1956/7/1,11.54
1956/8/1,11.51
1956/9/1,11.01
1956/10/1,10.91
1956/11/1,10.58
1956/12/1,10.7
1957/1/1,10.86
1957/2/1,10.91
1957/3/1,11.15
1957/4/1,11.41
1957/5/1,12.31
1957/6/1,13.35
1957/7/1,14.53
1957/8/1,15.78
1957/9/1,17.26
1957/10/1,19.01
1957/11/1,20.25
1957/12/1,21.05
1958/1/1,21.86
1958/2/1,22.58
1958/3/1,23.09
1958/4/1,23.13
1958/5/1,22.65
1958/6/1,22.16
1958/7/1,20.56
1958/8/1,18.94
1958/9/1,17.1
1958/10/1,16.01
1958/11/1,15.02
1958/12/1,14.01
1959/1/1,13.21
1959/2/1,12.84
1959/3/1,12.21
1959/4/1,11.61
1959/5/1,11.16
1959/6/1,11.56
1959/7/1,11.74
1959/8/1,11.66
1959/9/1,11.08
1959/10/1,10.95
1959/11/1,10.81
1959/12/1,10.75
1960/1/1,10.11
1960/2/1,9.37
1960/3/1,8.9
1960/4/1,8.65
1960/5/1,8.51
1960/6/1,8.23
1960/7/1,8.35
1960/8/1,8.72
1960/9/1,9.21
1960/10/1,9.59
1960/11/1,9.56
1960/12/1,9.43
1961/1/1,8.8
1961/2/1,8.25
1961/3/1,7.41
1961/4/1,6.93
1961/5/1,6.27
1961/6/1,5.64
1961/7/1,4.98
1961/8/1,4.52
1961/9/1,4.3
1961/10/1,4.17
1961/11/1,4.09
1961/12/1,4.45
1962/1/1,4.71
1962/2/1,5.43
1962/3/1,5.83
1962/4/1,6.65
1962/5/1,7.3
1962/6/1,7.99
1962/7/1,8.26
1962/8/1,8.05
1962/9/1,7.86
1962/10/1,7.78
1962/11/1,8.13
1962/12/1,8.98
1963/1/1,10.02
1963/2/1,10.8
1963/3/1,11.17
1963/4/1,11.39
1963/5/1,11.51
1963/6/1,11.38
1963/7/1,11.38
1963/8/1,11.55
1963/9/1,11.99
1963/10/1,11.91
1963/11/1,11.78
1963/12/1,10.94
1964/1/1,10.34
1964/2/1,9.66
1964/3/1,9
1964/4/1,8.53
1964/5/1,7.91
1964/6/1,7.69
1964/7/1,7.12
1964/8/1,7.16
1964/9/1,7.26
1964/10/1,7.48
1964/11/1,7.55
1964/12/1,7.61
1965/1/1,8.03
1965/2/1,8.93
1965/3/1,9.99
1965/4/1,10.78
1965/5/1,11.16
1965/6/1,11.59
1965/7/1,12.15
1965/8/1,11.95
1965/9/1,12.02
1965/10/1,11.99
1965/11/1,12.4
1965/12/1,12.08
1966/1/1,11.7
1966/2/1,10.96
1966/3/1,10.33
1966/4/1,9.66
1966/5/1,9.4
1966/6/1,9.41
1966/7/1,9.56
1966/8/1,9.6
1966/9/1,9.43
1966/10/1,9.61
1966/11/1,9.81
1966/12/1,10.08
1967/1/1,9.78
1967/2/1,9.97
1967/3/1,10.15
1967/4/1,10.62
1967/5/1,10.56
1967/6/1,10.24
1967/7/1,9.76
1967/8/1,9
1967/9/1,8.15
1967/10/1,7.43
1967/11/1,7.12
1967/12/1,7.31
1968/1/1,7.49
1968/2/1,7.56
1968/3/1,7.41
1968/4/1,6.99
1968/5/1,6.68
1968/6/1,6.34
1968/7/1,6.2
1968/8/1,5.71
1968/9/1,5.18
1968/10/1,4.58
1968/11/1,4.35
1968/12/1,3.79
1969/1/1,3.23
1969/2/1,2.8
1969/3/1,3.01
1969/4/1,3.36
1969/5/1,4.07
1969/6/1,4.89
1969/7/1,5.99
1969/8/1,6.78
1969/9/1,7.55
1969/10/1,8.07
1969/11/1,8.52
1969/12/1,8.72
1970/1/1,8.85
1970/2/1,8.91
1970/3/1,8.95
1970/4/1,8.57
1970/5/1,8.31
1970/6/1,7.78
1970/7/1,7.62
1970/8/1,7.48
1970/9/1,7.62
1970/10/1,7.82
1970/11/1,8.09
1970/12/1,8.38
1971/1/1,8.69
1971/2/1,9.02
1971/3/1,9.54
1971/4/1,10.11
1971/5/1,10.53
1971/6/1,11.13
1971/7/1,11.13
1971/8/1,11.05
1971/9/1,10.44
1971/10/1,10.3
1971/11/1,10.55
1971/12/1,10.97
1972/1/1,11.7
1972/2/1,11.93
1972/3/1,12.13
1972/4/1,11.61
1972/5/1,10.75
1972/6/1,9.67
1972/7/1,8.88
1972/8/1,8.31
1972/9/1,7.84
1972/10/1,7.43
1972/11/1,6.65
1972/12/1,5.22
1973/1/1,3.57
1973/2/1,2.36
1973/3/1,1.99
1973/4/1,2.07
1973/5/1,2.41
1973/6/1,2.7
1973/7/1,3.22
1973/8/1,3.78
1973/9/1,4.4
1973/10/1,5.04
1973/11/1,5.89
1973/12/1,6.79
1974/1/1,7.54
1974/2/1,8.26
1974/3/1,8.76
1974/4/1,9.01
1974/5/1,9.15
1974/6/1,9.23
1974/7/1,9.28
1974/8/1,9.1
1974/9/1,8.68
1974/10/1,7.96
1974/11/1,7.13
1974/12/1,7.02
1975/1/1,7.23
1975/2/1,7.65
1975/3/1,7.78
1975/4/1,7.69
1975/5/1,7.49
1975/6/1,7.44
1975/7/1,7.59
1975/8/1,8.2
1975/9/1,8.76
1975/10/1,9.59
1975/11/1,9.67
