date,Den,Res,Cal,SP,Ng
1997/4/12 16:00,2.41,23.62,139.58,-176.54,10.95
1997/4/12 17:00,2.42,24.01,139.36,-176.73,10.65
1997/4/12 18:00,2.42,24.8,139.36,-177.07,10.32
1997/4/12 19:00,2.44,25.83,139.58,-177.51,10.39
1997/4/12 20:00,2.44,26.73,139.8,-177.96,10.74
1997/4/12 21:00,2.45,27.21,140.25,-178.24,11.23
1997/4/12 22:00,2.45,27.26,141.14,-178.24,11.79
1997/4/12 23:00,2.46,27.16,142.02,-178.03,12.2
1997/4/13 0:00,2.47,27.06,142.69,-177.85,12.6
1997/4/13 1:00,2.48,27.06,142.69,-177.93,12.16
1997/4/13 2:00,2.49,27.11,142.69,-178.29,11.75
1997/4/13 3:00,2.49,27.25,142.69,-178.77,11.18
1997/4/13 4:00,2.5,27.5,142.69,-179.13,11.59
1997/4/13 5:00,2.5,27.78,142.25,-179.24,11.95
1997/4/13 6:00,2.49,28.02,142.25,-179.15,12.11
1997/4/13 7:00,2.48,28.06,142.69,-179,11.81
1997/4/13 8:00,2.48,27.91,142.47,-178.87,11.38
1997/4/13 9:00,2.48,27.66,142.47,-178.78,11.64
1997/4/13 10:00,2.47,27.53,142.25,-178.76,12.01
1997/4/13 11:00,2.48,27.51,142.91,-178.84,12.73
1997/4/13 12:00,2.47,27.53,143.58,-179.06,13.55
1997/4/13 13:00,2.47,27.43,143.36,-179.35,14.46
1997/4/13 14:00,2.46,27.98,142.91,-179.68,15.4
1997/4/13 15:00,2.46,28.49,141.36,-179.94,15.77
1997/4/13 16:00,2.47,28.26,139.8,-180.09,16.63
1997/4/13 17:00,2.47,27.02,138.69,-180.05,17.28
1997/4/13 18:00,2.48,25.45,138.47,-179.76,18.38
1997/4/13 19:00,2.5,24.46,138.69,-179.12,19.13
1997/4/13 20:00,2.51,23.6,138.69,-178.2,19.9
1997/4/13 21:00,2.52,22.94,138.69,-177.15,20.21
1997/4/13 22:00,2.53,22.43,138.47,-176.36,20.02
1997/4/13 23:00,2.53,22.24,138.03,-176.09,19.65
1997/4/14 0:00,2.53,22.36,137.36,-176.49,19.33
1997/4/14 1:00,2.52,22.65,136.92,-177.38,18.8
1997/4/14 2:00,2.51,22.92,136.47,-178.52,18.43
1997/4/14 3:00,2.49,23.07,136.25,-179.66,18.04
1997/4/14 4:00,2.46,23.16,136.25,-180.69,17.69
1997/4/14 5:00,2.44,23.28,136.25,-181.54,17.15
1997/4/14 6:00,2.43,23.45,136.47,-182.19,16.37
1997/4/14 7:00,2.42,23.62,136.7,-182.61,15.5
1997/4/14 8:00,2.41,23.77,136.47,-182.79,14.57
1997/4/14 9:00,2.4,23.93,136.47,-182.71,13.82
1997/4/14 10:00,2.39,24.12,136.25,-182.45,13.88
1997/4/14 11:00,2.39,24.29,136.03,-182.17,13.94
1997/4/14 12:00,2.38,24.44,136.03,-182.07,14.16
1997/4/14 13:00,2.38,24.62,136.03,-182.28,13.82
1997/4/14 14:00,2.38,24.9,135.81,-182.68,13.4
1997/4/14 15:00,2.39,25.16,135.59,-183.08,12.84
1997/4/14 16:00,2.4,25.24,135.59,-183.2,12.65
1997/4/14 17:00,2.42,24.97,135.59,-183.02,12.9
1997/4/14 18:00,2.43,24.39,135.59,-182.58,13.31
1997/4/14 19:00,2.44,23.61,136.03,-182.1,13.84
1997/4/14 20:00,2.45,22.98,136.47,-181.62,14.43
1997/4/14 21:00,2.46,22.79,138.47,-181.18,14.85
1997/4/14 22:00,2.47,23.13,141.14,-180.72,15.06
1997/4/14 23:00,2.48,24.01,141.36,-180.24,15.18
1997/4/15 0:00,2.48,25.07,136.25,-179.77,15.65
1997/4/15 1:00,2.49,26.28,128.48,-179.3,16.17
1997/4/15 2:00,2.5,27.37,127.59,-178.89,16.36
1997/4/15 3:00,2.5,28.54,128.04,-178.65,16.51
1997/4/15 4:00,2.5,29.5,127.37,-178.69,16.57
1997/4/15 5:00,2.48,30,127.15,-179.06,16.82
1997/4/15 6:00,2.47,29.84,129.37,-179.68,16.88
1997/4/15 7:00,2.47,29.3,131.81,-180.34,16.74
1997/4/15 8:00,2.47,28.71,133.37,-180.84,16.52
1997/4/15 9:00,2.47,27.97,134.48,-181.07,16.45
1997/4/15 10:00,2.46,27.07,135.14,-180.98,16.6
1997/4/15 11:00,2.45,26.12,135.36,-180.71,16.81
1997/4/15 12:00,2.44,25.51,135.36,-180.4,17.08
1997/4/15 13:00,2.43,25.33,135.14,-180.28,17.38
1997/4/15 14:00,2.42,25.49,134.92,-180.53,17.69
1997/4/15 15:00,2.42,25.85,134.92,-181.19,17.21
1997/4/15 16:00,2.43,26.33,134.7,-182.19,16.58
1997/4/15 17:00,2.43,26.89,134.48,-183.22,15.76
1997/4/15 18:00,2.43,27.41,134.48,-184,15.47
1997/4/15 19:00,2.43,27.83,134.25,-184.2,15.05
1997/4/15 20:00,2.43,28.06,134.48,-183.75,14.5
1997/4/15 21:00,2.43,28.16,134.48,-182.71,13.91
1997/4/15 22:00,2.43,28.12,134.48,-181.42,13.48
1997/4/15 23:00,2.44,27.91,134.48,-180.13,12.88
1997/4/16 0:00,2.44,27.47,134.48,-179.04,12.27
1997/4/16 1:00,2.44,28.01,134.7,-178.05,11.83
1997/4/16 2:00,2.44,28.82,134.7,-177.18,12.02
1997/4/16 3:00,2.44,29.09,134.7,-176.46,12.77
1997/4/16 4:00,2.45,28.53,134.48,-176.12,13.56
1997/4/16 5:00,2.45,27.95,134.48,-176.29,14.07
1997/4/16 6:00,2.45,28.25,134.48,-176.97,14.33
1997/4/16 7:00,2.46,28.35,134.48,-177.91,14.48
1997/4/16 8:00,2.46,28.1,134.7,-178.73,14.56
1997/4/16 9:00,2.46,27.31,134.7,-178.97,14.61
1997/4/16 10:00,2.47,26.33,134.92,-178.29,14.83
1997/4/16 11:00,2.47,25.4,135.14,-176.63,15.29
1997/4/16 12:00,2.46,24.83,135.59,-174.38,15.42
1997/4/16 13:00,2.44,24.54,135.81,-172.07,15.14
1997/4/16 14:00,2.4,24.45,135.81,-170.25,14.71
1997/4/16 15:00,2.37,24.54,135.81,-169.24,14.37
1997/4/16 16:00,2.35,24.92,135.81,-169.11,13.62
1997/4/16 17:00,2.33,25.61,135.81,-169.77,12.8
1997/4/16 18:00,2.32,26.68,135.81,-171.03,11.88
1997/4/16 19:00,2.31,27.79,135.81,-172.72,11.34
1997/4/16 20:00,2.3,28.7,135.81,-174.47,10.84
1997/4/16 21:00,2.29,28.93,135.81,-175.95,10.44
1997/4/16 22:00,2.29,28.55,135.59,-176.82,10.06
1997/4/16 23:00,2.28,27.66,135.59,-177.1,9.9
1997/4/17 0:00,2.3,26.57,135.36,-176.91,9.79
1997/4/17 1:00,2.33,25.5,135.36,-176.61,9.94
1997/4/17 2:00,2.36,24.59,135.36,-176.48,9.75
1997/4/17 3:00,2.38,23.88,135.36,-176.71,9.54
1997/4/17 4:00,2.39,23.11,135.36,-177.25,9.26
1997/4/17 5:00,2.4,22.21,135.36,-177.83,9.16
1997/4/17 6:00,2.41,21.15,135.14,-178.15,9.28
1997/4/17 7:00,2.41,20.29,134.92,-178.02,9.49
1997/4/17 8:00,2.41,19.84,134.92,-177.55,9.95
1997/4/17 9:00,2.42,19.93,134.92,-176.89,10.29
1997/4/17 10:00,2.43,20.53,134.92,-176.32,10.65
1997/4/17 11:00,2.43,21.35,134.92,-176.08,10.79
1997/4/17 12:00,2.43,22.36,135.14,-176.42,11.49
1997/4/17 13:00,2.43,23.45,135.14,-177.38,12.26
1997/4/17 14:00,2.43,24.64,135.36,-178.8,12.95
1997/4/17 15:00,2.44,25.64,135.14,-180.22,13.44
1997/4/17 16:00,2.44,26.22,135.14,-181.22,13.88
1997/4/17 17:00,2.44,26.48,135.14,-181.47,14.66
1997/4/17 18:00,2.45,26.79,134.92,-180.99,14.91
1997/4/17 19:00,2.45,27.27,134.92,-179.87,15.11
1997/4/17 20:00,2.45,27.72,134.92,-178.34,14.81
1997/4/17 21:00,2.45,27.79,135.14,-176.58,14.58
1997/4/17 22:00,2.45,27.39,135.14,-174.87,14.28
1997/4/17 23:00,2.46,26.68,135.14,-173.5,13.97
1997/4/18 0:00,2.46,25.88,135.14,-172.75,13.25
1997/4/18 1:00,2.46,25.35,135.36,-172.83,12.44
1997/4/18 2:00,2.47,25.24,135.59,-173.68,11.94
1997/4/18 3:00,2.48,25.76,135.36,-175,11.88
1997/4/18 4:00,2.48,26.82,135.14,-176.32,11.96
1997/4/18 5:00,2.49,28.28,134.92,-177.24,11.77
1997/4/18 6:00,2.48,29.91,134.48,-177.71,11.75
1997/4/18 7:00,2.48,31.47,133.59,-177.85,11.9
1997/4/18 8:00,2.48,32.56,131.15,-177.81,12.33
1997/4/18 9:00,2.48,32.81,129.15,-177.45,12.45
1997/4/18 10:00,2.48,32.27,128.26,-176.63,12.36
1997/4/18 11:00,2.48,31.25,128.7,-175.17,12.16
1997/4/18 12:00,2.48,30.31,129.81,-173.43,12.1
1997/4/18 13:00,2.48,29.73,130.48,-171.87,12.45
1997/4/18 14:00,2.47,29.82,130.48,-171.09,12.91
1997/4/18 15:00,2.46,30.61,130.48,-171.27,12.87
1997/4/18 16:00,2.46,31.7,130.04,-172.34,12.36
1997/4/18 17:00,2.45,32.74,129.59,-174.04,11.45
1997/4/18 18:00,2.45,33.36,129.37,-176.06,10.96
1997/4/18 19:00,2.44,33.66,129.37,-178.14,10.88
1997/4/18 20:00,2.43,33.72,129.37,-179.91,10.97
1997/4/18 21:00,2.42,33.59,129.37,-181.08,11.17
1997/4/18 22:00,2.42,33.26,128.93,-181.53,11.03
1997/4/18 23:00,2.42,32.84,128.7,-181.44,10.84
1997/4/19 0:00,2.42,32.5,128.7,-181.11,10.57
1997/4/19 1:00,2.42,32.3,128.7,-180.88,10.08
1997/4/19 2:00,2.42,32.03,128.7,-180.93,9.93
1997/4/19 3:00,2.41,31.45,128.48,-181.4,9.8
1997/4/19 4:00,2.42,30.46,128.48,-182.2,9.95
1997/4/19 5:00,2.42,29.23,128.48,-183.16,9.95
1997/4/19 6:00,2.43,27.9,128.7,-184.02,9.98
1997/4/19 7:00,2.44,26.49,128.93,-184.68,9.59
1997/4/19 8:00,2.44,25.21,128.7,-185.08,9.11
1997/4/19 9:00,2.44,24.27,128.48,-185.31,8.54
1997/4/19 10:00,2.45,24.13,128.26,-185.4,8.13
1997/4/19 11:00,2.45,24.94,127.82,-185.34,7.73
1997/4/19 12:00,2.46,26.56,127.15,-184.94,7.37
1997/4/19 13:00,2.46,28.88,126.71,-184.09,7.02
1997/4/19 14:00,2.47,31.34,126.48,-182.79,6.68
1997/4/19 15:00,2.47,33.23,126.26,-181.4,6.54
1997/4/19 16:00,2.48,33.54,126.04,-180.36,6.44
1997/4/19 17:00,2.48,32.31,125.6,-180.05,6.4
1997/4/19 18:00,2.48,30.27,125.37,-180.54,6.17
1997/4/19 19:00,2.49,28.44,125.37,-181.67,5.71
1997/4/19 20:00,2.49,27.2,126.04,-183.16,5.38
1997/4/19 21:00,2.49,26.68,126.48,-184.71,5.02
1997/4/19 22:00,2.49,26.85,126.04,-185.93,5.08
1997/4/19 23:00,2.49,27.62,124.49,-186.46,5.02
1997/4/20 0:00,2.48,29.15,124.71,-186.11,5.42
1997/4/20 1:00,2.47,31.34,126.26,-185.07,5.89
1997/4/20 2:00,2.47,35,126.26,-183.82,6.46
1997/4/20 3:00,2.47,39.65,126.04,-182.92,7.07
1997/4/20 4:00,2.47,45.03,125.6,-182.63,7.71
1997/4/20 5:00,2.47,49.55,125.15,-182.93,8.16
1997/4/20 6:00,2.47,53.2,124.71,-183.56,8.37
1997/4/20 7:00,2.47,55.58,124.26,-184.24,8.51
1997/4/20 8:00,2.46,56.5,123.6,-184.74,8.78
1997/4/20 9:00,2.46,55.48,123.38,-184.98,9.06
1997/4/20 10:00,2.45,53.1,123.15,-185.1,9.57
1997/4/20 11:00,2.45,50.09,123.6,-185.34,10.13
1997/4/20 12:00,2.46,47.11,123.82,-185.95,10.34
1997/4/20 13:00,2.46,43.97,124.04,-187,10.29
1997/4/20 14:00,2.46,40.94,124.04,-188.27,10.13
1997/4/20 15:00,2.46,38.2,124.04,-189.28,10.08
1997/4/20 16:00,2.45,36.1,123.38,-189.46,10.64
1997/4/20 17:00,2.45,34.81,122.93,-188.7,11.55
1997/4/20 18:00,2.45,34.16,122.49,-187.28,12.64
1997/4/20 19:00,2.46,33.88,122.71,-186.02,13.44
1997/4/20 20:00,2.46,33.71,123.15,-185.35,14.22
1997/4/20 21:00,2.47,33.69,123.15,-185.44,15.13
1997/4/20 22:00,2.47,33.72,123.6,-185.83,15.87
1997/4/20 23:00,2.46,33.6,124.49,-186.17,16
1997/4/21 0:00,2.47,33.24,125.82,-186.07,15.57
1997/4/21 1:00,2.48,32.87,125.82,-185.53,14.92
1997/4/21 2:00,2.49,32.82,125.6,-184.66,14.7
1997/4/21 3:00,2.5,33.03,126.04,-183.84,14.52
1997/4/21 4:00,2.49,33.28,126.71,-183.31,14.64
1997/4/21 5:00,2.5,33.44,127.15,-183.27,14.63
1997/4/21 6:00,2.49,33.72,127.37,-183.67,14.86
1997/4/21 7:00,2.49,34.16,127.59,-184.39,14.7
1997/4/21 8:00,2.49,34.53,127.59,-185.35,14.51
1997/4/21 9:00,2.51,34.57,127.59,-186.42,14.24
1997/4/21 10:00,2.52,34.3,128.26,-187.52,14.35
1997/4/21 11:00,2.52,33.99,128.7,-188.37,14.52
1997/4/21 12:00,2.52,33.94,128.93,-188.84,14.77
1997/4/21 13:00,2.52,34.21,129.15,-188.66,14.46
1997/4/21 14:00,2.53,34.68,128.7,-187.87,13.85
1997/4/21 15:00,2.54,35.02,126.71,-186.5,13.06
1997/4/21 16:00,2.55,35.01,124.93,-184.96,12.58
1997/4/21 17:00,2.56,34.55,123.38,-183.66,11.93
1997/4/21 18:00,2.56,33.89,122.27,-183.05,11.7
1997/4/21 19:00,2.55,33.37,122.27,-183.15,11.33
1997/4/21 20:00,2.54,33.29,122.27,-183.8,11.41
1997/4/21 21:00,2.51,33.69,121.38,-184.54,11.15
1997/4/21 22:00,2.48,34.53,120.05,-185.14,11.11
1997/4/21 23:00,2.46,35.58,119.6,-185.47,11.05
1997/4/22 0:00,2.44,36.61,119.6,-185.62,11.43
1997/4/22 1:00,2.42,37.42,120.93,-185.59,11.7
1997/4/22 2:00,2.41,37.83,122.49,-185.47,12.03
1997/4/22 3:00,2.4,37.96,124.26,-185.44,11.54
1997/4/22 4:00,2.39,37.89,124.71,-185.65,11.51
1997/4/22 5:00,2.39,37.49,125.37,-186.13,11.01
1997/4/22 6:00,2.4,36.4,127.59,-186.66,10.91
1997/4/22 7:00,2.4,34.68,129.15,-186.99,10.58
1997/4/22 8:00,2.4,32.66,129.15,-186.96,10.7
1997/4/22 9:00,2.41,30.88,128.04,-186.71,10.86
1997/4/22 10:00,2.42,29.41,126.93,-186.49,10.91
1997/4/22 11:00,2.42,28.29,126.48,-186.49,11.15
1997/4/22 12:00,2.42,27.37,125.6,-186.72,11.41
1997/4/22 13:00,2.42,26.75,124.93,-187.1,12.31
1997/4/22 14:00,2.43,26.65,125.37,-187.53,13.35
1997/4/22 15:00,2.43,27.09,125.6,-188,14.53
1997/4/22 16:00,2.44,27.84,125.37,-188.51,15.78
1997/4/22 17:00,2.44,28.65,125.37,-189.03,17.26
1997/4/22 18:00,2.44,29.45,125.37,-189.57,19.01
1997/4/22 19:00,2.45,30.46,125.6,-190.11,20.25
1997/4/22 20:00,2.45,31.61,126.04,-190.66,21.05
1997/4/22 21:00,2.46,32.66,127.15,-191.17,21.86
1997/4/22 22:00,2.46,33.11,128.04,-191.56,22.58
1997/4/22 23:00,2.46,32.85,128.7,-191.78,23.09
1997/4/23 0:00,2.45,32.14,129.15,-191.83,23.13
1997/4/23 1:00,2.43,31.42,129.37,-191.8,22.65
1997/4/23 2:00,2.41,30.93,129.81,-191.9,22.16
1997/4/23 3:00,2.39,30.71,130.04,-192.32,20.56
1997/4/23 4:00,2.37,30.53,130.26,-193.19,18.94
1997/4/23 5:00,2.36,30.21,130.48,-194.48,17.1
1997/4/23 6:00,2.34,29.72,130.7,-196.03,16.01
1997/4/23 7:00,2.33,29.08,131.15,-197.47,15.02
1997/4/23 8:00,2.31,28.38,131.37,-198.36,14.01
1997/4/23 9:00,2.3,27.54,131.59,-198.31,13.21
1997/4/23 10:00,2.29,26.47,131.81,-197.14,12.84
1997/4/23 11:00,2.28,25.15,132.26,-195,12.21
1997/4/23 12:00,2.28,23.51,132.7,-192.36,11.61
1997/4/23 13:00,2.28,21.78,133.14,-189.85,11.16
1997/4/23 14:00,2.28,20.05,133.37,-187.97,11.56
1997/4/23 15:00,2.28,18.59,133.59,-186.87,11.74
1997/4/23 16:00,2.28,17.42,132.92,-186.39,11.66
1997/4/23 17:00,2.28,16.56,132.26,-186.22,11.08
1997/4/23 18:00,2.28,15.97,131.81,-186.31,10.95
1997/4/23 19:00,2.28,15.58,131.81,-186.77,10.81
1997/4/23 20:00,2.27,15.37,131.59,-187.94,10.75
1997/4/23 21:00,2.26,15.3,131.15,-189.79,10.11
1997/4/23 22:00,2.25,15.36,130.7,-192.14,9.37
1997/4/23 23:00,2.24,15.52,130.48,-194.46,8.9
1997/4/24 0:00,2.24,15.76,130.04,-196.27,8.65
1997/4/24 1:00,2.24,16.07,129.37,-197.26,8.51
1997/4/24 2:00,2.25,16.47,128.7,-197.37,8.23
1997/4/24 3:00,2.24,16.92,128.26,-196.87,8.35
1997/4/24 4:00,2.24,17.43,127.37,-196.17,8.72
1997/4/24 5:00,2.24,17.91,126.93,-195.64,9.21
1997/4/24 6:00,2.23,18.3,126.93,-195.3,9.59
1997/4/24 7:00,2.23,18.57,126.71,-194.87,9.56
1997/4/24 8:00,2.23,18.71,126.26,-194.13,9.43
1997/4/24 9:00,2.24,18.76,126.04,-193.13,8.8
1997/4/24 10:00,2.25,18.74,126.04,-192.32,8.25
1997/4/24 11:00,2.26,18.67,125.82,-191.91,7.41
1997/4/24 12:00,2.27,18.61,125.6,-191.95,6.93
1997/4/24 13:00,2.28,18.6,125.6,-191.94,6.27
1997/4/24 14:00,2.29,18.66,125.37,-191.57,5.64
1997/4/24 15:00,2.3,18.75,125.37,-190.61,4.98
1997/4/24 16:00,2.3,18.82,125.37,-189.3,4.52
1997/4/24 17:00,2.3,18.85,125.15,-187.85,4.3
1997/4/24 18:00,2.3,18.85,125.15,-186.64,4.17
1997/4/24 19:00,2.3,18.83,124.93,-185.88,4.09
1997/4/24 20:00,2.31,18.79,124.93,-185.77,4.45
1997/4/24 21:00,2.31,18.75,124.93,-186.25,4.71
1997/4/24 22:00,2.32,18.66,125.15,-187.06,5.43
1997/4/24 23:00,2.32,18.5,125.37,-187.97,5.83
1997/4/25 0:00,2.31,18.29,125.37,-188.89,6.65
1997/4/25 1:00,2.3,18.07,125.15,-189.93,7.3
1997/4/25 2:00,2.29,17.85,125.37,-191.17,7.99
1997/4/25 3:00,2.29,17.65,125.6,-192.54,8.26
1997/4/25 4:00,2.29,17.48,125.6,-193.84,8.05
1997/4/25 5:00,2.29,17.34,125.6,-194.74,7.86
1997/4/25 6:00,2.29,17.23,125.15,-195.09,7.78
1997/4/25 7:00,2.29,17.17,124.93,-194.91,8.13
1997/4/25 8:00,2.28,17.18,124.71,-194.5,8.98
1997/4/25 9:00,2.27,17.25,124.26,-194.17,10.02
1997/4/25 10:00,2.27,17.39,124.26,-194.19,10.8
1997/4/25 11:00,2.26,17.57,124.04,-194.7,11.17
1997/4/25 12:00,2.26,17.86,124.04,-195.63,11.39
1997/4/25 13:00,2.26,18.17,124.26,-196.83,11.51
1997/4/25 14:00,2.27,18.39,124.26,-197.97,11.38
1997/4/25 15:00,2.27,18.39,124.26,-198.84,11.38
1997/4/25 16:00,2.27,18.22,124.26,-199.21,11.55
1997/4/25 17:00,2.27,18.02,124.26,-199.12,11.99
1997/4/25 18:00,2.27,17.88,124.26,-198.72,11.91
1997/4/25 19:00,2.26,17.81,124.26,-198.37,11.78
1997/4/25 20:00,2.26,17.8,124.26,-198.31,10.94
1997/4/25 21:00,2.27,17.8,124.26,-198.69,10.34
1997/4/25 22:00,2.27,17.72,124.49,-199.21,9.66
1997/4/25 23:00,2.27,17.51,124.49,-199.56,9
1997/4/26 0:00,2.28,17.17,124.49,-199.26,8.53
1997/4/26 1:00,2.28,16.77,124.71,-198.23,7.91
1997/4/26 2:00,2.28,16.4,125.15,-196.52,7.69
1997/4/26 3:00,2.28,16.1,125.82,-194.64,7.12
1997/4/26 4:00,2.28,15.92,125.82,-193.07,7.16
1997/4/26 5:00,2.28,15.8,125.6,-192.16,7.26
1997/4/26 6:00,2.27,15.77,125.15,-191.97,7.48
1997/4/26 7:00,2.27,15.78,124.93,-192.26,7.55
1997/4/26 8:00,2.27,15.82,124.93,-192.87,7.61
1997/4/26 9:00,2.27,15.83,124.93,-193.64,8.03
1997/4/26 10:00,2.27,15.83,124.49,-194.6,8.93
1997/4/26 11:00,2.27,15.82,124.26,-195.53,9.99
1997/4/26 12:00,2.27,15.83,124.04,-196.17,10.78
1997/4/26 13:00,2.27,15.85,123.6,-196.19,11.16
1997/4/26 14:00,2.27,15.87,123.15,-195.67,11.59
1997/4/26 15:00,2.27,15.92,122.93,-194.84,12.15
1997/4/26 16:00,2.27,15.98,123.15,-194.07,11.95
1997/4/26 17:00,2.28,16.02,123.38,-193.43,12.02
1997/4/26 18:00,2.28,16.05,122.93,-192.96,11.99
1997/4/26 19:00,2.28,16.07,122.49,-192.14,12.4
1997/4/26 20:00,2.29,16.13,122.27,-190.93,12.08
1997/4/26 21:00,2.29,16.25,122.04,-189.04,11.7
1997/4/26 22:00,2.29,16.42,122.04,-187.66,10.96
1997/4/26 23:00,2.29,16.61,121.82,-186.97,10.33
1997/4/27 0:00,2.28,16.77,121.82,-187.62,9.66
1997/4/27 1:00,2.28,16.93,121.82,-188.73,9.4
1997/4/27 2:00,2.27,17.1,121.82,-190.47,9.41
1997/4/27 3:00,2.27,17.24,121.82,-192.42,9.56
1997/4/27 4:00,2.26,17.31,121.82,-194.71,9.6
1997/4/27 5:00,2.25,17.32,121.6,-196.66,9.43
1997/4/27 6:00,2.24,17.27,121.6,-197.9,9.61
1997/4/27 7:00,2.23,17.21,121.6,-198.08,9.81
1997/4/27 8:00,2.22,17.12,121.82,-197.51,10.08
1997/4/27 9:00,2.22,17.04,121.38,-196.56,9.78
1997/4/27 10:00,2.21,16.95,120.93,-195.81,9.97
1997/4/27 11:00,2.21,16.88,120.49,-195.5,10.15
1997/4/27 12:00,2.22,16.81,120.05,-195.81,10.62
1997/4/27 13:00,2.22,16.75,119.6,-196.55,10.56
1997/4/27 14:00,2.23,16.72,118.94,-197.6,10.24
1997/4/27 15:00,2.23,16.72,118.49,-198.65,9.76
1997/4/27 16:00,2.24,16.71,118.94,-199.59,9
1997/4/27 17:00,2.25,16.69,118.94,-200.32,8.15
1997/4/27 18:00,2.27,16.65,118.71,-200.88,7.43
1997/4/27 19:00,2.27,16.63,117.6,-201.11,7.12
1997/4/27 20:00,2.28,16.62,117.6,-200.79,7.31
1997/4/27 21:00,2.29,16.59,118.94,-199.74,7.49
1997/4/27 22:00,2.29,16.53,120.27,-198.06,7.56
1997/4/27 23:00,2.3,16.46,120.71,-196.12,7.41
1997/4/28 0:00,2.31,16.38,121.38,-194.51,6.99
1997/4/28 1:00,2.32,16.31,121.6,-193.54,6.68
1997/4/28 2:00,2.32,16.23,122.49,-193.33,6.34
1997/4/28 3:00,2.33,16.14,124.04,-193.62,6.2
1997/4/28 4:00,2.33,16.06,125.15,-194.22,5.71
1997/4/28 5:00,2.33,16.01,125.15,-194.93,5.18
1997/4/28 6:00,2.33,15.99,125.37,-195.78,4.58
1997/4/28 7:00,2.33,16.03,125.37,-196.87,4.35
1997/4/28 8:00,2.33,16.13,125.6,-198.15,3.79
1997/4/28 9:00,2.33,16.31,125.6,-199.49,3.23
1997/4/28 10:00,2.33,16.54,125.82,-200.6,2.8
1997/4/28 11:00,2.32,16.82,125.82,-201.33,3.01
1997/4/28 12:00,2.32,17.15,125.82,-201.68,3.36
1997/4/28 13:00,2.31,17.53,125.82,-201.85,4.07
1997/4/28 14:00,2.3,17.97,125.82,-201.89,4.89
1997/4/28 15:00,2.3,18.43,125.82,-201.73,5.99
1997/4/28 16:00,2.29,18.86,125.82,-201.19,6.78
1997/4/28 17:00,2.29,19.15,125.82,-200.32,7.55
1997/4/28 18:00,2.28,19.17,125.6,-199.44,8.07
1997/4/28 19:00,2.28,18.97,125.37,-198.98,8.52
1997/4/28 20:00,2.29,18.6,125.6,-199.03,8.72
1997/4/28 21:00,2.29,18.22,125.6,-199.3,8.85
1997/4/28 22:00,2.29,17.87,125.82,-199.26,8.91
1997/4/28 23:00,2.29,17.57,125.82,-198.66,8.95
1997/4/29 0:00,2.29,17.32,125.82,-197.56,8.57
1997/4/29 1:00,2.3,17.08,126.04,-196.44,8.31
1997/4/29 2:00,2.31,16.88,126.26,-195.71,7.78
1997/4/29 3:00,2.32,16.76,126.48,-195.57,7.62
1997/4/29 4:00,2.32,16.74,126.71,-195.77,7.48
1997/4/29 5:00,2.32,16.85,126.93,-195.97,7.62
1997/4/29 6:00,2.32,16.99,126.93,-195.99,7.82
1997/4/29 7:00,2.31,17.11,126.93,-195.96,8.09
1997/4/29 8:00,2.3,17.15,126.93,-196.11,8.38
1997/4/29 9:00,2.3,17.1,127.37,-196.58,8.69
1997/4/29 10:00,2.3,17,127.37,-197.27,9.02
1997/4/29 11:00,2.29,16.88,127.59,-197.85,9.54
1997/4/29 12:00,2.29,16.75,127.82,-198.02,10.11
1997/4/29 13:00,2.28,16.63,127.82,-197.71,10.53
1997/4/29 14:00,2.27,16.51,127.82,-197.21,11.13
1997/4/29 15:00,2.27,16.43,128.04,-196.99,11.13
1997/4/29 16:00,2.28,16.38,128.04,-197.47,11.05
1997/4/29 17:00,2.28,16.36,128.04,-198.72,10.44
1997/4/29 18:00,2.3,16.34,128.04,-200.56,10.3
1997/4/29 19:00,2.31,16.34,128.04,-202.61,10.55
1997/4/29 20:00,2.32,16.35,128.04,-204.58,10.97
1997/4/29 21:00,2.32,16.37,128.26,-206.29,11.7
1997/4/29 22:00,2.33,16.4,128.26,-207.5,11.93
1997/4/29 23:00,2.34,16.44,128.26,-207.97,12.13
1997/4/30 0:00,2.34,16.52,128.26,-207.37,11.61
1997/4/30 1:00,2.35,16.61,128.26,-205.86,10.75
1997/4/30 2:00,2.36,16.73,128.04,-203.82,9.67
1997/4/30 3:00,2.36,16.88,127.82,-201.99,8.88
1997/4/30 4:00,2.36,17.05,127.82,-200.79,8.31
1997/4/30 5:00,2.36,17.23,127.82,-200.38,7.84
1997/4/30 6:00,2.35,17.37,127.82,-200.51,7.43
1997/4/30 7:00,2.35,17.48,127.59,-200.85,6.65
1997/4/30 8:00,2.35,17.53,127.59,-201.09,5.22
1997/4/30 9:00,2.35,17.52,127.37,-200.96,3.57
1997/4/30 10:00,2.34,17.48,127.37,-200.41,2.36
1997/4/30 11:00,2.33,17.45,127.37,-199.48,1.99
1997/4/30 12:00,2.32,17.49,126.93,-198.45,2.07
1997/4/30 13:00,2.31,17.61,126.04,-197.53,2.41
1997/4/30 14:00,2.29,17.76,124.26,-196.98,2.7
1997/4/30 15:00,2.28,17.9,122.49,-196.83,3.22
1997/4/30 16:00,2.28,18.02,122.04,-196.97,3.78
1997/4/30 17:00,2.27,18.13,123.38,-197.14,4.4
1997/4/30 18:00,2.27,18.21,125.37,-197.25,5.04
1997/4/30 19:00,2.27,18.23,125.82,-197.4,5.89
1997/4/30 20:00,2.26,18.17,125.6,-197.94,6.79
