ds,y
1960/6/1,10.63
1960/7/1,10.3
1960/8/1,10.19
1960/9/1,9.5
1960/10/1,8.74
1960/11/1,7.85
1960/12/1,7.72
1961/1/1,7.51
1961/2/1,7.45
1961/3/1,7.39
1961/4/1,7.57
1961/5/1,7.59
1961/6/1,7.43
1961/7/1,7.21
1961/8/1,7.13
1961/9/1,7.07
1961/10/1,7.24
1961/11/1,7.06
1961/12/1,6.86
1962/1/1,6.38
1962/2/1,5.85
1962/3/1,5.85
1962/4/1,5.74
1962/5/1,6.12
1962/6/1,5.77
1962/7/1,5.78
1962/8/1,5.31
1962/9/1,5.02
1962/10/1,4.67
1962/11/1,4.94
1962/12/1,5.32
1963/1/1,5.65
1963/2/1,5.39
1963/3/1,5.61
1963/4/1,5.8
1963/5/1,6.48
1963/6/1,6.66
1963/7/1,7.23
1963/8/1,7.78
1963/9/1,8.2
1963/10/1,8.4
1963/11/1,8.52
1963/12/1,8.78
1964/1/1,9.06
1964/2/1,8.97
1964/3/1,9.21
1964/4/1,9.24
1964/5/1,9.69
1964/6/1,9.79
1964/7/1,9.9
1964/8/1,9.94
1964/9/1,9.77
1964/10/1,9.74
1964/11/1,9.7
1964/12/1,9.49
1965/1/1,9.44
1965/2/1,8.99
1965/3/1,8.89
1965/4/1,8.37
1965/5/1,7.85
1965/6/1,7.25
1965/7/1,6.82
1965/8/1,6.61
1965/9/1,6.29
1965/10/1,5.78
1965/11/1,5.61
1965/12/1,5.28
1966/1/1,4.98
1966/2/1,4.65
1966/3/1,4.53
1966/4/1,4.84
1966/5/1,5.07
1966/6/1,5.58
1966/7/1,5.73
1966/8/1,6.06
1966/9/1,6.36
1966/10/1,6.48
1966/11/1,6.17
1966/12/1,5.53
1967/1/1,4.94
1967/2/1,4.49
1967/3/1,3.89
1967/4/1,3.28
1967/5/1,2.63
1967/6/1,2.38
1967/7/1,2
1967/8/1,1.88
1967/9/1,1.78
1967/10/1,1.93
1967/11/1,2.14
1967/12/1,2.41
1968/1/1,2.71
1968/2/1,3.03
1968/3/1,3.35
1968/4/1,3.47
1968/5/1,3.56
1968/6/1,3.81
1968/7/1,4.27
1968/8/1,4.82
1968/9/1,6.02
1968/10/1,7.37
1968/11/1,8.68
1968/12/1,9.41
1969/1/1,10.22
1969/2/1,11.33
1969/3/1,12.31
1969/4/1,12.93
1969/5/1,13.05
1969/6/1,12.6
1969/7/1,12.13
1969/8/1,10.95
1969/9/1,10.22
1969/10/1,9.23
1969/11/1,8.89
1969/12/1,8.42
1970/1/1,8.46
1970/2/1,9.18
1970/3/1,10.13
1970/4/1,11.06
1970/5/1,11.84
1970/6/1,12.58
1970/7/1,13.28
1970/8/1,13.57
1970/9/1,13.97
1970/10/1,14.11
1970/11/1,14.22
1970/12/1,13.67
1971/1/1,13.38
1971/2/1,12.81
1971/3/1,12.64
1971/4/1,12.29
1971/5/1,12.39
1971/6/1,12.14
1971/7/1,11.9
1971/8/1,11.41
1971/9/1,11.06
1971/10/1,10.69
1971/11/1,10.35
1971/12/1,9.61
1972/1/1,8.99
1972/2/1,8.32
1972/3/1,8.26
1972/4/1,7.72
1972/5/1,7.4
1972/6/1,7.02
1972/7/1,7.08
1972/8/1,7.62
1972/9/1,8.14
1972/10/1,8.75
1972/11/1,8.78
1972/12/1,8.91
1973/1/1,8.94
1973/2/1,8.97
1973/3/1,8.98
1973/4/1,8.99
1973/5/1,8.99
1973/6/1,9
1973/7/1,9
1973/8/1,9
1973/9/1,9.2
1973/10/1,9.44
1973/11/1,10.13
1973/12/1,10.51
1974/1/1,11.13
1974/2/1,11.33
1974/3/1,11.89
1974/4/1,12.44
1974/5/1,12.47
1974/6/1,12.18
1974/7/1,12.13
1974/8/1,12.46
1974/9/1,12.52
1974/10/1,12
1974/11/1,11.5
1974/12/1,11.3
1975/1/1,10.96
1975/2/1,10.65
1975/3/1,10.32
1975/4/1,10.6
1975/5/1,10.58
1975/6/1,10.44
1975/7/1,9.8
1975/8/1,9.45
1975/9/1,9.05
1975/10/1,8.9
1975/11/1,8.79
1975/12/1,8.74
1976/1/1,8.51
1976/2/1,8.05
1976/3/1,7.71
1976/4/1,7.15
1976/5/1,6.77
1976/6/1,6.39
1976/7/1,6.03
1976/8/1,6.08
1976/9/1,6.22
1976/10/1,6.66
1976/11/1,6.78
1976/12/1,6.69
1977/1/1,6.29
1977/2/1,5.8
1977/3/1,5.42
1977/4/1,5.44
1977/5/1,5.77
1977/6/1,6.24
1977/7/1,6.2
1977/8/1,5.69
1977/9/1,4.98
1977/10/1,4.53
1977/11/1,4.3
1977/12/1,4.17
1978/1/1,4.09
1978/2/1,4.25
1978/3/1,4.27
1978/4/1,4.3
1978/5/1,4.12
1978/6/1,4.08
1978/7/1,3.84
1978/8/1,3.59
1978/9/1,3.29
1978/10/1,2.97
1978/11/1,2.85
1978/12/1,2.77
1979/1/1,2.72
1979/2/1,2.5
1979/3/1,2.24
1979/4/1,2.15
1979/5/1,2.08
1979/6/1,2.25
1979/7/1,2.47
1979/8/1,2.74
1979/9/1,2.84
1979/10/1,2.92
1979/11/1,3.15
1979/12/1,3.41
1980/1/1,3.91
1980/2/1,4.27
1980/3/1,5.04
1980/4/1,5.66
1980/5/1,6.74
1980/6/1,8.08
1980/7/1,9.56
1980/8/1,10.73
1980/9/1,11.06
1980/10/1,11.36
1980/11/1,11.48
1980/12/1,11.77
1981/1/1,11.85
1981/2/1,11.72
1981/3/1,11.52
1981/4/1,11.05
1981/5/1,10.31
1981/6/1,9.67
1981/7/1,9.2
1981/8/1,9.17
1981/9/1,9.27
1981/10/1,9.29
1981/11/1,9.31
1981/12/1,9.32
1982/1/1,9.53
1982/2/1,9.77
1982/3/1,9.86
1982/4/1,10.13
1982/5/1,10.4
1982/6/1,10.71
1982/7/1,10.82
1982/8/1,10.51
1982/9/1,10.47
1982/10/1,9.99
1982/11/1,9.89
1982/12/1,9.38
1983/1/1,9.25
1983/2/1,8.93
1983/3/1,8.64
1983/4/1,8.71
1983/5/1,9.27
1983/6/1,10
1983/7/1,10.45
1983/8/1,10.29
1983/9/1,10.35
1983/10/1,10.33
1983/11/1,10.74
1983/12/1,10.81
1984/1/1,10.91
1984/2/1,10.94
1984/3/1,10.57
1984/4/1,10.3
1984/5/1,9.78
1984/6/1,9.62
1984/7/1,9.28
1984/8/1,9.18
1984/9/1,9.29
1984/10/1,9.49
1984/11/1,9.36
1984/12/1,8.97
1985/1/1,8.27
1985/2/1,7.85
1985/3/1,7.62
1985/4/1,7.69
1985/5/1,8.46
1985/6/1,9.23
1985/7/1,9.74
1985/8/1,9.59
1985/9/1,9.67
1985/10/1,10.05
1985/11/1,10.54
1985/12/1,10.92
1986/1/1,10.69
1986/2/1,10.32
1986/3/1,9.8
1986/4/1,9.43
1986/5/1,9.05
1986/6/1,8.49
1986/7/1,8.11
1986/8/1,7.52
1986/9/1,7.13
1986/10/1,6.93
1986/11/1,7.01
1986/12/1,7.19
1987/1/1,7.24
1987/2/1,7.29
1987/3/1,6.91
1987/4/1,6.64
1987/5/1,6.31
1987/6/1,6.19
1987/7/1,5.9
1987/8/1,5.42
1987/9/1,4.86
1987/10/1,4.46
1987/11/1,4.26
1987/12/1,4.54
1988/1/1,4.96
1988/2/1,5.5
1988/3/1,5.69
